"hour","act1","act2","act3","act4","act5"
"4am",-0.0144574346395534,-0.0332020803090285,0,0,-0.0858843537414966
"5am",-0.0533712200087792,-0.0522354881793589,0,0,-0.0858843537414966
"6am",-0.147846044197458,-0.162390761786264,0,-0.0464285714285714,-0.020058739434421
"7am",0.1562909027444,0.0532998669217262,0.0819937833617175,-0.125694521126785,-0.236719210241005
"8am",0.170257616812176,0.136591426112047,-0.0786623967105657,-0.187496832764237,-0.158007677743066
"9am",0.115915727440543,0.10938486707549,-0.0761887689117763,-0.139284587576708,-0.169887993351164
"10am",0.171656393951293,0.124509607688539,-0.0486015426507643,0.00891159228888426,0.0177412189488726
"11am",0.127404076886774,0.181080782744791,-0.0197310382516233,-0.0604219868103109,0.411894664360356
"12am",0.141781115810425,0.0755842207105765,0.0244851882238331,-0.0034068645897515,-0.00910486736776631
"1pm",0.178493849717975,0.158967444615287,-0.0403844253165383,-0.107181301050263,0.00226691652686731
"2pm",0.168389919922808,0.145672505331342,-0.0436384093525837,0.0122989195692269,-0.0681527763350948
"3pm",0.222751960220528,0.16581003259849,-0.0455178943930891,0.0410801488424976,-0.0784580973488178
"4pm",0.122214288000442,0.17655000365097,-0.10623075522719,-0.0195357937507459,-0.00323576643704417
"5pm",0.198970128051672,0.167083262558417,-0.130814014405055,-0.016459311129744,0.0190573735346342
"6pm",0.0586809624987581,-0.0924806077947556,-0.0824940147326835,-0.141918252497725,0.0628282920751798
"7pm",-0.0246431213733983,-0.0708124673210708,-0.0708628610238314,-0.181400801270074,0.0903037893918105
"8pm",-0.147480142882718,-0.0696777220389244,-0.0629214724230902,0.0567178655450969,-0.0163776362616307
"9pm",-0.186358933072317,-0.0662738101597669,-0.0629502064987059,-0.0141976510649989,-0.0110791680824613
"10pm",-0.0797153462593449,-0.0702308751155782,-0.0627290630576054,-0.0627551020408163,0.233261158440228
"11pm",-0.132021266845888,-0.0558765416839192,0,0,0.21084833947895
"12pm",-0.121816172796574,-0.0560610236036866,0,0,0.0135521238680632
"1am",-0.0461026453542777,-0.0523115885417628,0,0,-0.17126762740349
"2am",-0.046195755949119,-0.0524065279446167,0,0,-0.171237375989338
"3am",-0.0520010073211186,-0.100484158714089,0,0,-0.213139343136956
