"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",-0.106555460721783,0.122404960656746,-0.230063209603088,0.0400897776903671
"5am",-0.106878623698849,0.116732714970594,-0.261785599446088,0.043119854052761
"6am",-0.0129277119632614,0.109723972936358,-0.157052494875518,0.0338106870068164
"7am",0.0525538809529428,0.148379151127852,-0.00575794673979925,0.197906194277884
"8am",-0.049981428103958,0.135293333128003,0.00402006975238718,0.0163025082501786
"9am",-0.0276825265914883,0.113822492085356,-0.00244417096640387,0.0908377221450343
"10am",0.121079560320154,0.287939897109231,0.150766670301754,0.164888040980034
"11am",0.00846512883668915,0.221030452359948,0.154936024973953,0.133915332249708
"12am",-0.0674028132248537,0.0523088090480044,-0.211064502343855,0.0844440541441604
"1pm",0.164216729441482,-0.0171728774705118,-0.00927593540727829,0.0490886558134227
"2pm",0.0372922293269679,-0.0557518831765501,-0.121588052350312,0.0802262900793471
"3pm",-0.0520727923657522,-0.00336834896733726,-0.238306391590424,0.163259087718666
"4pm",0.0984601753236285,0.073402410152908,-0.115544151730619,0.112829801122446
"5pm",0.0195660017828375,0.043406947254108,-0.144018554318122,0.0499309759004457
"6pm",-0.0862153218714508,0.334556098497415,-0.282527786455498,0.250361068840477
"7pm",-0.148798327400813,0.107038748149649,-0.186529493119737,0.0640767183462462
"8pm",-0.145237646151969,0.164966197984458,-0.277810738769539,0.0161659809053097
"9pm",-0.146755091313761,0.169942166783309,-0.258676434552245,0.0140966562262153
"10pm",-0.150036250746636,0.181165480092707,-0.239334612992863,0.0180509007969776
"11pm",-0.145138121074543,0.148691925194743,-0.233222112579576,-0.0508168136600003
"12pm",-0.150273440436274,0.17114976912895,-0.232808721553046,-0.0172635391299795
"1am",-0.157407811667087,0.150140936387887,-0.295043537149592,-0.0151476399730728
"2am",-0.157745323451216,0.149013795325166,-0.290237619993905,-0.0119436236831785
"3am",-0.148884833996781,0.194937938950898,-0.267721937035188,-0.0264838394314794
