"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181";"10141.181"
"4am";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";"0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0"
"5am";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0"
"7am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 888.138";"   0.000";"1311.658";"1613.978";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1097.912";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2518.924";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1269.103";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1050.971";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 762.547";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"3051.804";"   0.000";"   0.000";"1586.194";"3634.194";"   0.000";"   0.000";"2313.940";"2085.860";"   0.000";"1401.991";"1278.917";"1524.276";"3788.245";"3212.288";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1097.091";"1590.288";"1220.464";"1785.216";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1302.877";"   0.000";"   0.000";"2360.102";"1695.268";"   0.000";"   0.000";"1227.001";"   0.000";"   0.000";"   0.000";"   0.000";"0";"1002.160";"   0.000";"   0.000";"   0.000";"   0.000";"1631.667";"   0.000";"1371.980";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1784.309";"   0.000";" 863.832";"   0.000";"   0.000";"1667.094";"   0.000";"   0.000";"   0.000";"4147.304";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1966.491";"3049.744";" 992.108";"1058.352";"   0.000";"1444.907";"   0.000";"1044.367";"   0.000";"5331.297";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1784.649";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1016.442";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1227.917";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 618.846";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"3702.864";"   0.000";"   0.000";"1790.539";"4808.152";"   0.000";"   0.000";"2644.768";"2280.494";"   0.000";"1378.680";"2230.307";"2155.963";"4127.836";"3144.304";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1279.726";"1473.855";"2321.414";"3157.818";"1242.506";"   0.000";"   0.000";"   0.000";"   0.000";"1644.239";"   0.000";"2018.233";"2501.366";"1989.994";"   0.000";"   0.000";"2571.768";"1193.944";"   0.000";"1141.978";"   0.000";"0";"1331.382";"   0.000";"   0.000";"   0.000";"   0.000";"1576.567";" 682.113";"1797.282";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 771.766";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2227.287";"   0.000";" 923.698";"   0.000";"   0.000";"2084.386";"   0.000";"   0.000";"   0.000";"4508.075";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"3239.124";"3468.922";"1355.110";"1228.413";"   0.000";"1768.274";" 781.033";"1487.747";"   0.000";"8189.716";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2095.596";" 982.002";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1356.167";" 990.558";"   0.000";"   0.000";"1001.649";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1280.982";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 605.991";" 706.158";"   0.000";"   0.000";"   0.000"
"10am";"3494.964";"   0.000";"   0.000";"1680.240";"5401.711";"1262.287";"   0.000";"3167.175";"2813.052";"   0.000";"1299.833";"1700.573";"2382.595";"4206.144";"3560.559";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1279.726";"1588.754";"1902.062";"3216.121";"1468.347";"   0.000";"   0.000";"   0.000";"   0.000";"1616.099";"   0.000";"1973.809";"3088.597";"2257.836";"   0.000";"   0.000";"2769.260";"1281.396";"1183.063";"1095.578";"1497.904";"0";"1251.682";"   0.000";"   0.000";"   0.000";"   0.000";"1637.866";" 693.053";"1822.919";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 827.835";"   0.000";" 797.489";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2317.853";"   0.000";"1315.968";"   0.000";"   0.000";"2263.882";"   0.000";"   0.000";"   0.000";"4561.211";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"4042.350";"3670.882";"1392.195";"1236.762";"   0.000";"2276.263";" 994.730";"1510.635";"   0.000";"8548.282";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2095.596";"1019.674";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1311.884";" 985.224";"   0.000";"   0.000";"1242.719";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1280.982";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 631.847";" 851.377";"   0.000";"   0.000";"   0.000"
"11am";"3864.715";"   0.000";"   0.000";"1530.161";"5478.813";"1262.287";"   0.000";"3411.312";"2605.153";"   0.000";"1336.126";"1655.803";"2144.599";"3987.100";"3365.806";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1523.650";"1466.792";"1906.911";"2722.509";"1289.753";"   0.000";"   0.000";"   0.000";"   0.000";"1535.447";"   0.000";"1955.725";"2916.017";"2096.980";"   0.000";"   0.000";"2724.262";"1315.562";"   0.000";"   0.000";"1322.770";"0";"1252.881";"   0.000";"   0.000";"   0.000";"   0.000";"1623.191";" 735.877";"1939.452";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1025.295";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2400.932";"   0.000";"1253.100";"   0.000";"   0.000";"2084.622";"   0.000";"   0.000";"   0.000";"4290.304";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"3547.889";"3659.334";"1276.077";"1146.818";"   0.000";"2240.730";"   0.000";"1531.677";" 601.161";"8148.126";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2041.772";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1215.865";"1175.005";"   0.000";"   0.000";"1169.860";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1267.596";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 615.474";"1194.762";"   0.000";"   0.000";"   0.000"
