"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.0345079559206416,-0.103589431743159,-0.0580559324518676,-0.0237824639353564,-0.138776904687532
"5am",-0.0360867739205044,-0.0897805504567484,-0.0570938013304173,-0.0612147748230523,-0.0932996723555827
"6am",-0.148001252711755,-0.102227465593006,-0.00404601963878694,-0.167677493434746,0.0419679876485411
"7am",-0.156006261003951,-0.129375553976606,0.0727159030493615,-0.246255373476336,0.224087913800771
"8am",-0.154880597763237,-0.125212708382826,0.122330850972119,-0.253463932923434,0.305301865253889
"9am",-0.149260243449164,-0.128422035024504,0.094682355869684,-0.244621290682391,0.331734527547404
"10am",-0.13385216781668,-0.125298394684444,0.132126382894401,-0.241488805177544,0.31741216960373
"11am",-0.121369753384425,-0.10809199939291,0.0985512319496783,-0.226572036851589,0.341207677189589
"12am",-0.141941869586404,-0.133368643475895,0.111353715007666,-0.24075729650224,0.311987720254248
"1pm",-0.158290955691614,-0.145770968698809,0.106114920697828,-0.258710692675662,0.368505068748173
"2pm",-0.146881808947596,-0.139286532664555,0.0108976881586589,-0.234416499004001,0.380228894900953
"3pm",-0.140047259029618,-0.153193628524366,0.0488736203934793,-0.214623895790918,0.302881636159069
"4pm",-0.149815396508796,-0.188520295764287,0.024792387180318,-0.246493412600745,0.170228045714094
"5pm",-0.0994181604772367,-0.153168676442647,-0.0117578693033959,-0.199735108277994,-0.0667596501375416
"6pm",-0.0755481225729716,-0.0655828234183279,-0.0459666646700566,-0.185354911400804,-0.0746819742273682
"7pm",-0.0825660006866604,-0.0695946155420561,-0.0900424653482045,-0.184016977770037,-0.0694735280200218
"8pm",-0.00878367214387796,-0.0466416409668817,-0.0598624257354127,-0.124970287208028,-0.0612411516303166
"9pm",0.0566608047061089,-0.10699440842413,-0.0884942297334209,-0.0626339900545245,-0.125779508649123
"10pm",0.0372749428031155,-0.135580770158474,-0.0683812684132611,-0.041552887920366,-0.1228691961636
"11pm",0.0342991218548758,-0.162073170038973,-0.0734882649139303,-0.0352721636044213,-0.141522257613004
"12pm",0.0416959626896315,-0.149111838995086,-0.0728154316065461,-0.0266030386034093,-0.146828115629053
"1am",0.0426935608113317,-0.14042368602128,-0.0731680344473041,-0.0238678347335005,-0.145391811664295
"2am",0.0388348035080504,-0.131115981736287,-0.0734867233043335,-0.0239601301775418,-0.145457529129605
"3am",0.040187968659373,-0.132909198835102,-0.0821392839038259,-0.0221616428246839,-0.138578535205389
