"hour","mode1","mode2","mode3"
"4am",0.254847449702702,0.253861099220957,0.106561964303026
"5am",0.257831131371998,0.248524101130914,0.101561876135732
"6am",0.314981529345519,0.243353527334371,0.0806911032724928
"7am",0.301713469373928,0.219743669608383,0.0526691794266974
"8am",0.155485721775749,0.171782306089479,0.0310358458323303
"9am",0.119281322775697,0.110070622566967,-0.0437590433410032
"10am",0.116477189280244,0.0840408662037765,-0.0614448669195736
"11am",0.140037273591751,0.0882882535053843,-0.0912275381022948
"12am",0.154504760897967,0.084620203324597,-0.105315031640821
"1pm",0.201365263428694,0.11820581295427,-0.0703043566933978
"2pm",0.309653863692542,0.160492341647287,-0.0649145671611534
"3pm",0.312757683892303,0.256126983559474,0.0260842158599232
"4pm",0.316477072084962,0.29027317605497,0.0715418169206008
"5pm",0.279631067367325,0.285849158864091,0.109815573408146
"6pm",0.26782536313922,0.279422320937907,0.0976022749569415
"7pm",0.221723188789743,0.279796398096341,0.0976259930521568
"8pm",0.213635255055308,0.277983999900137,0.1100279751723
"9pm",0.258380757707805,0.316364678935321,0.124375783145296
"10pm",0.252253028674837,0.299424560609224,0.117380236615153
"11pm",0.246398273027199,0.290764846500774,0.113087633440681
"12pm",0.242857112544567,0.287477029763506,0.111962323294279
"1am",0.239039120425036,0.285776120139932,0.11142148307035
"2am",0.239001657423463,0.286641317678196,0.112413619138995
"3am",0.238745891116576,0.284585982712095,0.112607953870331
