"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945";"6214.945"
"4am";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0"
"7am";"652.517";"  0.000";"  0.000";"  0.000";"  0.000";"976.037";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";"1318.810";"   0.000";"   0.000";"   0.000";"   0.000";"2035.226";"   0.000";"   0.000";"   0.000";" 820.864";"   0.000";"   0.000";" 602.794";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"1694.651";"   0.000";" 489.977";" 619.440";" 518.113";"2398.542";"   0.000";"   0.000";"   0.000";" 585.117";"   0.000";"   0.000";" 557.613";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";"1706.430";"   0.000";"   0.000";" 611.441";" 528.772";"2336.223";"   0.000";" 491.654";"   0.000";" 763.588";"   0.000";"   0.000";" 731.882";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"1703.564";"   0.000";" 502.784";"   0.000";"   0.000";"2402.650";"   0.000";" 484.899";"   0.000";" 660.283";"   0.000";"   0.000";" 528.581";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";"1391.582";"   0.000";"   0.000";"   0.000";"   0.000";"1799.939";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"1293.982";"   0.000";"   0.000";"   0.000";"   0.000";"2068.797";"   0.000";"   0.000";"   0.000";" 612.359";"   0.000";"   0.000";" 679.077";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"2pm";"1526.873";"   0.000";" 555.377";"   0.000";"   0.000";"2438.909";"   0.000";"   0.000";"   0.000";" 715.786";"   0.000";"   0.000";" 794.381";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"3pm";"1631.231";"   0.000";" 575.678";"   0.000";"   0.000";"2506.473";"   0.000";" 339.187";"   0.000";" 583.660";"   0.000";"   0.000";" 707.883";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"4pm";"1438.241";"   0.000";"   0.000";"   0.000";"   0.000";"2138.958";"   0.000";" 371.891";"   0.000";" 734.032";"   0.000";"   0.000";" 719.730";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"5pm";"1217.097";"   0.000";"   0.000";"   0.000";"   0.000";"1518.500";"   0.000";" 289.994";"   0.000";" 527.515";"   0.000";"   0.000";" 798.592";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"6pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"801.187";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"453.347";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"954.524";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000"
"9pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"910.463";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000"
"10pm";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"11pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"12pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";"0";" 0"
"1am";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";"0";"0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";"0";"0";"0";" 0";"0";"0";" 0"
"3am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";"0";"0";"0";" 0";"0";"0";" 0"
