"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";"0.0000000";"0.0000000";"2.6242928";"0.3520358";"1.5039491";"0.7405084";"1.2469620";"0.0000000";"2.4972242";"1.1789038";"0.8393904";"2.7822224";"2.3952033";"0.0000000";"0.6647569";"0.0000000";"1.2211540";"7.7255354";"2.8801642";"0.0000000";"1.0528225";"0.0000000";"0.0000000";"0.4422678";"0.0000000";"0.0000000";"0.4858618";"1.3646975";"2.8552866";"0.0000000";"2.6272214";"2.1288367";"0.0000000";"0.0000000";"0.7139432";"0.6114289";"0.0000000";"3.6323093";"0.0000000";"1.5819064";"0.0000000"
"5am";" 0.7444319";" 1.0266062";" 3.8007578";" 0.3689602";" 3.5264820";" 1.0922022";" 1.2892001";" 0.0000000";" 9.5588694";" 3.0362091";" 2.7514284";"10.3474405";" 8.0255430";" 0.6527799";" 1.9319339";" 1.0554854";" 2.6992925";"18.9299494";" 2.9354070";" 0.0000000";" 2.0499050";" 0.0000000";" 2.1673175";" 0.7478590";" 0.0000000";" 0.4809459";" 1.2178369";" 1.4243101";"10.7218165";" 0.0000000";" 5.8517084";" 4.2104304";" 0.0000000";" 0.0000000";" 0.7740777";" 2.7597605";" 1.3826523";" 5.9274607";" 1.0765634";" 2.5307554";" 0.6133909"
"6am";" 3.667977";" 3.227117";" 7.085935";" 3.127465";" 5.628444";" 1.175827";" 1.330170";" 4.814381";"13.491132";" 4.205177";" 4.302133";"12.376625";"10.921038";" 1.413214";" 1.348154";" 2.189711";" 3.177049";"20.932094";" 4.868969";" 1.984573";" 3.530680";" 0.000000";" 7.149112";" 1.428525";" 0.000000";" 1.283265";" 1.381950";" 0.000000";"11.666336";" 5.818884";"12.952885";" 6.834782";" 2.496560";" 2.293529";" 2.955532";" 2.965505";" 3.132202";" 7.866548";" 1.820179";" 3.232417";" 3.342558"
"7am";"19.786979";"16.822612";"15.056548";" 9.143793";"19.749490";" 5.931044";"17.223534";"11.404167";"22.964544";"15.154262";"11.831079";"24.486302";"24.164804";" 3.123919";"13.839566";" 4.650142";"12.850425";"27.725451";" 9.482434";" 6.117590";"13.691151";" 3.446178";"20.766731";" 4.196494";" 5.094260";" 2.584378";" 5.929833";" 4.306003";"20.923517";" 8.570885";"27.133975";"15.108575";" 7.221830";" 6.770483";" 5.674369";"11.555542";" 8.393166";"23.000238";" 6.602926";"11.601417";"14.389057"
"8am";"37.484030";"26.332754";"27.287451";"11.437955";"27.667112";"15.914175";"20.989854";"13.042338";"38.402115";"24.479331";"21.040211";"32.455039";"33.506493";" 7.288729";"19.292547";"18.110091";"21.354977";"36.558926";"16.525483";"13.377778";"21.724411";" 3.976837";"31.426448";" 7.213287";" 7.405800";" 7.069490";" 2.774479";" 7.343690";"31.812178";" 9.686827";"33.860565";"18.466026";"11.011136";" 8.655024";"10.111908";"22.405125";"11.492817";"34.939670";" 9.266727";"16.634398";"24.388421"
"9am";"37.270461";"30.474589";"28.816264";"14.168113";"27.772833";"14.991792";"24.862247";"12.984285";"40.024826";"25.188749";"19.606080";"34.694479";"33.478545";" 9.196984";"20.586977";"17.087761";"23.384157";"42.463545";"17.599681";"15.714879";"19.804893";" 4.090795";"37.771095";" 7.120244";" 9.591518";" 7.136778";" 3.051202";" 8.910807";"33.186630";" 9.772263";"34.961712";"21.260480";"11.967876";"11.115095";"12.021375";"24.103348";" 9.472133";"36.865303";" 9.966048";"17.859310";"23.208463"
"10am";"38.383987";"29.717272";"28.101149";"15.207331";"28.780681";"15.021612";"21.911129";"12.175365";"40.708147";"27.676785";"19.043677";"35.383944";"31.400883";" 9.851395";"20.809458";"20.493871";"24.645039";"41.805367";"20.764690";"15.013384";"18.444572";" 4.292194";"35.862357";" 5.817246";" 9.746408";" 7.768738";" 3.117516";"10.372724";"34.718276";" 9.387460";"35.858643";"20.453022";"12.425353";"10.492216";"12.886705";"24.609125";" 9.963015";"35.411312";"10.771852";"17.562163";"22.782150"
"11am";"40.468755";"29.986920";"21.805852";"15.788687";"27.889824";"17.175218";"18.364473";"12.117284";"37.336836";"26.061405";"22.315323";"33.554917";"33.120683";" 8.125010";"18.605001";"16.483529";"20.128759";"39.108127";"16.929647";"13.634738";"20.285857";" 3.894813";"31.081162";" 5.297205";" 9.751621";" 8.269119";" 5.227836";" 8.862608";"32.466657";" 8.024592";"33.778456";"21.912069";" 8.656135";"10.216269";"10.509591";"19.537157";"11.722788";"34.736579";" 8.899821";"16.666620";"22.130901"
