"hour","sex1","sex2"
"4am",0.100408435639872,0.100408435639872
"5am",0.0984282414866541,0.0984282414866541
"6am",0.0995097340434617,0.0995097340434618
"7am",0.200962268327421,0.200962268327421
"8am",0.175954413366718,0.175954413366718
"9am",0.161633073485336,0.161633073485336
"10am",0.150818304784104,0.150818304784104
"11am",0.155676525990611,0.155676525990611
"12am",0.15651380070082,0.15651380070082
"1pm",0.134803564630629,0.134803564630629
"2pm",0.155906290898071,0.155906290898071
"3pm",0.0838978638165136,0.0838978638165134
"4pm",0.0851388588656552,0.0851388588656553
"5pm",0.0954993461716965,0.0954993461716966
"6pm",0.0695936615951462,0.0695936615951463
"7pm",0.0639712602155616,0.0639712602155615
"8pm",0.0848731301408438,0.0848731301408438
"9pm",0.124356490504446,0.124356490504446
"10pm",0.129577012158975,0.129577012158975
"11pm",0.115080943142566,0.115080943142566
"12pm",0.119763678703563,0.119763678703563
"1am",0.110307830443761,0.110307830443761
"2am",0.105202521357038,0.105202521357038
"3am",0.115440027864477,0.115440027864477
