"hour","act1","act2","act3","act4","act5"
"4am",0.122056800639977,-0.105582147503191,0.00975784230997458,0.214133306472586,0.238945995772919
"5am",0.0768817974571624,-0.0998172476585826,0.01060615453485,0.253364308680409,0.330664795229121
"6am",0.0183342954366067,-0.0568966560391012,0.0131733654345561,0.168596979715823,0.363425424689014
"7am",0.257549744072194,0.108302543961678,0.369739665493573,0.234302201001255,0.403711477993853
"8am",0.391981706261719,0.239999988200944,0.3061676306135,0.185487052232557,0.260661256018882
"9am",0.429612157708928,0.248480091734395,0.306843759043947,0.219589016339434,0.429060279160244
"10am",0.460191700942672,0.241299615551014,0.307113454853113,0.203402880040357,0.443676501952674
"11am",0.446698947398216,0.243176017606866,0.30083680855281,0.171108046673342,0.522533119490552
"12am",0.454147781934142,0.231220224783162,0.316624708446193,0.154870974681771,0.553198011359071
"1pm",0.497009169445209,0.243521933616107,0.310421935674125,0.132840494690455,0.56834809063223
"2pm",0.506362412176849,0.259793016493107,0.31767879581288,0.0606192394927535,0.511566921852962
"3pm",0.485225935711856,0.283222688485998,0.265524441860204,0.149509287884453,0.485193964228922
"4pm",0.468520082232685,0.314154567429161,0.247205094331573,0.205983947316212,0.446059763285584
"5pm",0.459933695997021,0.269428313779094,0.22593776989403,0.224188473222417,0.376521120943532
"6pm",0.42380890803815,0.245547624383558,0.147666710296544,0.15332163360926,0.34468212502112
"7pm",0.414934297232827,0.265934748914736,0.133339136613287,0.208328030184834,0.291256759684868
"8pm",0.393004915242393,0.295620289018716,0.131379331394147,0.142024264643857,0.280181092922035
"9pm",0.349154683456167,0.189933687106243,0.0837359564188642,0.113766796656159,0.262153734356667
"10pm",0.300730747976796,0.129632105575606,0.197969965099591,-0.0500458343176657,0.348830608801373
"11pm",0.155079511093189,0.0445726111207165,0.268009527767487,-0.0532955844653355,0.289320962949193
"12pm",0.0867972984120364,0.0254390224659219,0.185251417104901,-0.050897812478036,0.226581910150781
"1am",0.0830334591122414,0.0137513313380874,0.186329588214418,-0.0509545420022789,0.192004617717097
"2am",0.0814209725628071,-0.00517060853746705,0.187196059684435,-0.0504181425781497,0.328325412119485
"3am",0.0905412410275576,-0.0127775382317126,0.188236445013808,-0.0499957391468585,0.361994342918332
