"hour","mode1","mode2","mode3"
"4am",0.490633689074735,0.437983465390584,0.365625079310263
"5am",0.502626664511374,0.441095960744854,0.364614100726282
"6am",0.483220576342822,0.422583759035461,0.342907126237053
"7am",0.418233401099988,0.382220660797912,0.270972229829472
"8am",0.347556609437189,0.342430155180969,0.196869840339977
"9am",0.336300161188607,0.296251962940567,0.155748455671968
"10am",0.352838413710161,0.29358765135352,0.162274819112286
"11am",0.33573050009882,0.320859935522463,0.197123712341206
"12am",0.309107766263545,0.325644609386604,0.219867523858874
"1pm",0.324196380096316,0.286876193470179,0.199454852932426
"2pm",0.320855469122071,0.309300612599205,0.219416429441397
"3pm",0.37810033890033,0.328179630423669,0.264115837971237
"4pm",0.42706109995364,0.401259074208315,0.311480740549043
"5pm",0.481547477630986,0.439718858923438,0.343574295902931
"6pm",0.482041689141684,0.451559021103133,0.362045506755533
"7pm",0.519405007469951,0.443835511950751,0.35735917473083
"8pm",0.515606540434944,0.439046304535834,0.354992340513495
"9pm",0.509265801709233,0.446109775467468,0.355889953762504
"10pm",0.514824422168518,0.443963630554005,0.355519239963339
"11pm",0.512773920512054,0.437127536043378,0.355714178129917
"12pm",0.514921342658832,0.438183644649057,0.3542350921108
"1am",0.518625808482764,0.437548599376391,0.353355346904067
"2am",0.519151221224837,0.437205818203418,0.353675379071885
"3am",0.519488246659778,0.438211785923136,0.355214988418846
