"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.3421664307127,0.126850026773603,0.0864891888390296,0.201743552769379,0.0939777739728994
"5am",0.324054927909334,0.125652887835217,0.0903558657175634,0.190025132521678,0.0980321794963726
"6am",0.171136157631361,0.112670825651788,0.0667811974213878,0.105487520890307,0.106003010840495
"7am",-0.0711321237539836,0.171052717806434,0.00251437884297764,-0.0765449168906745,0.200107238805561
"8am",0.0461233961233744,0.179146299206402,-0.0212289086433544,0.034674832999484,0.238453677468681
"9am",0.0802023708768213,0.16557869286007,0.00037562776563409,0.0450442936290319,0.227181571178926
"10am",0.080698692328038,0.168885054014919,-0.0503590003022835,0.053943797893384,0.188726191515219
"11am",0.0749782025720303,0.175093708414282,-0.0564111996902765,0.0826431894731244,0.286405930021618
"12am",0.100649651119462,0.190444237461428,-0.0539147017969372,0.104082191378499,0.249098895709184
"1pm",0.0901374883336294,0.172389671619612,-0.0278434317238517,0.0752743839815865,0.188532885668752
"2pm",0.102828364530975,0.19285039688913,0.0125571472478972,0.0510297146271696,0.21480304604068
"3pm",0.0522812636669752,0.189286327420068,0.00517933040999492,0.0328744380356628,0.273115136848062
"4pm",-0.0101271914331389,0.203091259911846,-0.00251308212669781,-0.0655059536248355,0.186055169200321
"5pm",0.169664756236316,0.274013507713932,0.0352667990939391,-0.000657937822798881,0.134243421027626
"6pm",0.213199985508838,0.291289717425295,0.0410594214801296,0.0393072287515075,0.116604307471193
"7pm",0.219666992765194,0.25118707580513,0.0462757675859227,0.0352349603241425,0.097019484107536
"8pm",0.280227609562326,0.2918146208472,0.0600957359590853,0.0838749124689604,0.135399544040818
"9pm",0.292524549728474,0.280102378919483,0.0768582208655876,0.116841596855979,0.0990682977174172
"10pm",0.310085364709506,0.2282718518667,0.0739452800168893,0.129777070360587,0.0727301756489559
"11pm",0.320466252387817,0.241106149843376,0.0802905092038875,0.158032351382432,0.0782564864063536
"12pm",0.333763046878517,0.248038312008789,0.0824513225053826,0.17431477215948,0.094719203338115
"1am",0.333541364438064,0.24307634881172,0.0835137850255991,0.177684397314091,0.0882645916542956
"2am",0.339197787336909,0.248206372761739,0.0849765416685107,0.181999924656014,0.0897575983912247
"3am",0.340783160695567,0.244557689246737,0.0856784431183501,0.183814062167438,0.09019311761669
