"hour","rev5","rev1","rev2","rev3","rev4"
"4am",-0.117473513973043,0.252838391816519,0.25845511056649,0.123667879169165,0.0426228581388225
"5am",-0.125449331078639,0.245415203842632,0.233931374829612,0.110348004046186,0.0476989776771693
"6am",-0.134776827225312,0.224560115720447,0.178346210862561,0.0692467275114786,0.0240379129976272
"7am",-0.169288130734265,0.100552309979697,0.148616844935516,0.0560798099588881,0.0369083807435575
"8am",-0.122277612273998,0.0846557695089055,0.110812676500619,0.0807995493864184,0.120614135390433
"9am",-0.195638315795876,0.0753266338849543,0.126604288614767,0.116319137576645,0.140958430480834
"10am",-0.191728890581601,0.0775543120410228,0.124346673804364,0.138500707335271,0.137472610527471
"11am",-0.146552499832038,0.0726466639753059,0.102513882143222,0.1244944414168,0.155645123646641
"12am",-0.144092402469991,0.0671723287700285,0.158021198988017,0.152628584863481,0.128125624280275
"1pm",-0.139430370870015,0.0537508398423112,0.0715350797498261,0.165123092461054,0.133914394654806
"2pm",-0.179455989397699,0.0466795974057481,0.106850425991793,0.138976676177176,0.151244549480162
"3pm",-0.255885681309492,0.0610799739151718,0.129008747065246,0.113269596397027,0.162648270249395
"4pm",-0.256814126926348,0.10598891057175,0.204332081953499,0.112614966166719,0.151080908440562
"5pm",-0.200555629187748,0.182401599331692,0.245992271243669,0.125740013719779,0.0515565954343044
"6pm",-0.163553051834737,0.169609774174334,0.225068969492947,0.145952132008611,0.0661914223374628
"7pm",-0.145801301106385,0.177150648106745,0.258586161245865,0.156626466883526,0.10492668978476
"8pm",-0.1548210735938,0.200174791989093,0.256695731117176,0.154744092055418,0.0644379323054738
"9pm",-0.161437366502595,0.211338378081914,0.252357155057461,0.119098776390026,0.036974444623293
"10pm",-0.136914638358275,0.215979739352815,0.278670567445449,0.113245129641159,0.0345472521998292
"11pm",-0.104965922062188,0.228175558092087,0.267813013931426,0.114855435390603,0.0374977770534995
"12pm",-0.117740160139727,0.233469600569574,0.270100956060212,0.115672816746242,0.0364493139427831
"1am",-0.113678024535743,0.232870177706197,0.270316592218209,0.117607701926908,0.0334727050904282
"2am",-0.114500896413555,0.233753743365215,0.269032430109481,0.116422206089629,0.0333671350222509
"3am",-0.114248389672613,0.234346934277802,0.265889094424774,0.113985178156756,0.0314141378367203
