"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145";"37654.145"
"4am";"    0.000";"    0.000";"    0.000";"   57.228";"  106.324";"    0.000";"    0.000";"   95.527";"  415.782";"   28.614";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"  106.152";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   69.217";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"11261.839";"   69.291";"    0.000";"   53.925";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";" 3685.439";" 8087.604";"   49.215";"   23.062";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"  137.694";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"17504.784";"10771.701";" 9205.030";"    0.000";"    0.000";"    0.000";"  605.880";"  176.897";"    0.000";"    0.000";"  155.948";"    0.000";"   37.739";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   90.614";" 6201.148";"    0.000";"    0.000";"   92.244";" 3298.005";" 9806.429";"14717.556";"10384.683";" 4153.046";"11644.363";"  100.048";" 6254.104";"  153.110";"    0.000";"    0.000";"    0.000";"    0.000";"   72.437";"    0.000";" 9289.196";"  129.825";"    0.000";"    0.000";"   51.275";"    0.000";"    0.000";"    0.000";"    0.000";"   73.562";"    0.000";"11003.199";" 9077.727";" 9422.425";" 4818.039";" 9617.048";"  211.989";"   92.069";"    0.000";"10733.076";"12345.843"
"5am";"    0.000";"    0.000";"    0.000";"   57.228";"  106.324";"   70.769";"    0.000";"   95.527";"  415.782";"   28.614";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   69.217";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   69.217";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"11261.839";"   69.291";"    0.000";"   53.925";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";" 3685.439";" 7872.637";"   49.215";"   23.062";"   53.925";"    0.000";"    0.000";"    0.000";"    0.000";"  137.694";"    0.000";"    0.000";"    0.000";"  141.894";"    0.000";"17954.952";"10556.708";" 9017.372";"    0.000";"    0.000";"    0.000";"  646.557";"  176.897";"   36.148";"    0.000";"  196.625";"    0.000";"  106.993";"   85.929";"    0.000";"    0.000";"    0.000";"    0.000";"   90.614";" 6143.370";"    0.000";"    0.000";"   92.244";" 3250.444";" 9956.554";"14702.657";"10261.040";" 4067.117";"11543.146";"  100.048";" 6095.925";"  153.110";"    0.000";"    0.000";"    0.000";"    0.000";"  178.589";"    0.000";" 9097.284";"  129.825";"    0.000";"    0.000";"   51.275";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"11003.199";" 9151.289";" 9358.801";" 4761.741";" 9500.931";"  236.488";"   92.069";"   21.604";"10550.226";"12345.843"
"6am";"    0.000";"    0.000";"    0.000";"  147.309";"  106.324";"    0.000";"    0.000";"   95.527";"  556.637";"   28.614";"    0.000";"    0.000";"    0.000";"   88.034";"   72.875";"   69.217";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"   49.215";"    0.000";"   85.929";"   30.917";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"  129.252";"    0.000";"    0.000";"   96.068";"   69.217";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"  116.568";"    0.000";"    0.000";"    0.000";"10574.731";"  165.359";"    0.000";"   53.925";"    0.000";"   71.669";"    0.000";"    0.000";"    0.000";"    0.000";"   38.206";"    0.000";"   61.299";"    0.000";"    0.000";"    0.000";" 3504.717";" 7208.478";"   49.215";"   72.277";"   76.987";"    0.000";"    0.000";"    0.000";"    0.000";"  250.123";"    0.000";"    0.000";"   37.739";" 1136.342";"    0.000";"16643.916";"10054.082";" 8297.569";"    0.000";"   49.215";"   49.234";"  283.703";"  176.897";"   36.148";"    0.000";"  331.710";"    0.000";"  184.171";"  299.778";"  140.160";"    0.000";"   36.148";"    0.000";"  180.638";" 5773.264";"  224.594";"    0.000";"  184.488";" 2894.723";" 9298.886";"14169.977";" 9283.208";" 3376.104";"11215.405";"  170.995";" 5630.166";"  153.110";"    0.000";"    0.000";"    0.000";"    0.000";"  106.152";"    0.000";" 8698.804";"  294.078";"  205.902";"    0.000";"  176.443";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";" 9849.191";" 9100.014";" 8845.908";" 4654.890";" 9223.234";"  329.420";"  297.911";"   21.604";" 9532.354";"11661.255"
"7am";"   97.007";"   69.123";"    0.000";"  263.288";"  482.872";"  180.605";"    0.000";"   95.527";"  293.640";"  139.695";"  233.762";"  119.276";"    0.000";"  133.753";"   72.875";"  327.937";"   30.917";"    0.000";"    0.000";"   92.244";"    0.000";"  153.543";"  110.149";"    0.000";"   85.929";"   80.132";"    0.000";"   23.208";"    0.000";"   49.642";"  109.403";"    0.000";"  829.649";"   30.917";"  127.941";"  166.154";"   69.217";"  192.029";"  134.746";"   77.178";"   23.162";"   23.208";"    0.000";"  218.398";"    0.000";"    0.000";"    0.000";" 9203.432";"  569.152";"  124.294";"  200.625";"   59.426";"   71.669";"   59.426";"    0.000";"    0.000";"    0.000";"  488.374";"    0.000";"  182.559";"   46.348";"   71.669";"   69.624";" 2804.281";" 6025.827";"  106.993";"  246.063";"  409.962";"   72.377";"  176.055";"   74.355";"    0.000";"  972.188";"   97.855";"    0.000";"  135.881";" 1785.780";"    0.000";"13264.002";" 9702.948";" 6991.036";"  467.684";"  103.140";"  920.187";"  786.292";"  303.552";"  254.540";"    0.000";" 1097.289";"  141.866";"  417.166";"  568.217";" 1340.517";"  238.911";"  315.670";"  203.610";"  261.859";" 4633.783";"  241.240";"  110.371";"  280.910";" 2582.138";" 8884.024";"13667.053";" 8376.847";" 2909.781";" 8956.666";"   36.148";" 4571.237";"  260.340";"    0.000";"    0.000";"    0.000";"   92.244";"  198.396";"   60.934";" 7198.030";"  674.266";" 1722.542";"   64.382";"  176.443";"   70.947";"  245.869";"  144.874";"   86.450";"  324.843";"   72.437";" 9108.323";" 7450.781";" 7297.262";" 4471.466";" 7697.035";" 1007.240";"  637.544";"   85.895";" 8526.064";"11045.021"
"8am";"  434.864";"   69.123";"    0.000";"  521.813";"  252.607";"  229.603";"   70.769";"  122.670";"  823.020";"  248.270";"  233.762";"  252.117";"   59.356";"  318.660";"   96.083";"  545.023";"   30.917";"    0.000";"    0.000";"   92.244";"  144.975";"  187.016";"  267.516";"   70.769";"   85.929";"   80.132";"    0.000";"  119.276";"    0.000";"   72.850";"  109.403";"    0.000";" 1062.723";"   30.917";"  174.902";"  250.661";"   69.217";"  282.477";"  134.746";"  173.246";"   23.162";"  134.142";"    0.000";"  313.925";"   30.917";"   23.162";"    0.000";" 7878.198";"  592.314";"  352.867";"  482.039";"  105.145";"  117.388";"    0.000";"    0.000";"    0.000";"    0.000";"  564.354";"    0.000";"  255.029";"   46.348";"    0.000";"   69.624";" 2357.540";" 5433.284";"  106.993";"  193.555";"  930.703";"  218.546";"  231.526";"  171.362";"    0.000";" 1140.498";"  289.474";"    0.000";"  204.294";" 2149.458";"    0.000";"10788.024";" 9204.508";" 5630.352";"  562.618";"  173.226";" 1295.753";" 1205.914";"  777.011";"  686.926";"    0.000";"  964.873";"  511.525";"  667.528";"  592.074";" 2807.037";"  210.948";"  474.876";"  697.593";"  398.915";" 3805.872";"  268.467";"   36.148";"  373.154";" 2535.043";" 8683.473";"13511.565";" 7432.121";" 2817.780";" 8226.199";"   97.082";" 4024.344";"  627.839";"    0.000";"    0.000";"    0.000";"  634.656";" 1242.380";"  135.157";" 6651.115";" 1070.171";" 2585.877";"   64.382";"  385.766";"   70.947";"  502.479";"  247.424";"  192.602";"  547.750";"   72.437";" 8212.789";" 6354.562";" 6644.428";" 5014.104";" 6479.920";" 1791.401";" 1235.572";"   85.895";" 8083.837";"10642.087"
"9am";"  677.619";"  176.973";"    0.000";"  525.884";"  663.909";"  346.171";"   70.769";"  168.389";"  763.807";"  248.270";"  295.061";"  283.992";"   59.356";"  525.128";"   96.083";"  824.273";"   30.917";"    0.000";"  184.488";"   92.244";"  144.975";"  187.016";"  267.516";"  202.154";"   85.929";"   80.132";"    0.000";"  119.276";"    0.000";"  103.767";"  127.135";"   70.515";" 1188.344";"   64.390";"  218.061";"  250.661";"   69.217";"  389.888";"  226.990";"  209.105";"   23.162";"  205.811";"    0.000";"  313.925";"   30.917";"   23.162";"   57.228";" 7465.265";"  687.191";"  424.536";"  905.878";"   59.426";"  117.388";"    0.000";"    0.000";"    0.000";"    0.000";"  833.789";"    0.000";"  377.806";"  203.715";"    0.000";"  172.964";" 2163.648";" 5341.713";"  106.993";"  453.793";" 1178.067";"  292.914";"  231.526";"  296.145";"    0.000";" 1254.750";"  289.474";"   74.223";"   98.142";" 2296.287";"   61.299";"10115.844";" 8890.164";" 5487.084";"  562.618";"  173.226";" 1700.331";" 1358.829";"  897.084";"  818.552";"   95.527";"  928.725";"  358.610";"  778.042";"  573.878";" 3529.305";"  210.948";"  397.698";"  908.525";"  564.417";" 3436.433";"  268.467";"   36.148";"  501.832";" 2357.178";" 8682.272";"14421.731";" 7444.382";" 2621.638";" 7957.027";"  171.305";" 4153.035";"  680.570";"    0.000";"    0.000";"    0.000";"  634.656";" 1168.818";"  208.719";" 6122.031";" 1338.837";" 2821.086";"   64.382";"  263.422";"   70.947";"  553.754";"  247.424";"  192.602";"  618.819";"   72.437";" 7739.417";" 6152.061";" 6182.453";" 4868.817";" 6232.333";" 2417.540";" 1556.701";"  130.257";" 7506.751";" 9558.153"
"10am";"  715.345";"  273.041";"   90.692";"  525.884";"  573.217";"  346.171";"   70.769";"  204.823";"  702.873";"  210.064";"  324.050";"  283.992";"   97.095";"  525.128";"  227.383";"  757.327";"   30.917";"    0.000";"  184.488";"   92.244";"  144.975";"  187.016";"  267.516";"  202.154";"   85.929";"   80.132";"    0.000";"  119.276";"    0.000";"  103.767";"  127.135";"    0.000";" 1400.648";"   64.390";"  218.061";"  250.661";"  100.134";"  389.888";"  189.251";"  294.398";"   23.162";"  275.703";"    0.000";"  313.925";"   30.917";"   23.162";"   57.228";" 7260.628";"  761.328";"  544.666";" 1229.144";"   59.426";"   45.719";"    0.000";"    0.000";"    0.000";"    0.000";" 1033.124";"    0.000";"  377.806";"  275.384";"    0.000";"  172.964";" 2011.771";" 5242.239";"  106.993";"  383.707";" 1178.067";"  292.914";"  231.526";"  345.360";"    0.000";" 1376.900";"  307.206";"   74.223";"  204.294";" 2332.146";"    0.000";" 9054.324";" 8836.928";" 5319.234";"  562.618";"  173.226";" 2135.763";" 1544.885";"  836.150";"  758.691";"   95.527";"  900.565";"  345.159";"  725.167";"  809.025";" 3681.041";"  210.948";"  553.631";"  904.242";"  488.939";" 3155.414";"  258.103";"  113.458";"  501.832";" 2192.870";" 8438.089";"14089.069";" 6831.186";" 2331.060";" 7426.990";"  209.511";" 3848.867";"  609.755";"    0.000";"    0.000";"    0.000";"  634.656";" 1381.122";"  135.157";" 6426.364";" 1467.177";" 3106.426";"  150.832";"  263.422";"   70.947";"  467.304";"  308.723";"  192.602";"  547.750";"   72.437";" 7719.611";" 6161.468";" 5829.325";" 4970.891";" 5751.551";" 2663.202";" 1894.328";"  132.019";" 7664.892";" 9224.443"
"11am";"  674.373";"  165.191";"   78.755";"  405.159";"  870.249";"  297.173";"   70.769";"  204.823";"  702.873";"  210.064";"  347.258";"  391.354";"   73.887";"  621.196";"  278.312";"  545.023";"   30.917";"    0.000";"    0.000";"   92.244";"   92.244";"  187.016";"  267.516";"  169.469";"   85.929";"  134.111";"    0.000";"  150.193";"    0.000";"  103.767";"  127.135";"    0.000";" 1294.496";"   64.390";"  189.447";"  250.661";"   69.217";"  330.357";"  189.251";"  294.398";"    0.000";"  275.703";"    0.000";"  313.925";"   30.917";"   23.162";"   57.228";" 7038.654";"  761.328";"  462.627";" 1193.580";"   59.426";"  117.388";"    0.000";"    0.000";"    0.000";"    0.000";" 1245.143";"   59.426";"  377.806";"  214.085";"    0.000";"  142.047";" 1963.573";" 5524.412";"   57.778";"  266.335";" 1187.181";"  276.324";"  195.378";"  303.037";"    0.000";" 1465.951";"  307.206";"   74.223";"  135.881";" 2332.146";"    0.000";" 9405.666";" 8237.397";" 6047.261";"  562.618";"  173.226";" 2298.883";" 1531.920";"  836.150";"  904.041";"    0.000";" 1207.366";"  366.400";"  764.606";"  899.986";" 3396.888";"  210.948";"  447.340";"  467.439";"  439.592";" 3314.093";"  210.689";"  169.669";"  409.588";" 2214.595";" 8946.259";"13406.960";" 6950.735";" 2075.030";" 7712.573";"  135.288";" 3901.029";"  640.066";"    0.000";"    0.000";"    0.000";"  634.656";" 1381.122";"  135.157";" 6659.634";" 1101.931";" 2748.932";"   64.382";"  385.766";"   70.947";"  483.494";"  247.424";"  265.039";"  509.098";"   72.437";" 7191.088";" 6410.017";" 6215.027";" 5083.705";" 6001.849";" 2217.002";" 1925.693";"   85.895";" 7840.092";" 9258.567"
