"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244"
"4am";"5286.505";"3491.428";"9133.191";"3070.427";"2362.728";"6055.966";"4023.371";"5562.292";"   0.000";"   0.000";" 334.777";"   0.000";"   0.000";"   0.000";"   0.000"
"5am";"5294.422";"3491.428";"9058.084";"3119.737";"2354.811";"6182.280";"3775.873";"5562.292";"   0.000";"   0.000";" 334.777";"   0.000";"  96.612";"   0.000";"   0.000"
"6am";"5290.694";"3497.091";"8945.006";"3151.654";"2333.063";"6043.940";"3669.020";"5388.921";"   0.000";"   0.000";" 345.332";"   0.000";"  96.612";"   0.000";"   0.000"
"7am";"5969.687";"3403.223";"8782.029";"3147.759";"1797.132";"5538.508";"3219.535";"4422.785";"  99.620";"  16.872";" 391.449";" 116.038";" 118.192";" 121.796";"  10.555"
"8am";"6294.123";"4261.650";"7956.764";"2531.626";"1780.482";"4463.301";"2883.219";"4005.004";" 478.939";"  25.360";" 185.404";" 219.696";" 275.629";" 224.872";"  80.733"
"9am";"6357.901";"3897.453";"8082.408";"2632.015";"1699.151";"4075.722";"2610.183";"4065.432";" 439.238";"  90.764";" 273.547";" 313.509";" 258.757";" 348.908";"  61.428"
"10am";"6196.324";"3877.916";"7471.777";"2488.656";"1564.998";"4310.236";"2934.089";"4329.364";" 448.470";"  99.252";" 113.657";" 367.778";" 272.852";" 701.622";"  37.597"
"11am";"6279.830";"3456.533";"7339.142";"2887.716";"1657.699";"4535.471";"2934.399";"4134.127";" 477.015";"  77.222";" 118.919";" 332.274";" 258.757";" 267.701";"  80.733"
"12am";"6366.574";"3353.978";"7190.535";"2888.627";"1708.572";"4810.260";"2902.443";"4989.239";" 379.319";"  11.193";" 402.440";" 162.537";" 220.336";" 112.338";"   0.000"
"1pm";"6469.977";"3706.704";"7391.397";"2520.639";"1403.703";"4484.706";"2756.986";"4482.400";" 553.637";"  68.724";" 441.716";" 242.850";" 194.568";" 266.865";"  32.367"
"2pm";"6490.572";"3933.003";"7032.774";"2155.497";"1345.716";"4371.550";"2867.423";"3698.112";" 677.956";" 129.074";" 120.729";" 702.201";" 238.482";" 672.695";"  71.611"
"3pm";"6307.315";"3902.208";"6654.587";"2268.010";"1414.844";"4418.114";"2850.561";"3480.939";" 551.337";" 126.030";" 142.348";" 729.822";" 336.787";" 546.475";" 104.490"
"4pm";"6244.661";"4420.451";"6463.230";"2095.595";"1669.149";"4729.245";"2508.579";"3857.983";" 472.263";" 170.343";" 190.965";" 635.540";" 387.553";" 739.709";"  10.555"
"5pm";"5728.604";"4042.509";"7308.598";"2570.611";"2055.200";"4655.384";"3212.235";"4608.030";"  35.484";" 102.569";" 102.335";" 507.284";" 272.827";" 441.732";"   0.000"
"6pm";"4999.980";"3580.125";"8163.285";"3526.201";"2015.482";"5950.579";"3508.198";"4987.983";"  39.701";" 395.127";"  56.116";"  63.260";" 171.916";" 420.961";"   0.000"
"7pm";"5206.358";"3524.179";"8908.861";"2792.688";"2176.392";"6297.515";"3703.075";"5394.318";"  44.716";" 334.777";"   0.000";"  25.242";"  99.160";" 296.828";"  21.929"
"8pm";"4945.923";"3670.038";"9469.244";"2771.078";"2269.746";"6103.098";"3765.560";"5221.890";"   0.000";" 415.687";"   8.488";"  36.889";" 115.459";" 296.828";"   0.000"
"9pm";"5161.726";"3837.008";"9327.844";"2807.555";"2271.120";"6238.518";"3442.484";"5263.175";"   0.000";" 415.687";"   8.488";"  36.889";"  83.036";" 236.450";"   0.000"
"10pm";"5273.662";"3806.673";"9180.238";"2922.661";"2382.137";"6126.196";"3600.072";"5421.614";"   0.000";" 415.687";"   0.000";"   0.000";"  70.125";"   0.000";"   0.000"
"11pm";"5232.634";"3712.623";"9266.101";"3002.249";"2421.499";"6133.596";"3822.345";"5524.380";"   0.000";" 415.687";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"12pm";"5188.776";"3712.623";"9210.517";"2975.492";"2421.499";"6163.532";"3836.267";"5550.424";"   0.000";" 415.687";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1am";"5377.641";"3561.737";"8997.080";"3011.416";"2421.499";"6188.104";"3987.153";"5550.424";"   0.000";" 415.687";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"2am";"5392.562";"3561.737";"8997.080";"3011.416";"2421.499";"6188.104";"4001.174";"5577.697";"   0.000";" 415.687";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"3am";"5392.562";"3561.737";"9331.857";"3011.416";"2421.499";"6188.104";"4001.174";"5537.426";"   0.000";"  80.910";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
