"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155";"3597.155"
"4am";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0"
"7am";" 919.826";"   0.000";"   0.000";"   0.000";"   0.000";"1191.128";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"2000.043";"   0.000";"   0.000";"   0.000";" 595.643";"2704.657";"   0.000";" 521.566";"   0.000";" 542.245";"   0.000";"   0.000";" 713.096";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 635.886"
"9am";"2187.524";"   0.000";"   0.000";" 768.756";" 565.553";"3187.716";" 426.183";" 734.024";"   0.000";" 567.527";"   0.000";"   0.000";" 679.869";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 563.826"
"10am";"2200.122";"   0.000";"   0.000";" 574.167";" 535.993";"3249.000";" 459.154";" 758.043";"   0.000";" 555.844";"   0.000";"   0.000";" 811.638";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 701.247"
"11am";"2204.003";"   0.000";"   0.000";" 696.486";" 498.383";"3067.390";"   0.000";" 788.211";"   0.000";" 539.447";"   0.000";"   0.000";" 714.770";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 730.053"
"12am";"1689.881";"   0.000";"   0.000";"   0.000";"   0.000";"2327.430";"   0.000";"   0.000";"   0.000";" 511.500";"   0.000";"   0.000";" 581.416";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"1856.777";"   0.000";"   0.000";"   0.000";"   0.000";"3168.265";"   0.000";" 448.007";"   0.000";"   0.000";"   0.000";"   0.000";"1013.955";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 814.936"
"2pm";"2056.978";"   0.000";"   0.000";" 517.988";"   0.000";"3484.363";"   0.000";" 570.224";"   0.000";"   0.000";"   0.000";"   0.000";"1013.955";"   0.000";"   0.000";" 472.953";"   0.000";"   0.000";" 836.547"
"3pm";"2253.569";"   0.000";"   0.000";"   0.000";" 476.477";"3590.610";"   0.000";" 602.503";"   0.000";" 417.492";"   0.000";"   0.000";"1042.761";"   0.000";"   0.000";" 470.142";"   0.000";"   0.000";" 734.210"
"4pm";"2098.953";"   0.000";"   0.000";"   0.000";" 623.837";"3336.748";"   0.000";" 592.690";"   0.000";" 584.128";"   0.000";"   0.000";"1055.133";"   0.000";"   0.000";" 341.006";"   0.000";"   0.000";" 768.705"
"5pm";"1282.711";"   0.000";"   0.000";"   0.000";"   0.000";"2037.720";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1060.637";"   0.000";"   0.000";" 548.353";"   0.000";"   0.000";" 700.293"
"6pm";" 422.876";"   0.000";"   0.000";"   0.000";"   0.000";"1109.956";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 621.553";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"7pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"576.407";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";" 368.958";"   0.000";"   0.000";"   0.000";"   0.000";"1092.879";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"9pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"866.244";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000"
"10pm";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"11pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"12pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";"0";" 0"
"1am";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";"0";"0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";"0";"0";"0";" 0";"0";"0";" 0"
"3am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";"0";"0";"0";" 0";"0";"0";" 0"
