"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946";"24139.946"
"4am";"1471.297";" 299.208";" 730.248";"2376.682";"3576.211";"1201.418";"1097.188";"3221.445";"4207.676";"3351.878";"2595.881";"1479.005";"2758.331";"2867.258";"3360.121";"1980.919";"1796.072";"2754.846";"2126.859";"3498.856";"3004.976";"1121.588";"2444.616";" 670.891";"1244.671";"1555.656";"1867.713";"1989.221";"4351.070";"3331.941";"1161.977";"1841.438";"2227.929";"2155.441";"2790.876";"1363.968";"1567.102";"2029.915";"2794.764";"3192.674";"3128.879";"1063.460";" 653.397";"1333.523";" 693.906";" 884.482";"3589.675";" 800.407";"1412.614";" 747.678";" 881.150";"1349.284";"1025.805";" 508.329";" 235.978";" 336.410";" 558.773";"1063.307";"1627.642";" 817.854";"2019.931";" 542.712";" 432.596";" 550.760";" 996.753";" 564.423";" 705.233";"1404.007";" 936.965";"1419.612";"1215.067";" 833.637";"2681.885";"1369.131";" 888.063";"1547.320";"2723.962";"1009.704";"1123.692";"1123.360";" 501.101";" 655.220";" 450.012";"6635.896";"3255.835";"1992.772";"1259.087";" 532.309";"1647.275";"1142.050";"1026.231";"2200.784";" 812.258";" 527.215";" 801.647";" 374.840";" 434.419";" 566.075";" 636.390";"1322.640";" 806.727";" 307.591";"1145.360";"1993.954";" 785.768";" 519.155";"2048.124";"1459.664";" 535.680";" 962.859";" 396.604";" 468.460";"1831.526";"1406.317";"1721.835";" 852.167";" 626.047";"3039.764";"1170.490";" 476.745";"5170.107";" 128.320";"2503.444";"1371.168";"1043.761";"1395.566";" 573.000";"1286.623";" 743.608";" 330.779";" 186.867";" 488.798";" 683.624";" 790.044";" 482.529";" 701.515";" 556.600"
"5am";"1471.297";" 299.208";" 730.248";"2484.163";"3576.211";"1201.418";"1097.188";"3221.445";"4252.485";"2879.848";"2725.331";"1479.005";"2758.331";"2867.258";"3360.121";"1980.919";"1700.427";"2647.365";"2002.499";"3524.133";"2736.390";"1121.588";"2444.616";" 670.891";"1335.679";"1555.656";"1951.391";"2337.561";"4351.070";"3331.941";"1161.977";"1841.438";"2227.929";"2155.441";"2661.426";"1363.968";"1567.102";"1978.346";"2794.764";"3192.674";"2826.001";"1017.998";" 653.397";"1579.765";" 693.906";" 884.482";"3466.479";" 800.407";"1412.614";" 747.678";" 881.150";"1349.284";"1025.805";" 468.058";" 235.978";" 376.681";" 558.773";"1063.307";"1627.642";" 869.423";"2019.931";" 542.712";" 432.596";" 550.760";" 996.753";" 526.059";" 705.233";"1404.007";" 936.965";"1419.612";"1312.448";" 865.285";"2681.885";"1369.131";" 888.063";"1547.320";"2911.202";"1009.704";"1123.692";"1000.690";" 465.798";" 655.220";" 450.012";"6635.896";"3184.279";"1992.772";"1259.087";" 532.309";"1647.275";"1142.050";" 994.583";"2200.784";" 812.258";" 527.215";" 801.647";" 374.840";" 434.419";" 566.075";" 575.118";"1322.640";" 806.727";" 307.591";"1145.360";"1993.954";" 892.959";" 519.155";"1977.177";"1459.664";" 535.680";" 962.859";" 396.604";" 436.187";"1831.526";"1501.962";"1721.835";" 852.167";" 626.047";"3039.764";"1170.490";" 490.035";"4897.771";" 115.030";"2417.700";"1308.010";"1043.761";"1490.997";" 573.000";"1286.623";" 743.608";" 330.779";" 186.867";" 488.798";" 683.624";" 790.044";" 482.529";" 610.090";" 556.600"
"6am";"1471.297";" 275.337";" 681.689";"2354.913";"3576.211";"1201.418";"1097.188";"3277.340";"4252.485";"2800.981";"2595.881";"1479.005";"2487.992";"2641.551";"3360.121";"1968.974";"1610.261";"2522.077";"2002.499";"3667.394";"2424.101";" 993.532";"2497.500";" 821.600";"1255.970";"1672.202";"1882.006";"2060.695";"4104.269";"2984.446";"1204.690";"1841.438";"2227.929";"2071.822";"2661.426";"1363.968";"1409.447";"1880.962";"2427.294";"3192.674";"2603.399";" 974.207";" 582.704";"1470.750";" 610.499";" 884.482";"3135.075";" 792.422";"1273.726";" 651.294";" 974.850";" 848.798";" 869.756";" 508.329";" 191.906";" 376.681";" 531.772";"1004.748";"1441.864";" 869.423";"1792.362";" 464.330";" 411.251";" 496.635";" 996.753";" 449.331";" 474.873";"1275.205";" 803.723";"1186.219";"1222.649";" 908.874";"2466.069";"1569.272";" 888.063";"1486.904";"3272.484";" 922.606";"1167.241";"1000.690";" 327.097";" 569.598";" 434.196";"6342.446";"2558.531";"1992.772";"1372.780";" 532.309";"1585.028";"1142.050";" 964.158";"2200.784";" 891.326";" 620.298";" 712.838";" 374.840";" 400.075";" 566.075";" 562.779";"1192.128";" 856.086";" 261.467";" 992.445";"1790.623";" 401.225";" 276.172";"1973.635";"1487.685";" 520.127";" 925.839";" 396.604";" 403.914";"1702.250";"1430.703";"1721.835";" 868.619";" 626.047";"3039.764";" 990.986";" 490.035";"4794.156";" 115.030";"2184.839";"1250.462";"1257.462";"1476.540";" 528.155";"1214.186";" 743.608";" 262.760";" 147.789";" 488.798";" 643.743";" 749.011";" 482.529";" 243.102";" 556.600"
"7am";"1583.645";" 210.289";" 432.718";"2438.244";"5058.664";"2147.862";" 709.139";"3285.901";"5212.595";"4160.812";"3227.111";"1314.810";"2450.475";"2394.689";"3158.356";"1197.365";" 411.726";"1770.666";"1131.866";"5359.306";"1512.480";" 985.429";"3615.006";" 841.363";"1492.109";"3167.745";"2584.987";"2069.713";"2994.839";"2894.730";" 895.645";"2226.010";"1828.050";"2537.341";"2459.807";"1200.550";" 750.712";"1192.561";"3341.835";"2097.358";"1746.715";"1011.457";" 266.947";"1277.970";" 526.471";" 543.937";"2427.947";" 733.191";"1173.727";"2145.229";" 693.826";" 606.235";" 607.699";" 285.307";"  78.472";" 142.950";" 108.167";" 648.475";" 909.015";"1092.938";"1681.048";" 349.738";" 253.310";" 209.966";" 699.623";" 408.320";" 251.302";"1071.057";" 651.518";"1561.388";" 952.130";" 642.774";"3038.598";"1766.300";" 619.862";"1403.686";"3792.762";" 490.110";" 304.548";" 974.618";" 144.149";" 367.854";" 348.887";"7157.289";"3331.236";"2171.904";"2794.445";" 296.877";"2282.048";" 835.765";"2731.949";"1367.924";"1055.874";"1054.483";" 386.323";" 230.835";" 189.343";" 268.380";" 390.394";" 712.493";" 446.403";" 166.145";" 736.680";"1919.080";" 401.225";" 229.342";"1254.081";" 620.428";" 336.879";" 527.543";"  79.710";" 261.161";"1915.745";"1638.171";"1339.932";" 845.146";" 484.127";"2713.989";"2869.537";" 438.218";"4072.496";" 148.032";"2069.417";" 872.190";"1502.198";"1023.789";" 648.162";" 915.369";" 349.553";" 262.760";"  80.689";" 336.848";"1274.054";" 289.001";" 282.875";" 243.102";" 414.462"
"8am";"2268.724";" 178.215";" 450.413";"2505.926";"5567.842";"2097.254";"1052.450";"2767.867";"6499.152";"3943.813";"3489.768";"1228.740";"2660.491";"2894.646";"3214.903";"1440.034";" 321.560";"2059.631";"1272.313";"5652.533";"1423.094";" 996.903";"3550.671";" 695.757";"1481.144";"3324.705";"2269.302";"2006.754";"2811.619";"3394.668";"1029.474";"2180.159";"1929.312";"2835.870";"2872.729";" 898.710";" 605.468";"1728.602";"3948.558";"2330.573";"1553.500";"1322.928";" 245.220";"1373.634";" 415.909";" 486.989";"2048.442";" 696.391";"1090.809";"2189.491";" 871.993";" 515.259";" 503.974";" 180.427";"  78.472";" 106.830";"  81.166";" 709.106";" 696.847";"1143.034";"1867.194";" 271.356";" 231.965";" 155.841";" 594.478";" 380.795";" 196.211";" 983.949";" 588.475";"1911.821";" 857.385";" 508.669";"3279.822";"2057.779";" 524.566";"1576.665";"3491.765";" 987.869";" 106.152";" 888.031";" 108.846";" 292.412";" 421.539";"6489.508";"3768.769";"2477.930";"4307.002";" 224.950";"2141.237";" 728.099";"3017.973";"1235.299";"1372.789";"1103.310";" 431.961";" 420.876";" 153.269";" 230.174";" 286.412";" 529.212";" 367.016";" 166.145";" 623.068";"1919.080";" 508.416";" 211.610";"1189.699";" 687.067";" 296.202";" 478.074";" 230.201";" 182.954";"1899.585";"2570.859";"1894.676";" 915.590";" 484.127";"2485.969";"3779.835";" 438.218";"4035.960";" 140.220";"2289.484";" 809.032";"1750.155";"1176.663";" 608.999";" 751.482";" 224.716";" 262.760";"  80.689";" 336.848";"1034.971";" 670.500";" 228.118";" 338.629";" 414.462"
"9am";"2538.852";" 134.424";" 325.727";"2417.730";"6899.115";"2418.067";" 912.583";"2379.387";"6378.183";"4184.643";"3269.950";"1358.190";"2728.392";"2648.115";"3068.531";"1493.499";" 395.052";"1641.727";"1210.912";"5713.391";"1634.279";" 896.897";"3387.257";" 695.757";"1655.830";"3497.156";"2357.385";"1943.795";"3250.099";"3360.976";"1029.474";"2102.490";"1732.308";"2835.870";"2483.768";" 829.270";" 496.399";"1687.346";"4068.105";"2432.386";"1526.116";"1730.341";" 223.493";"1189.997";" 428.052";" 486.989";"1528.473";" 696.391";"1009.738";"2269.734";" 877.336";" 515.259";" 535.288";" 147.132";"  78.472";" 106.830";"  27.001";" 571.547";" 721.012";"1143.034";"2023.958";" 114.592";" 284.980";" 132.633";" 594.478";" 307.164";" 196.211";" 586.256";" 588.475";"2044.467";" 804.907";" 402.754";"3354.332";"2328.782";" 477.861";"1763.612";"3411.730";" 918.129";" 106.152";" 828.605";" 108.846";" 292.412";" 381.585";"6090.146";"4101.029";"2276.476";"5976.984";" 272.063";"2112.922";" 713.639";"3105.681";"1296.571";"1622.741";"1130.923";" 431.961";" 415.703";" 182.083";" 230.174";" 489.599";" 529.212";" 459.616";" 166.145";" 729.392";"1848.615";" 604.838";"  55.471";"1191.128";" 532.251";" 351.672";" 478.074";" 265.189";" 482.307";"1899.585";"2539.801";"1956.514";"1001.334";" 428.657";"2545.538";"3873.653";" 432.035";"3919.667";" 126.930";"1993.823";" 822.322";"1809.750";"1034.440";" 608.999";" 684.017";" 224.716";" 164.455";"  80.689";" 336.848";"1239.600";" 670.500";" 228.118";" 338.629";" 378.603"
"10am";"2481.831";" 134.424";" 412.491";"2154.498";"6872.690";"2380.167";" 772.716";"2401.563";"6355.517";"4359.673";"3104.882";"1138.222";"2251.160";"2648.115";"3074.258";"1676.425";" 304.886";"1623.920";"1164.939";"5806.582";"1882.047";" 771.842";"3124.841";" 695.757";"2073.876";"3527.042";"2288.000";"1597.276";"2738.733";"3602.419";" 972.198";"2110.225";"1732.308";"2995.191";"2738.701";" 846.512";" 496.399";"1670.506";"4068.105";"2438.101";"1177.776";"1838.078";" 223.493";"1189.997";" 403.642";" 458.515";"1839.896";" 696.391";" 920.667";"2038.188";"1152.431";" 391.212";" 535.288";" 147.132";"  78.472";" 106.830";"  81.003";" 722.256";" 721.012";"1324.503";"1628.244";" 114.592";" 352.854";" 132.633";" 456.044";" 307.164";" 239.022";" 496.075";" 640.918";"1949.934";" 871.345";" 353.927";"3495.546";"2328.782";" 477.861";"1763.612";"3411.730";" 857.108";" 106.152";" 828.605";" 108.846";" 249.601";" 445.573";"5943.420";"4759.138";"2378.483";"6248.846";" 219.292";"2153.628";" 738.541";"3096.360";"1046.665";"1686.227";"1092.590";" 431.961";" 374.997";" 182.083";" 191.968";" 489.599";" 522.042";" 533.160";" 166.145";" 526.835";"1848.615";" 604.838";"  55.471";"1052.776";" 465.612";" 351.672";" 337.393";" 265.189";" 693.571";"1868.125";"2519.085";"1967.770";" 842.347";" 428.657";"2602.062";"4013.280";" 432.035";"3648.966";" 134.871";"1903.404";"1033.778";"1680.772";"1065.832";" 608.999";" 684.017";" 298.206";" 164.455";"  80.689";" 336.848";"1239.600";" 670.500";" 228.118";" 338.629";" 378.603"
"11am";"3145.690";" 134.424";" 374.286";"2439.838";"6769.953";"2186.735";" 631.980";"2486.175";"6570.477";"4266.183";"2922.050";"1384.952";"2367.327";"2462.875";"2890.398";"1574.314";" 525.819";"1520.601";"1332.970";"5398.623";"1657.909";" 851.830";"3124.841";"1036.623";"1462.767";"3119.175";"1752.971";"1637.829";"3101.336";"4035.790";"1038.038";"1922.526";"1535.922";"2863.053";"3435.869";" 842.270";" 552.075";"1887.662";"2899.598";"2332.438";"1019.506";"1966.630";" 338.195";"1263.628";" 312.666";" 422.917";"1593.166";" 600.323";" 737.217";"2108.596";"1206.140";" 606.235";" 414.060";" 180.427";"  78.472";"  79.429";"  81.003";" 808.187";" 658.925";"1325.012";"1549.862";" 114.592";" 374.199";" 132.633";" 505.259";" 257.949";" 414.682";" 496.075";" 640.918";"1925.069";" 871.345";" 313.973";"3263.593";"2501.957";" 511.191";"1574.715";"3458.435";" 874.580";" 149.701";" 967.039";"  49.215";" 274.979";" 407.896";"6032.567";"4543.497";"2426.672";"6243.393";" 296.065";"2218.330";" 605.973";"3132.206";"1226.213";"1685.911";"1246.537";" 422.960";" 268.047";" 182.083";" 191.968";" 489.599";" 589.447";" 533.160";" 166.145";" 682.547";"1848.615";" 642.577";"  55.471";"1117.158";" 620.428";" 296.202";" 543.885";" 265.189";" 477.632";"1813.841";"2619.502";"1967.770";" 689.127";" 484.127";"2426.557";"3835.780";" 432.035";"3494.558";" 129.651";"2169.986";" 990.401";"1504.609";"1065.832";" 608.999";" 616.552";" 298.206";" 164.455";"  80.689";" 336.848";"1125.922";" 655.804";" 228.118";" 430.698";" 378.603"
