"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991";"7523.54991"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0"
"5am";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"890.9365";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"0";"  0.0000";"0";"  0.0000";"0";"0";"0";"  0.0000"
"6am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";" 887.3087";"1024.0434";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000"
"7am";"1108.6913";"1119.3681";"1334.5325";"1233.3918";"1299.4089";"2418.1732";" 794.7295";"   0.0000";" 638.8980";"1133.9412";"   0.0000";"2169.8898";"   0.0000";"2950.5508";"2295.0505";"1534.7911";" 879.9199";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"2645.6575";"2614.9722";"2929.7106";"2202.4659";"3145.2354";"3683.8240";"1341.1024";" 804.0959";" 745.7468";"2057.0783";"   0.0000";"3488.3791";"1348.4704";"3015.0143";"3588.5233";"2137.6096";"1821.2922";"   0.0000";" 765.3569";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";"3201.2298";"3106.1354";"3071.1869";"2290.9479";"3852.9593";"4023.2884";"1417.4338";" 911.4812";" 881.4606";"2541.1551";"   0.0000";"3815.2125";"1405.0332";"2820.2886";"3920.5270";"2444.9721";"2031.3244";"   0.0000";" 765.3569";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"3488.3352";"3497.6859";"3509.8189";"2489.6800";"4118.3924";"3966.7305";"1290.7330";" 797.1035";" 882.7559";"2791.9968";"   0.0000";"3640.6658";"1170.6523";"2759.2589";"4112.1556";"2458.2943";"1852.5821";"   0.0000";" 765.3569";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"11am";"3618.5787";"3560.4568";"3583.4592";"2236.1721";"3965.5019";"3781.2015";"1278.4862";" 803.7023";" 704.8822";"2577.7296";"   0.0000";"3477.3953";" 840.3035";"2774.1579";"3501.7639";"2262.2792";"1718.3721";"   0.0000";" 775.8353";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"12am";"2743.2064";"2793.8143";"2565.4908";"2239.9181";"3119.3152";"2660.4040";"1149.6455";" 817.7207";"   0.0000";"2099.9729";" 809.7615";"2860.5863";"1000.3634";"2455.0105";"2575.7243";"1899.2873";"1193.6043";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"1pm";"3079.4419";"2650.9763";"3305.1469";"2268.5328";"3295.1798";"3051.7514";"1212.6282";" 935.2867";" 727.6288";"2436.3717";"   0.0000";"3625.3373";"   0.0000";"2646.1789";"3016.2921";"2291.5077";"1595.1609";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"2pm";"3492.9877";"2566.5908";"3482.1050";"2482.0636";"3429.7862";"3531.6374";"1477.5883";" 906.0248";"1003.9696";"2709.1231";" 854.4859";"3776.4359";" 923.8654";"2750.0179";"3119.9594";"2196.9751";"1983.7058";"   0.0000";" 756.1693";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"3pm";"3635.7712";"2705.2695";"3255.9067";"2195.0723";"3069.7860";"3835.6900";"1486.4830";" 932.7157";" 859.7494";"2547.7033";" 765.4660";"3640.3393";"   0.0000";"2584.3904";"3424.0019";"2099.7325";"1961.3004";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"4pm";"3179.6194";"2564.7858";"2547.3798";"1758.4977";"2246.0999";"2859.1407";"1516.1542";"1202.4538";" 770.9574";"1950.4215";" 832.9338";"2944.8254";"   0.0000";"2343.4748";"2955.6393";"1669.0543";"1706.0079";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"5pm";"2466.2490";"2108.0461";"1644.4386";"1310.2139";"1248.6257";"1415.9659";" 766.6109";"1215.9003";"   0.0000";"1095.4679";"   0.0000";"1705.0888";"   0.0000";"1906.8763";"1614.7419";" 866.0322";"1239.0105";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"6pm";"1939.2375";"1191.4973";"   0.0000";"   0.0000";"   0.0000";" 788.2488";"   0.0000";"1045.2658";" 749.4398";" 989.6057";"   0.0000";"1382.0474";"   0.0000";" 880.7018";"1187.4107";"   0.0000";" 895.1981";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"7pm";"1862.4553";" 989.1798";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8pm";"1379.819";"1105.848";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"9pm";"1254.636";"1108.838";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"0";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"10pm";"1007.774";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"0";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";"0";" 0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";"0";" 0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";"0";" 0"
