"district","hour","cs1","cs2","cs3","cs4","cs5"
"101","4am",323.16895,946.9588,1509.056,1489.7616,1759.562
"102","4am",103.9632,591.5504,1788.977,1427.8438,2321.6211
"103","4am",440.24157,314.10453,1214.999,1519.2684,2797.081
"104","4am",305.43099,581.25421,965.326,1822.2873,3006.5172
"105","4am",408.47043,798.42089,1765.039,4377.729,4860.3855
"106","4am",306.12014,1525.13157,1807.273,4620.3309,4041.4048
"107","4am",125.936,960.94312,2649.098,5222.3989,4714.1416
"108","4am",415.47187,1235.38989,1847.154,1302.3297,1772.7841
"109","4am",1305.6038,1762.1645,1548.072,1402.8406,412.3898
"110","4am",243.38114,2531.48068,1333.901,2326.2658,1666.0291
"111","4am",399.75167,1614.2295,3415.229,2372.439,2323.3588
"112","4am",116.62577,119.31628,1146.753,1437.8587,1288.6594
"113","4am",524.49251,941.64186,1647.255,2586.5724,2309.7979
"114","4am",170.56212,1566.43739,2187.031,3381.9275,2985.1295
"115","4am",361.95835,763.05246,2139.03,2204.1632,2199.3196
"116","4am",329.68045,410.96076,1690.486,2373.6771,2304.013
"117","4am",179.0652,603.35657,1756.355,2293.1981,4135.2983
"118","4am",661.73684,878.94305,2705.58,4872.3228,3265.3396
"119","4am",286.97712,1111.9179,2789.598,3157.587,3649.4837
"120","4am",250.15453,471.15228,1239.269,2203.2849,2317.6544
"121","4am",596.73542,3189.78189,3523.415,1719.561,1255.1805
"122","4am",538.2895,831.26115,3376.949,3881.1838,3674.4524
"123","4am",570.46623,1099.20741,1231.723,2651.5409,3686.8652
"124","4am",216.52761,1585.38013,3565.414,2904.7999,4071.3814
"125","4am",68.67995,1175.16291,1410.719,2300.8373,5803.2485
"126","4am",1089.1763,514.019,3342.069,3375.2795,6632.1395
"127","4am",581.29414,407.1391,2333.071,4480.3017,4705.0799
"128","4am",466.80492,374.69341,1540.648,1660.4051,2533.235
"129","4am",264.89275,841.8141,2459.729,2682.3881,2579.9927
"130","4am",227.21625,1004.95037,2708.858,2575.9407,1799.7462
"131","4am",547.94395,1250.00688,2433.024,2254.2368,1747.7478
"132","4am",185.75689,582.45787,1259.061,2604.7996,2121.6323
"133","4am",675.37737,1559.6158,1554.277,1054.6589,1238.2399
"134","4am",1353.27137,3063.20055,2759.775,2671.079,893.1927
"135","4am",296.10838,2084.82559,2896.293,2216.6277,581.8123
"136","4am",217.5741,1217.83517,3043.979,1893.7691,2208.37
"137","4am",435.98489,1337.17717,2786.638,2743.5217,2538.9514
"138","4am",176.01966,448.98719,1626.572,1384.0248,2246.4898
"139","4am",700.98672,1682.38481,5496.322,2600.9358,3818.1231
"140","4am",343.05737,1461.70443,3244.608,3976.661,3453.6328
"141","4am",511.53064,1452.57971,2304.215,1208.7001,1323.679
"142","4am",651.25675,1770.51919,1552.704,1710.6461,935.296
"143","4am",624.26298,1170.97842,2792.834,2209.4296,567.9069
"144","4am",707.84135,2153.97681,2697.337,2901.6987,815.5782
"145","4am",102.22908,507.74039,1121.906,1098.4055,1609.7818
"146","4am",335.46059,965.81881,2432.1,1611.8964,2614.2498
"201","4am",355.20991,1813.7004,1683.793,1366.0079,1683.7541
"202","4am",923.67585,1843.63952,2809.553,1090.4438,448.707
"203","4am",316.27813,690.80261,1275.156,1703.2875,1291.5441
"204","4am",542.65762,1559.19564,2799.53,1691.6111,713.6931
"205","4am",389.63468,1710.78022,3603.703,1979.771,1390.0891
"206","4am",886.05647,1361.12342,2998.616,1095.569,660.4098
"207","4am",946.99765,3049.04084,3356.437,1926.4443,497.3251
"208","4am",2649.29679,2555.56783,5200.336,2531.0074,482.147
"209","4am",682.70139,2836.59655,4692.826,2006.0334,1032.0572
"210","4am",448.3691,1731.83318,2900.707,1350.4959,886.4671
"211","4am",248.34775,1341.02702,2577.611,2551.5525,995.4753
"212","4am",403.73847,1151.41946,3705.703,2846.2704,2108.6639
"213","4am",630.90242,1247.88407,2820.788,2197.8141,2232.4642
"214","4am",314.97679,715.78845,2244.3,3842.3757,3876.8352
"215","4am",302.17192,991.05337,2239.508,2069.5994,2935.9653
"216","4am",365.77453,1098.05052,2143.074,3241.87,3231.2793
"217","4am",769.10967,1698.51707,2906.167,3987.1295,3286.5625
"218","4am",502.93891,764.9339,2092.946,3086.6036,4349.2776
"219","4am",106.8005,369.29967,1141.653,1484.9868,2025.0983
"220","4am",256.87174,972.85279,2267.749,2173.0605,2281.3064
"221","4am",569.58529,741.32906,1578.813,3119.0873,3569.0193
"222","4am",346.7725,303.94791,1789.697,1695.9863,4071.3083
"223","4am",734.87687,1078.34608,2498.634,3315.4167,3643.4262
"224","4am",273.33189,2057.09535,2863.519,3326.3644,2198.6874
"225","4am",449.65931,1749.76762,2609.982,3851.5853,2873.7424
"226","4am",343.95678,2124.89746,2875.673,4584.3135,4184.0121
"227","4am",252.44313,2570.08786,3570.414,4704.4297,3562.1721
"228","4am",135.28069,2291.76611,3005.909,2636.2915,2692.9318
"229","4am",1063.90862,3932.36548,3484.417,2725.1122,481.3978
"230","4am",460.42807,2470.12743,2949.578,1777.2834,1025.3969
"231","4am",1650.01611,3749.92149,2996.442,2010.3826,513.468
"232","4am",560.8598,1887.41812,2018.381,1243.6707,1055.2959
"233","4am",306.28353,1830.98492,2756.608,2846.3049,1291.8876
"234","4am",637.36028,2215.13826,2515.225,2369.0761,776.5225
"235","4am",564.42527,2970.7076,1987.019,2326.7642,2414.6165
"236","4am",601.63039,3227.26418,3647.128,2306.3581,890.9193
"237","4am",17.78097,721.31602,1167.084,1253.9456,694.728
"238","4am",130.52412,1356.64376,1871.72,2131.1871,1519.6281
"239","4am",747.40726,2306.207,1854.196,1252.5958,325.1273
"240","4am",833.53044,2092.85698,2947.86,1774.1929,459.6669
"241","4am",421.94126,1167.27876,2188.301,2057.123,1789.5838
"242","4am",81.40487,1527.55627,2296.035,1966.6915,1539.1179
"243","4am",283.91489,1676.53183,2277.056,2814.289,1193.1354
"244","4am",80.31114,1649.90065,2026.371,2494.2198,1077.2858
"245","4am",158.15575,1952.68039,2122.896,2544.1162,1118.1746
"246","4am",696.00494,1350.85353,3755.172,3044.3856,2641.953
"247","4am",926.25216,1964.53859,3995.231,4211.2008,3414.9814
"248","4am",107.62967,1481.38093,2657.901,996.3859,881.6936
"249","4am",773.13365,2205.2062,2102.762,1086.8163,377.1456
"250","4am",1055.18727,1727.12706,2321.285,845.3605,456.699
"251","4am",155.3135,289.63023,1067.763,2142.6859,1903.1212
"252","4am",492.36271,1866.76343,3654.697,4699.0787,1790.4888
"253","4am",110.26168,963.88811,1518.572,1740.9399,837.2682
"254","4am",130.13797,1460.07279,2178.631,2450.9134,2327.7149
"255","4am",202.79299,1803.6526,2700.286,5250.734,3335.66
"256","4am",325.65107,2017.15926,2528.645,2901.7277,1307.8796
"257","4am",208.21568,1241.81414,2322.076,2681.2501,1425.9232
"301","4am",461.05079,2387.77258,3569.449,3304.0556,1862.772
"302","4am",519.1108,1129.38348,1290.512,1766.7198,1470.3814
"303","4am",964.69155,1884.1485,2355.263,1929.0741,1752.4718
"304","4am",496.91751,2452.56177,2689.729,2602.5807,1898.3113
"305","4am",808.89712,2413.90311,2100.454,1923.2713,1423.6935
"306","4am",323.5603,969.9655,1636.37,1716.3783,788.5028
"307","4am",268.93818,1201.325,1285.624,2210.3594,1419.6078
"308","4am",444.89999,658.39014,1770.703,3092.0357,2444.5246
"401","4am",238.64312,1817.7578,2897.892,1754.1895,891.2643
"402","4am",391.81232,1073.69556,2045.72,1495.8682,1287.8931
"403","4am",333.3002,2133.27224,2302.158,1515.6257,648.6297
"404","4am",689.35428,1659.91008,4392.123,4049.9441,1907.8967
"405","4am",513.15478,2217.14674,1854.206,2655.3616,959.4457
"406","4am",187.3404,1118.94288,1936.407,2866.3944,1116.6389
"501","4am",196.6023,1702.27952,7626.705,2143.7424,3052.3692
"502","4am",825.99684,1578.59329,5200.6,483.9103,847.6097
"503","4am",120.82776,1358.99168,8417.178,1876.6748,3311.724
"504","4am",60.29434,1223.81008,7276.673,2677.511,2681.6437
"505","4am",714.67793,2225.1867,5612.947,2847.9932,2118.845
"506","4am",60.44627,1192.10579,3676.269,2668.7633,1161.0926
"507","4am",0,1040.48378,3989.242,1940.9387,390.857
"508","4am",0,1766.88954,8554.695,3253.7484,1427.6754
"509","4am",0,1251.6269,4608.579,1487.903,622.7257
"510","4am",65.10785,688.02542,5449.481,1481.585,1136.9994
"511","4am",183.77051,453.09363,4653.443,3098.4889,2226.6264
"512","4am",202.03135,234.14867,3583.191,1456.131,1803.3739
"513","4am",28.35081,884.53956,4647.798,1540.8785,4254.3043
"514","4am",224.50287,1138.37981,5090.908,1230.4995,4625.8608
"515","4am",216.09651,784.53844,4741.035,2075.4552,2608.0255
"516","4am",77.74528,256.97175,2751.151,1021.1667,1091.7847
"517","4am",28.87363,910.20743,5031.152,1558.5622,1544.7923
"518","4am",94.98778,673.54286,5916.301,1728.5471,1597.3249
"519","4am",329.85472,828.8109,5383.557,1949.218,1817.1758
"520","4am",105.77214,33.04452,3729.887,1819.9913,2066.5001
"521","4am",0,367.29691,5814.408,2700.6792,4770.1961
"522","4am",532.79507,961.55564,5712.884,1846.0761,1755.4567
"601","4am",0,652.10508,3654.748,1239.8746,1794.3455
"602","4am",217.68417,1679.28814,8214.384,1868.25,1126.5441
"603","4am",74.60355,745.05398,3572.935,1016.5684,1526.7326
"604","4am",122.87927,402.63188,4727.009,1847.2571,1240.4385
"605","4am",392.11881,412.38941,3538.672,1302.9292,2055.0598
"606","4am",151.5529,658.04538,3546.582,1169.134,1709.4569
"607","4am",98.49197,1298.56364,7726.127,2185.2584,2005.3224
"608","4am",583.19962,773.73768,5370.99,1077.844,1865.8156
"609","4am",125.36145,614.55793,3980.733,1530.1429,2000.5681
"610","4am",213.88885,2538.69568,6828.831,3232.8871,2716.2671
"611","4am",126.3364,877.67114,3915.948,1206.5478,1118.2764
"612","4am",666.33817,562.51796,5904.218,2299.4592,1827.5359
"613","4am",55.5129,1639.08211,9630.481,2213.6278,3359.1839
"614","4am",253.44207,437.45419,4761.711,1566.4973,1750.3844
"615","4am",595.072,1569.99514,4306.453,1141.0276,917.7065
"616","4am",237.96448,903.18752,3464.379,578.1708,314.2492
"617","4am",199.52869,783.83135,3070.398,940.6557,772.5213
"618","4am",130.35636,162.04295,2316.366,1863.7183,966.4078
"701","4am",47.21388,925.40224,4200.962,1216.7456,1156.8556
"702","4am",244.60072,307.23472,3137.646,1267.9098,2054.9863
"703","4am",222.23891,754.01188,8593.297,1884.0591,4543.2391
"704","4am",146.7471,439.08229,4383.45,1521.9066,1938.7498
"705","4am",281.34309,355.71703,3600.987,1872.4834,1475.026
"706","4am",25.34147,643.58013,3347.251,1515.1794,1905.494
"707","4am",555.6469,1183.63959,7127.713,2547.7964,3624.0276
"708","4am",193.83515,421.76671,5867.478,1257.7188,2624.597
"709","4am",131.11736,359.16581,3795.64,1408.2482,1075.4269
"710","4am",0,766.11008,4074.205,1732.0571,2248.367
"711","4am",433.28634,2183.26568,8475.231,2556.6977,1488.2085
"712","4am",302.90982,1125.27115,5424.318,1191.7692,1547.3441
"101","5am",323.16895,976.32893,1618.7395,1531.2701,1759.562
"102","5am",103.9632,591.5504,1857.9737,1427.8438,2235.0539
"103","5am",440.24157,314.10453,1214.9989,1519.2684,2797.081
"104","5am",305.43099,581.25421,1118.0825,1822.2873,2799.1825
"105","5am",408.47043,798.42089,1928.4832,4471.3071,4860.3855
"106","5am",306.12014,1659.96447,1807.2726,4718.5885,4041.4048
"107","5am",125.936,768.33028,2731.3453,5222.3989,4631.1559
"108","5am",415.47187,1093.2191,1847.1538,1264.9702,1772.7841
"109","5am",1305.6038,1725.17723,1555.2055,1402.8406,412.3898
"110","5am",243.38114,2406.96313,1348.8529,2220.1268,1666.0291
"111","5am",399.75167,1573.04264,3479.7604,2300.9662,2323.3588
"112","5am",116.62577,119.31628,1146.7526,1410.8843,1288.6594
"113","5am",524.49251,941.64186,1662.2323,2586.5724,2309.7979
"114","5am",170.56212,1481.0576,2187.0307,3381.9275,2985.1295
"115","5am",361.95835,627.35818,2139.0296,2157.3317,2152.488
"116","5am",329.68045,677.46331,2245.4461,2306.498,2439.3298
"117","5am",179.0652,513.84957,1831.85,2248.4446,4135.2983
"118","5am",661.73684,741.30575,2705.5803,4872.3228,3265.3396
"119","5am",286.97712,1035.52736,2616.5643,2931.3808,3649.4837
"120","5am",250.15453,604.38269,1274.7134,2203.2849,2317.6544
"121","5am",596.73542,3086.26764,3453.9623,1968.9702,1308.6067
"122","5am",538.2895,760.89074,3485.0212,3881.1838,3674.4524
"123","5am",570.46623,926.93088,851.7789,2737.5904,3686.8652
"124","5am",216.52761,1585.38013,3565.4139,2904.7999,3952.2365
"125","5am",68.67995,1175.16291,1346.0259,2300.8373,6131.738
"126","5am",1089.1763,583.47152,3342.0687,3442.4586,6632.1395
"127","5am",581.29414,436.83668,2333.0709,4540.0819,4705.0799
"128","5am",466.80492,451.5754,1702.4224,1660.4051,2533.235
"129","5am",264.89275,900.49948,2427.2823,2682.3881,2579.9927
"130","5am",227.21625,1004.95037,2732.8745,2566.6801,1726.1124
"131","5am",547.94395,1438.35234,2870.3933,2320.6517,1972.9511
"132","5am",185.75689,582.45787,1342.4553,2604.7996,2121.6323
"133","5am",675.37737,1718.05689,1423.2665,970.4185,1238.2399
"134","5am",1353.27137,2650.98384,2597.3531,2671.079,1006.6115
"135","5am",296.10838,1731.2526,2906.789,2138.4925,581.8123
"136","5am",217.5741,1194.24764,3043.9789,1893.7691,2208.37
"137","5am",435.98489,1447.61467,2917.6169,2743.5217,2538.9514
"138","5am",176.01966,448.98719,1626.5722,1384.0248,2246.4898
"139","5am",700.98672,1577.37101,5391.3081,2510.5198,3818.1231
"140","5am",343.05737,1461.70443,3244.608,3976.661,3453.6328
"141","5am",511.53064,1586.11756,2304.2147,1251.4171,1323.679
"142","5am",651.25675,1653.09102,1603.4122,1624.5966,935.296
"143","5am",624.26298,1109.32214,2532.3221,2191.3896,514.4807
"144","5am",707.84135,1885.17458,2608.3281,2960.9111,729.9207
"145","5am",102.22908,507.74039,1146.3329,1098.4055,1609.7818
"146","5am",335.46059,965.81881,2390.8771,1611.8964,2614.2498
"201","5am",355.20991,1597.4486,1819.2429,1366.0079,1683.7541
"202","5am",923.67585,1843.63952,2809.5528,1026.8592,383.7841
"203","5am",316.27813,863.05584,1275.1556,1659.6006,1291.5441
"204","5am",542.65762,1503.36781,2844.284,1691.6111,713.6931
"205","5am",389.63468,1671.08685,3311.56,2145.5857,1276.6702
"206","5am",822.14365,1756.22597,3444.0382,1054.0605,777.503
"207","5am",946.99765,2957.59485,3661.5597,1926.4443,497.3251
"208","5am",2649.29679,2422.68494,4470.9674,2236.53,482.147
"209","5am",682.70139,3181.07464,4779.8959,1969.4182,1088.5512
"210","5am",448.3691,1596.39848,2974.1554,1451.537,886.4671
"211","5am",248.34775,1208.53476,2486.3778,2551.5525,995.4753
"212","5am",403.73847,1086.12041,3636.1597,2846.2704,2027.7372
"213","5am",630.90242,1198.16256,2968.0878,2291.3303,2162.1844
"214","5am",314.97679,715.78845,2175.9105,3842.3757,3917.7911
"215","5am",302.17192,991.05337,2090.6197,2069.5994,3008.3859
"216","5am",365.77453,1142.80402,2143.0739,3148.3538,3177.0802
"217","5am",769.10967,1698.51707,2949.7479,3917.9567,3339.5774
"218","5am",502.93891,648.2786,2303.5088,3086.6036,4349.2776
"219","5am",106.8005,369.29967,1294.9211,1529.7403,2025.0983
"220","5am",256.87174,841.3132,2282.8984,2173.0605,2237.1445
