"district","hour","resarea1","resarea2","resarea3"
"101","4am",1.0695946,4.222042,94.7083634
"102","4am",0,1.4090958,98.5909042
"103","4am",0,0.6723675,99.3276325
"104","4am",0,1.9882213,98.0117787
"105","4am",0,0.45534,99.54466
"106","4am",0,2.7570685,97.2429315
"107","4am",0,0,100
"108","4am",0,0,100
"109","4am",0,0.8216278,99.1783722
"110","4am",0,1.4960263,98.5039737
"111","4am",0,0.3469901,99.6530099
"112","4am",0,0,100
"113","4am",0,0.3296368,99.6703632
"114","4am",0.1958079,0,99.8041921
"115","4am",0,0,100
"116","4am",2.8699741,2.2617312,94.8682947
"117","4am",0,0,100
"118","4am",3.1667058,0,96.8332942
"119","4am",0.4901941,0,99.5098059
"120","4am",1.7614171,1.8012584,96.4373245
"121","4am",0.3546399,0.3349086,99.3104515
"122","4am",0,0.8374028,99.1625972
"123","4am",1.9833509,0,98.0166491
"124","4am",0,0.913718,99.086282
"125","4am",0,0,100
"126","4am",0,0.2917897,99.7082103
"127","4am",0,1.2983114,98.7016886
"128","4am",0,0,100
"129","4am",1.3436174,1.1672644,97.4891182
"130","4am",0,0,100
"131","4am",1.5373136,3.2091875,95.2534988
"132","4am",0,1.2032546,98.7967454
"133","4am",0,0.8232037,99.1767963
"134","4am",0,2.5208272,97.4791728
"135","4am",0,1.2177255,98.7822745
"136","4am",0,100,0
"137","4am",0,99.4960467,0.5039533
"138","4am",0,100,0
"139","4am",0,98.1084896,1.8915104
"140","4am",0,100,0
"141","4am",1.0296843,98.9703157,0
"142","4am",0,100,0
"143","4am",0,100,0
"144","4am",0,100,0
"145","4am",0,99.5729762,0.4270238
"146","4am",0,100,0
"201","4am",0,99.5357904,0.4642096
"202","4am",0.6116647,99.3883353,0
"203","4am",0,100,0
"204","4am",2.2408922,95.6085561,2.1505517
"205","4am",3.0305317,96.9694683,0
"206","4am",0.7245934,99.2754066,0
"207","4am",0,100,0
"208","4am",0.5112372,99.4887628,0
"209","4am",0,100,0
"210","4am",0,99.3583343,0.6416657
"211","4am",0.3191572,98.1676549,1.5131879
"212","4am",0,99.6602529,0.3397471
"213","4am",0,98.3041365,1.6958635
"214","4am",0,98.567198,1.432802
"215","4am",0.7175279,99.2824721,0
"216","4am",1.5571597,98.4428403,0
"217","4am",0,99.5162227,0.4837773
"218","4am",0,100,0
"219","4am",0,100,0
"220","4am",0.6850493,97.9095026,1.405448
"221","4am",0.5966917,98.6839527,0.7193556
"222","4am",0,98.9901599,1.0098401
"223","4am",0.9187528,99.0812472,0
"224","4am",0.5879892,99.4120108,0
"225","4am",0,100,0
"226","4am",0,100,0
"227","4am",0,99.5066619,0.4933381
"228","4am",0,99.2785179,0.7214821
"229","4am",0,100,0
"230","4am",0.5551975,99.4448025,0
"231","4am",0,100,0
"232","4am",1.0632448,98.5632202,0.373535
"233","4am",0,100,0
"234","4am",0,100,0
"235","4am",0,99.3311416,0.6688584
"236","4am",0.4686761,99.5313239,0
"237","4am",100,0,0
"238","4am",0.7002024,99.2997976,0
"239","4am",0.7805765,99.2194235,0
"240","4am",0,100,0
"241","4am",0,100,0
"242","4am",0.8484631,98.2517511,0.8997858
"243","4am",0,100,0
"244","4am",0.8656839,99.1343161,0
"245","4am",0,99.4706487,0.5293513
"246","4am",0,100,0
"247","4am",0,97.2267746,2.7732254
"248","4am",0,100,0
"249","4am",0.8073446,99.1926554,0
"250","4am",0,100,0
"251","4am",0,100,0
