"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744"
"max";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544"
"4am";"2421.884";"1933.379";"2132.909";"2655.816";"2036.584";"2669.577";"2497.568";"2820.944";"2848.466";"2029.704";"2415.004";"2855.346";"1960.900";"2999.833";"2772.782";"2490.687";"2683.337";"2910.389";"2476.927";"3034.235";"2504.448"
"5am";"2456.286";"1960.900";"2153.550";"2648.936";"2050.345";"2676.457";"2401.243";"2800.303";"2855.346";"2009.063";"2380.602";"2834.705";"1878.336";"3144.321";"2717.739";"2490.687";"2600.773";"2882.867";"2449.405";"2944.791";"2387.482"
"6am";"2676.457";"2077.866";"2215.473";"2655.816";"2160.431";"2703.978";"2236.114";"2869.107";"2759.021";"2009.063";"2249.875";"2628.294";"1726.968";"3474.578";"2435.645";"2229.234";"2339.320";"2855.346";"2298.038";"2593.893";"2146.670"
"7am";"3605.304";"1981.541";"1988.422";"2256.755";"2924.150";"2820.944";"1960.900";"2504.448";"2862.226";"2270.516";"2181.072";"2050.345";"1493.036";"4203.895";"1926.499";"1871.456";"1988.422";"2690.218";"2015.943";"2304.918";"1685.686"
"8am";"3976.843";"2112.268";"2098.507";"2167.311";"3447.056";"2848.466";"1754.490";"2263.636";"3027.355";"2401.243";"2394.362";"1740.729";"1362.310";"4375.904";"1761.370";"1775.131";"1864.575";"2697.098";"1885.216";"2153.550";"1616.883"
"9am";"4004.365";"2463.166";"2222.354";"2105.388";"3570.903";"2779.662";"1658.165";"2236.114";"3123.680";"2311.798";"2511.328";"1575.601";"1307.267";"4506.631";"1616.883";"1775.131";"1788.892";"2621.414";"1795.772";"2126.029";"1520.558"
"10am";"3990.604";"2690.218";"2236.114";"2091.627";"3460.817";"2717.739";"1651.284";"2126.029";"3041.116";"2373.721";"2531.970";"1610.002";"1293.506";"4568.554";"1685.686";"1747.609";"1726.968";"2593.893";"1823.293";"2029.704";"1424.233"
"11am";"3852.997";"2752.141";"2304.918";"2132.909";"3330.090";"2731.500";"1623.763";"2284.277";"3034.235";"2270.516";"2538.850";"1596.242";"1279.745";"4499.750";"1761.370";"1733.849";"1726.968";"2573.252";"1905.858";"2064.106";"1472.395"
"12am";"3811.715";"2697.098";"2249.875";"2112.268";"3261.287";"2752.141";"1726.968";"2298.038";"2986.073";"2359.961";"2580.132";"1603.122";"1265.985";"4183.254";"1782.011";"1761.370";"1754.490";"2545.730";"1898.977";"2139.789";"1403.592"
"1pm";"4080.049";"2772.782";"2311.798";"2002.182";"3309.449";"2834.705";"1610.002";"2139.789";"3061.757";"2318.679";"2587.012";"1589.361";"1265.985";"4623.597";"1651.284";"1788.892";"1699.447";"2552.611";"1733.849";"2126.029";"1410.472"
"2pm";"4045.647";"2703.978";"2291.157";"2091.627";"3268.167";"2841.585";"1671.926";"2126.029";"3144.321";"2346.200";"2504.448";"1630.643";"1348.549";"4568.554";"1706.327";"1747.609";"1720.088";"2483.807";"1795.772";"2236.114";"1486.156"
"3pm";"3832.356";"2415.004";"2236.114";"2187.952";"3226.885";"2759.021";"1837.054";"2208.593";"3185.603";"2236.114";"2531.970";"1740.729";"1451.754";"4272.699";"1912.738";"1878.336";"1871.456";"2552.611";"1885.216";"2298.038";"1623.763"
"4pm";"2807.184";"2380.602";"2421.884";"2483.807";"2525.089";"2545.730";"2126.029";"2373.721";"3041.116";"1933.379";"2470.046";"2126.029";"1720.088";"3736.031";"2263.636";"1940.259";"2160.431";"2628.294";"2070.986";"2470.046";"1947.140"
"5pm";"2724.619";"2256.755";"2277.397";"2518.209";"2236.114";"2662.696";"2236.114";"2525.089";"2896.628";"1960.900";"2559.491";"2401.243";"1788.892";"3034.235";"2470.046";"2222.354";"2256.755";"2697.098";"2256.755";"2697.098";"2215.473"
"6pm";"2779.662";"2318.679";"2222.354";"2435.645";"2325.559";"2697.098";"2325.559";"2545.730";"2924.150";"1905.858";"2538.850";"2456.286";"1754.490";"3047.996";"2504.448";"2236.114";"2339.320";"2752.141";"2332.439";"2738.380";"2304.918"
"7pm";"2731.500";"2359.961";"2215.473";"2463.166";"2339.320";"2648.936";"2318.679";"2580.132";"2931.030";"1967.781";"2573.252";"2490.687";"1782.011";"2979.192";"2511.328";"2249.875";"2387.482";"2745.260";"2380.602";"2779.662";"2311.798"
"8pm";"2635.175";"2153.550";"2098.507";"2456.286";"2222.354";"2765.902";"2387.482";"2690.218";"2986.073";"1926.499";"2580.132";"2600.773";"1795.772";"2917.269";"2600.773";"2270.516";"2415.004";"2779.662";"2456.286";"2834.705";"2332.439"
"9pm";"2497.568";"1947.140";"2015.943";"2573.252";"2119.148";"2717.739";"2387.482";"2724.619";"2958.551";"1988.422";"2497.568";"2655.816";"1878.336";"2910.389";"2662.696";"2366.841";"2456.286";"2875.987";"2470.046";"2896.628";"2456.286"
"10pm";"2435.645";"1933.379";"2009.063";"2600.773";"2050.345";"2703.978";"2346.200";"2738.380";"2931.030";"2029.704";"2456.286";"2703.978";"1905.858";"2944.791";"2717.739";"2415.004";"2490.687";"2875.987";"2483.807";"2924.150";"2504.448"
"11pm";"2435.645";"1912.738";"2050.345";"2614.534";"2029.704";"2697.098";"2421.884";"2738.380";"2910.389";"2015.943";"2387.482";"2710.859";"1892.097";"2917.269";"2759.021";"2449.405";"2531.970";"2882.867";"2483.807";"2944.791";"2490.687"
"12pm";"2408.123";"1919.618";"2077.866";"2628.294";"2009.063";"2717.739";"2415.004";"2752.141";"2869.107";"2009.063";"2387.482";"2724.619";"1912.738";"2924.150";"2772.782";"2442.525";"2545.730";"2882.867";"2476.927";"2958.551";"2483.807"
"1am";"2401.243";"1919.618";"2077.866";"2628.294";"2022.823";"2703.978";"2408.123";"2759.021";"2855.346";"2009.063";"2401.243";"2731.500";"1919.618";"2917.269";"2765.902";"2449.405";"2552.611";"2882.867";"2476.927";"2972.312";"2483.807"
"2am";"2415.004";"1912.738";"2077.866";"2635.175";"2015.943";"2703.978";"2408.123";"2752.141";"2855.346";"2009.063";"2401.243";"2731.500";"1919.618";"2917.269";"2772.782";"2449.405";"2552.611";"2889.748";"2470.046";"2965.432";"2483.807"
"3am";"2408.123";"1912.738";"2077.866";"2628.294";"2022.823";"2710.859";"2408.123";"2752.141";"2848.466";"2009.063";"2401.243";"2731.500";"1919.618";"2910.389";"2772.782";"2449.405";"2552.611";"2889.748";"2470.046";"2972.312";"2483.807"
