"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206";"11375.58206"
"4am";"2730.9106";"3488.1315";"4459.1879";"2133.2458";"1685.1050";"1230.2212";" 695.3278";" 998.9326";"1435.0172";"1263.9733";"1837.9954";"1857.9934";"1019.4900";" 569.5251";" 349.4290";" 178.3867";" 112.9316";" 536.2290";" 361.8412";"1055.2322";" 712.3512";"1487.9855";" 958.1650";" 852.0364";"1268.5045";" 761.0009";" 677.6874";" 698.9461";" 992.4117";"1468.6699";"1530.2853"
"5am";"2793.5740";"3358.0216";"4440.1079";"2090.3839";"1685.1050";"1230.2212";" 721.3017";" 998.9326";"1435.0172";"1263.9733";"1719.6384";"1908.2387";"1019.4900";" 619.2141";" 349.4290";" 178.3867";" 112.9316";" 536.2290";" 361.8412";"1027.4852";" 647.3393";"1487.9855";" 958.1650";" 852.0364";"1323.6111";" 761.0009";" 677.6874";" 650.6521";" 929.9870";"1468.6699";"1530.2853"
"6am";"2811.3895";"3300.0592";"4392.4294";"2090.3839";"1685.1050";"1185.1455";" 721.3017";" 998.9326";"1435.0172";"1263.9733";"1775.4687";"1845.1484";"1005.2213";" 569.7259";" 349.4290";" 178.3867";" 112.9316";" 536.2290";" 338.5322";"1027.4852";" 568.3949";"1487.9855";" 958.1650";" 806.1409";"1253.6041";" 725.7260";" 677.6874";" 650.6521";" 929.9870";"1468.6699";"1530.2853"
"7am";"2520.13974";"3469.95600";"4457.88011";"2103.54608";"1824.42942";" 783.21132";" 622.36106";"1034.90106";"1530.82347";"1113.24085";"1723.58693";"1793.54626";"1006.30515";" 625.86210";" 372.68608";" 178.38672";"  81.85415";" 548.70147";" 326.31976";" 971.77573";" 663.57269";"1412.37081";"1045.43110";" 689.64732";"1189.30230";" 692.26119";" 621.27492";" 650.65209";" 929.98701";"1508.63128";"1638.43769"
"8am";"2760.65975";"3550.91991";"5010.24382";"1851.30142";"1651.27386";" 783.21132";" 579.90127";"1154.20320";"1578.89426";"1227.98265";"1588.31107";"1760.69799";" 967.97582";" 706.86796";" 536.49018";" 178.38672";"  81.85415";" 578.13793";" 297.74079";"1059.78873";" 774.47816";"1402.28373";"1129.75584";" 774.08126";"1099.02439";" 782.53910";" 632.84037";" 602.56287";" 757.42887";"1720.58262";"1847.72703"
"9am";"3231.54683";"3427.00172";"4886.90021";"1899.91311";"1644.47305";" 796.44661";" 643.13127";"1220.34180";"1789.14241";"1178.03537";"1345.74365";"1515.60908";" 858.87911";" 768.42326";" 581.08489";" 159.69599";"  73.95953";" 599.53624";" 297.74079";"1093.67825";" 851.54494";"1476.21847";" 922.07055";" 920.09231";"1169.68488";" 630.34068";" 701.23435";" 669.78733";" 535.22396";"1750.41786";"1996.15604"
"10am";"3520.5122";"3876.6047";"4947.7256";"1904.5387";"1585.3048";" 783.2113";" 621.0712";"1197.4115";"1769.8717";" 991.3504";"1272.2183";"1431.8452";" 883.3197";" 688.0105";" 500.4781";" 159.6960";" 117.2002";" 564.4782";" 217.5211";"1162.4296";" 686.3099";"1463.8076";" 851.0424";" 837.1419";"1119.0692";" 733.9471";" 839.7103";" 670.2698";" 575.8590";"1420.2665";"1841.0240"
"11am";"3323.4103";"3856.8874";"5092.1016";"1825.9905";"1469.1859";" 765.8841";" 666.6504";"1140.0224";"1785.9532";"1198.8607";"1371.2597";"1614.3228";" 835.2453";" 686.8401";" 492.0111";" 159.6960";" 133.3695";" 541.6284";" 185.1997";"1328.2498";" 828.9724";"1527.9794";" 931.4095";" 891.5705";"1119.0692";" 792.6526";"1062.1726";" 732.9315";" 647.2280";"1347.4393";"1981.8670"
"12am";"3991.42725";"4274.86400";"5558.05708";"1946.15896";"1461.90195";" 737.84900";" 843.59756";"1084.12617";"1942.90289";"1277.59941";"1588.18115";"1561.98426";" 900.26548";" 920.22442";" 492.01105";" 249.89386";"  90.12879";" 515.79626";" 298.21349";"1487.73102";" 741.24716";"1622.51930";" 994.11348";" 891.57051";"1272.58782";" 711.43242";" 958.73765";" 838.84176";" 647.22802";"1347.43934";"1981.86695"
"1pm";"3465.62397";"4251.55345";"5666.26739";"1829.06186";"1641.27847";" 854.71436";" 845.87213";"1121.20092";"2094.25919";"1154.44163";"1491.72994";"1515.41465";" 833.09331";"1106.97635";" 445.18132";" 268.58459";"  90.12879";" 474.75216";" 443.93718";"1959.76679";" 792.56657";"1386.80275";" 797.98935";" 891.57051";"1272.58782";" 612.62060";" 896.40977";" 746.95253";" 647.22802";"1366.84540";"1981.86695"
"2pm";"3607.52031";"3857.66870";"5872.21373";"2051.94607";"1684.82466";" 957.97687";" 711.04691";"1193.26324";"1983.60321";" 909.92743";"1406.93483";"1508.03015";" 747.69079";"1093.03345";" 492.07932";" 268.58459";"  90.12879";" 497.02645";" 546.98328";"1877.20539";" 594.56069";"1377.79466";" 714.17276";" 725.33009";"1154.24039";" 582.45438";" 722.89288";" 667.33499";" 577.52475";"1176.72067";"1837.40695"
"3pm";"3651.6357";"3575.5662";"5539.0770";"2243.9212";"1803.6089";" 764.0578";" 640.7786";"1094.4150";"1952.9767";"1049.7857";"1451.8922";"1554.3029";" 780.5155";"1017.3385";" 430.2427";" 268.5846";" 116.7932";" 555.2691";" 521.4136";"1780.7493";" 539.3106";"1659.7351";" 739.8955";" 662.0893";"1204.8561";" 582.4544";" 728.3894";" 667.3350";" 602.8891";"1117.6009";"1584.0819"
"4pm";"3604.6763";"3917.4149";"5339.6113";"2240.9161";"1590.2438";" 957.4371";" 709.4482";"1127.5854";"1665.2809";"1096.7843";"1776.8740";"1631.1530";" 840.9545";"1053.2781";" 419.4934";" 249.2458";" 160.0339";" 470.9844";" 323.4755";"1646.7713";" 638.8244";"1615.7394";" 821.2789";" 745.0397";"1204.8561";" 536.5091";" 784.5999";" 764.0357";" 854.1623";"1258.5394";"1790.1019"
"5pm";"3433.4496";"3370.3750";"4735.2279";"2180.7526";"1755.0534";"1059.7050";" 686.4626";"1075.0736";"1474.3160";"1352.4757";"1722.3288";"1783.3282";"1106.9537";" 984.2818";" 398.6481";" 229.4815";" 116.7932";" 385.4776";" 364.0669";"1258.4714";" 578.3273";"1487.9855";" 751.4150";" 643.1639";"1278.9561";" 506.5716";" 808.0754";" 683.9065";" 854.1623";"1406.9902";"1619.3505"
