"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967";"6354.967"
"4am";"326.933";"629.718";"265.781";"401.703";"254.790";"357.707";"276.665";"433.406";"146.114";" 91.245";" 75.655";"313.281";"258.999";" 69.345";"  0.000";"111.521";"192.056";" 22.820"
"5am";"306.839";"629.718";"265.781";"401.703";"254.790";"357.707";"276.665";"433.406";"146.114";" 91.245";" 75.655";"313.281";"258.999";" 69.345";"  0.000";"111.521";"192.056";" 22.820"
"6am";"331.254";"605.303";"265.781";"401.703";"254.790";"337.821";"276.665";"433.406";"134.204";" 71.247";" 75.655";"313.281";"258.999";" 69.345";"  0.000";" 73.345";"192.056";" 22.820"
"7am";"1211.207";" 325.664";" 553.147";" 654.516";" 351.381";" 289.791";"  83.537";"  70.144";"  67.969";" 175.286";"  53.468";" 241.904";" 182.079";" 337.189";"   0.000";"  32.531";"  30.718";"   0.000"
"8am";"1473.398";" 268.629";" 691.389";" 805.818";" 318.131";" 220.962";"  83.537";" 135.012";" 213.541";" 435.771";"  53.468";" 209.152";" 168.213";" 371.149";"   0.000";"  93.307";"  30.718";"   0.000"
"9am";"1473.162";" 354.001";" 721.726";" 772.136";" 366.238";" 203.002";"  83.537";" 305.981";" 213.541";" 435.771";"  22.187";" 235.600";" 168.213";" 371.149";"   0.000";"  93.307";"  30.718";"   0.000"
"10am";"1335.200";" 303.264";" 668.585";" 484.016";" 284.593";" 257.506";"  83.537";" 305.981";" 213.541";" 435.771";"  22.187";" 243.994";" 168.213";" 371.149";"   0.000";"  93.307";"  30.718";"   0.000"
"11am";"1283.996";" 309.186";" 636.542";" 455.151";" 295.642";" 208.216";"  83.537";" 331.868";" 532.311";" 435.771";"   0.000";" 268.409";" 145.749";" 371.149";"   0.000";"  93.307";"  30.718";"   0.000"
"12am";"1097.507";" 550.824";" 508.929";" 354.239";" 287.090";" 257.593";"  73.880";" 243.845";" 527.043";" 411.540";"  31.281";" 331.243";" 174.861";" 173.285";"   0.000";"  56.929";"   0.000";"   0.000"
"1pm";"1070.254";" 471.137";" 561.441";" 529.134";" 287.090";" 146.657";"  68.809";" 217.958";" 527.043";" 411.540";"  31.281";" 324.487";" 143.468";" 250.956";"   0.000";"  56.929";"   0.000";"   0.000"
"2pm";"1002.269";" 387.804";" 437.838";" 583.710";" 258.598";" 141.073";"  68.809";" 217.002";" 519.446";" 360.291";"  31.281";" 309.465";" 228.006";" 312.896";"   0.000";"  56.929";"   0.000";"   0.000"
"3pm";"994.705";"467.234";"446.000";"830.983";"245.841";"179.097";" 68.809";"217.002";"231.618";"147.458";"158.324";"285.050";"191.345";"312.896";"  0.000";" 56.929";"  0.000";"  0.000"
"4pm";"925.415";"448.114";"439.754";"593.442";"195.539";"161.439";"106.058";"233.865";"254.671";"178.709";"158.324";"285.050";"297.722";"113.056";"  0.000";" 32.531";"  0.000";" 22.820"
"5pm";"628.328";"655.549";"358.898";"660.083";"435.059";"268.387";"153.313";"315.229";"216.289";"154.475";"180.511";"562.196";"351.579";" 92.017";" 31.244";" 97.743";"192.056";" 22.820"
"6pm";"539.149";"814.131";"340.484";"492.824";"277.390";"332.059";"181.229";"350.901";"213.795";"142.494";"293.223";"339.729";"314.425";" 69.345";"  0.000";"111.521";"192.056";" 22.820"
"7pm";"518.280";"751.176";"524.327";"492.824";"277.390";"384.155";"276.665";"429.407";"146.114";"142.494";"233.416";"356.793";"368.282";" 69.345";"  0.000";"111.521";"192.056";" 22.820"
"8pm";"554.320";"751.176";"442.597";"492.824";"277.390";"357.707";"276.665";"433.406";"146.114";"142.494";"106.373";"313.281";"368.282";" 69.345";"  0.000";"149.697";"192.056";" 22.820"
"9pm";"372.269";"751.176";"442.597";"492.824";"277.390";"357.707";"276.665";"433.406";"146.114";" 91.245";" 75.655";"313.281";"368.282";" 69.345";"  0.000";"149.697";"192.056";" 22.820"
"10pm";"372.269";"751.176";"442.597";"492.824";"254.790";"357.707";"276.665";"433.406";"146.114";" 91.245";" 75.655";"313.281";"368.282";" 69.345";"  0.000";"149.697";"192.056";" 22.820"
"11pm";"372.269";"751.176";"403.294";"492.824";"254.790";"357.707";"276.665";"433.406";"146.114";" 91.245";" 75.655";"313.281";"368.282";" 69.345";"  0.000";"149.697";"192.056";" 22.820"
"12pm";"372.269";"751.176";"403.294";"492.824";"254.790";"357.707";"276.665";"433.406";"146.114";" 91.245";" 75.655";"313.281";"368.282";" 69.345";"  0.000";"149.697";"192.056";" 22.820"
"1am";"372.269";"751.176";"403.294";"401.703";"328.722";"357.707";"276.665";"433.406";"146.114";" 91.245";" 75.655";"313.281";"368.282";" 69.345";"  0.000";"149.697";"192.056";" 22.820"
"2am";"372.269";"751.176";"403.294";"401.703";"328.722";"357.707";"276.665";"433.406";"146.114";" 91.245";" 75.655";"313.281";"368.282";" 69.345";"  0.000";"149.697";"192.056";" 22.820"
"3am";"372.269";"751.176";"403.294";"401.703";"328.722";"357.707";"276.665";"433.406";"146.114";" 91.245";" 75.655";"313.281";"368.282";" 69.345";"  0.000";"149.697";"192.056";" 22.820"
