"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801";"4584.82801"
"4am";" 869.9749";" 341.8794";"1149.0054";"1134.1964";"2050.1156";"1762.7817";"1016.6085";"2434.4111";"1565.8451";"1730.4967";"1186.4666";"2966.8508";"1371.6106";"1270.7531";"1233.1949";"1117.1272";"2518.0337";"2203.1960";" 792.7384";"1460.9827";"2749.1956";" 569.9954";"1207.6831";"2243.9810";"1965.5821";"1930.1089";" 730.0317";"1798.4982";"2199.1563";"1082.3733";"1881.3143";"1136.6112";"1948.0343";"1431.0806";"1133.7011";"2435.1042";"2170.5863";"1467.2276";"1730.2640";"3446.3309";"1031.9994"
"5am";" 869.9749";" 363.6370";"1172.6301";"1017.9361";"1940.9174";"1701.2269";" 971.1512";"2125.4901";"2050.5755";"1730.4967";"1208.4427";"3245.7096";"1497.5424";"1180.0497";"1196.3428";"1117.1272";"2575.7692";"2958.7135";" 760.4060";"1309.9400";"2708.7571";" 571.0611";"1113.2989";"2108.7565";"1851.9780";"1898.2972";" 730.0317";"1665.0226";"2367.0519";"1004.8129";"1929.6537";"1100.7961";"1834.4150";"1431.0806";" 878.0923";"2367.0824";"2170.5863";"1365.0221";"1595.2588";"3225.5128";" 996.9804"
"6am";" 808.8077";" 399.5714";"1106.7471";" 960.3258";"1926.3541";"1497.9879";" 887.9557";"2261.2694";"1948.4982";"1616.9835";"1078.4105";"3360.4565";"1382.6521";"1119.4915";"1196.3428";"1038.4929";"2441.9259";"3050.1681";" 801.1548";"1347.6652";"2398.8694";" 498.5287";"1110.2691";"1862.0269";"1743.7758";"1879.1952";" 630.7795";"1529.1598";"2270.9312";"1191.1784";"2087.4525";"1135.0993";"1750.1428";"1185.5275";" 852.6798";"2183.6492";"2135.3541";"1351.4412";"1408.3755";"2911.2617";" 911.3397"
"7am";" 906.1724";" 673.1510";"1412.0454";" 910.0450";"2155.3173";"1257.3257";" 753.1313";"1729.7272";"2235.8009";"1620.2244";" 988.1154";"3440.3997";"1277.8395";" 912.7842";"1336.1244";" 929.4016";"2449.2603";"2820.9138";" 699.3712";" 889.6373";"1968.1796";" 498.8342";"1212.5455";"1811.7741";"1799.2448";"1730.4004";" 501.3319";"1476.3318";"2093.4798";"1167.3448";"2196.8310";"1073.2933";"1649.3379";" 945.6780";" 784.2587";"2428.9962";"2041.7870";"1715.6681";"1379.2761";"2744.2412";" 859.9910"
"8am";"1298.1225";" 678.0728";"1345.0501";" 845.6248";"2136.9473";"1254.4400";" 870.3249";"1749.5457";"2280.0018";"1765.3232";"1089.9827";"3266.2536";"1494.2934";" 912.7842";"1328.6154";" 888.2299";"2343.5559";"2868.0012";" 640.1262";" 847.0535";"1661.9723";" 477.9318";"1336.5332";"1923.9790";"1580.0661";"1698.5887";" 447.7707";"1420.0115";"2118.8619";"1167.3448";"2141.5278";"1123.1106";"1520.0984";" 922.7483";" 664.1676";"2334.7497";"2113.4279";"1628.0027";"1369.1723";"2700.8852";" 956.4512"
"9am";"1330.2022";" 809.8276";"1397.5371";" 784.3597";"2290.0993";"1396.4332";" 747.3951";"1693.4270";"2213.6049";"1767.2546";"1118.6918";"3030.8198";"1932.7822";" 752.2628";"1114.9110";" 999.6091";"1983.4207";"2699.5004";" 640.1262";"1005.5561";"1950.4467";" 520.8898";"1279.7191";"1761.5319";"1613.5774";"1572.9525";" 429.6494";"1488.4192";"2014.4055";"1167.3448";"2127.2062";"1187.7799";"1406.9618";" 922.7483";" 607.8524";"2275.8983";"1994.6729";"1521.4601";"1339.2487";"2644.0421";" 960.4562"
"10am";"1318.3837";" 862.1253";"1279.6525";" 834.7224";"2257.3061";"1494.9043";" 700.3491";"1640.5845";"2151.1460";"1682.7290";"1113.3906";"2950.8788";"2479.5285";" 790.7667";"1147.9372";" 848.1094";"2063.8637";"2779.2900";" 679.0730";"1044.5941";"2004.1014";" 520.9569";"1319.0743";"1580.4813";"1570.2181";"1565.7374";" 402.5672";"1522.1883";"2008.2763";"1167.3448";"1973.4949";"1220.8556";"1342.4546";" 954.5181";" 597.6889";"2142.5142";"1819.8617";"1658.0173";"1133.8489";"2716.1538";"1069.7575"
"11am";"1127.2308";" 787.1748";"1252.0313";" 834.0850";"2262.5656";"1430.4187";" 630.0943";"1650.7429";"2275.7070";"1761.1713";"1200.4199";"3085.6764";"1920.7465";" 781.5732";"1239.4405";" 845.6972";"2234.7756";"2836.8266";" 679.0730";"1044.5941";"2021.2503";" 550.3441";"1396.4986";"1560.9387";"1577.3626";"1533.9256";" 470.8851";"1445.4372";"2041.0938";"1157.3332";"2074.1962";"1132.7495";"1636.1388";"1029.9244";" 723.5897";"2146.5089";"1834.5240";"1636.7392";"1466.8164";"2635.7591";"1072.3788"
