"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988";"70.1128612772988"
"4am";"29.98654";"42.28726";"46.81400";"46.41388";"49.07302";"50.25125";"41.53404";"53.26221";"39.40447";"46.39252";"51.08281";"54.67416";"50.28700";"60.28279";"63.19988";"48.77125";"64.32248";"49.71862";"45.36499"
"5am";"31.12510";"42.04214";"45.21929";"47.15118";"48.60725";"52.42462";"41.53404";"53.24815";"38.82259";"47.21835";"50.23298";"53.34514";"49.35659";"61.08850";"63.42824";"47.74540";"62.43332";"48.30023";"45.59720"
"6am";"33.04419";"40.04684";"43.03704";"46.34930";"49.04892";"50.22332";"42.19465";"52.11652";"40.02920";"47.40879";"50.23298";"53.09073";"47.76668";"63.33938";"61.72724";"48.70978";"61.62115";"47.46428";"44.57920"
"7am";"33.94108";"44.99285";"42.36616";"44.98768";"42.09762";"50.23128";"43.89801";"48.41915";"35.11296";"55.37950";"41.93038";"50.66417";"53.29904";"67.26505";"52.51441";"46.69677";"65.98052";"41.42502";"46.84375"
"8am";"42.17353";"42.84840";"36.36131";"41.53319";"38.31300";"55.90632";"40.45960";"45.94166";"29.60988";"61.84623";"43.34942";"37.85778";"53.71099";"64.07360";"42.36916";"47.92609";"60.38897";"31.82661";"43.41325"
"9am";"45.93015";"42.40147";"40.20909";"38.87360";"36.47432";"55.20561";"40.79419";"47.33131";"26.51142";"61.61903";"41.16238";"41.50680";"53.51077";"65.48655";"44.09695";"46.66274";"57.10771";"29.64369";"46.25087"
"10am";"44.95303";"44.88718";"37.45095";"39.15461";"37.00716";"53.67413";"43.54048";"48.13850";"25.99977";"63.67546";"42.78930";"36.52150";"53.90834";"66.56357";"43.19428";"46.90042";"55.06126";"31.10172";"45.63789"
"11am";"43.77768";"40.53561";"39.67154";"40.25286";"36.94116";"53.98433";"38.02021";"42.25186";"27.93531";"57.66727";"41.11781";"40.16851";"52.77563";"67.11035";"40.25818";"49.32015";"56.77311";"34.37060";"48.65477"
"12am";"44.30732";"45.77016";"43.57027";"42.78474";"35.58006";"54.77077";"38.34289";"50.52885";"28.36737";"54.97059";"44.62222";"46.55679";"50.26794";"64.21389";"42.34114";"50.08937";"43.41397";"33.70413";"48.03230"
