"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11"
"4am";" 40.606";" 44.838";"  0.000";"  0.000";"  0.000";"119.710";"  0.000";"  0.000";" 26.612";"225.773";"  0.000";"168.298";"  0.000";" 40.297";"  0.000";" 50.977";"  0.000";"  0.000";" 37.892"
"5am";"151.727";" 44.838";"  0.000";"217.586";"  0.000";"467.601";"  0.000";" 39.730";" 26.612";"308.402";"  0.000";"197.330";" 62.233";"211.136";" 39.390";" 90.470";"  0.000";"  0.000";" 80.120"
"6am";"414.231";" 44.838";" 85.237";"338.843";"102.773";"929.843";" 64.773";"119.512";"132.391";"417.051";" 93.333";"197.330";"222.244";"980.489";" 78.671";"280.601";"  0.000";" 82.618";"139.224"
"7am";"1467.874";" 217.558";" 685.254";"1010.321";" 579.432";"3241.091";" 487.825";" 223.423";" 298.626";"1956.608";" 263.441";" 308.739";"1186.206";"2001.767";" 325.124";" 539.872";" 818.026";" 185.004";" 702.563"
"8am";"3273.162";" 442.464";" 992.408";"1724.451";"1180.155";"7427.222";"1040.876";"1062.244";" 504.541";"3368.205";" 584.888";" 384.627";"2486.510";"2991.024";" 489.157";"1195.469";" 882.507";" 491.966";"1329.517"
"9am";"3756.795";" 599.139";"1141.149";"1820.687";"1231.716";"8546.160";"1155.573";"1296.926";" 635.526";"3301.206";" 660.417";" 422.728";"2446.970";"3031.434";" 510.838";"1497.813";" 882.226";" 555.888";"1260.298"
"10am";"3703.942";" 560.750";"1072.650";"1854.965";"1311.168";"8621.270";"1151.122";"1433.715";" 569.479";"3607.746";" 660.417";" 422.728";"2469.470";"3045.484";" 510.838";"1897.395";" 882.226";" 668.893";"1414.648"
"11am";"3587.720";" 422.618";"1035.850";"1717.951";"1027.146";"8341.666";" 992.458";"1436.220";" 569.479";"3646.952";" 660.417";" 459.123";"2410.009";"3112.811";" 420.867";"1792.941";" 860.826";" 640.037";"1382.176"
"12am";"2433.801";" 476.811";" 635.063";"1280.279";" 737.218";"5621.802";" 755.721";" 719.911";" 520.076";"2314.639";" 473.271";" 211.749";"1338.912";"2120.208";" 202.530";" 780.037";"  32.022";" 325.043";" 864.911"
"1pm";"3344.930";" 572.440";" 946.352";"1218.671";"1295.595";"8006.122";" 998.646";" 705.976";" 536.935";"3181.897";" 452.844";" 279.499";"2545.994";"2764.333";" 292.842";"1468.543";" 958.114";" 484.889";"1390.228"
"2pm";"3578.157";" 512.433";" 734.768";"1261.272";"1229.637";"7958.881";"1054.290";"1001.443";" 479.165";"3259.979";" 769.825";" 226.743";"2600.960";"3022.278";" 426.772";"1707.708";"1003.678";" 686.684";"1360.547"
"3pm";"3447.837";" 597.403";" 702.622";"1108.052";"1258.627";"7773.077";" 943.841";" 923.589";" 446.901";"2835.432";" 620.059";" 226.743";"2619.650";"2406.362";" 476.288";"1422.050";"1003.678";" 648.328";"1294.232"
"4pm";"3341.341";" 552.069";" 548.342";"1135.876";" 853.788";"6519.332";" 815.518";" 884.968";" 402.576";"2555.098";" 403.215";" 187.250";"2524.098";"2292.522";" 415.114";"1119.227";" 958.114";" 711.124";"1424.980"
"5pm";"1848.622";" 308.640";" 358.998";" 669.201";" 545.442";"3827.269";" 390.402";" 498.775";" 230.798";"1267.497";" 260.633";" 117.794";"1793.442";"1433.130";" 511.104";" 728.393";" 820.371";" 324.999";" 915.424"
"6pm";" 883.801";" 274.384";" 173.199";" 586.514";" 365.072";"1917.303";" 193.649";" 220.479";" 111.500";" 525.768";" 100.468";"  81.399";"1019.258";" 844.542";" 412.573";" 677.036";"   0.000";" 274.252";" 513.434"
"7pm";" 214.148";" 215.825";" 125.587";" 287.363";" 185.055";"1121.047";"  31.355";"  22.067";"   0.000";" 271.267";"  72.049";"  13.649";" 459.145";" 335.358";"  90.920";" 180.057";"   0.000";"  47.784";" 395.070"
"8pm";"159.338";" 99.543";" 89.192";" 83.842";" 61.479";"994.697";"  0.000";"  0.000";"  0.000";"105.734";"  0.000";"  0.000";"243.261";"170.652";"  0.000";"127.743";"  0.000";" 47.784";"  0.000"
"9pm";" 54.332";"  0.000";" 23.173";" 52.426";" 61.479";"770.505";" 58.704";"  0.000";"  0.000";" 42.552";"  0.000";"  0.000";" 11.979";" 40.548";"  0.000";" 97.288";"  0.000";" 29.926";" 40.250"
"10pm";" 54.332";"  0.000";" 23.173";" 52.426";"  0.000";"354.919";" 58.704";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";" 97.288";"  0.000";"  0.000";" 40.250"
"11pm";" 45.656";"  0.000";" 23.173";" 22.500";"  0.000";"111.262";" 58.704";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";" 97.288";"  0.000";"  0.000";" 40.250"
"12pm";"45.656";" 0.000";"23.173";"22.500";" 0.000";"90.519";"58.704";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";"40.250"
"1am";" 0.000";" 0.000";"23.173";"22.500";" 0.000";"51.084";"58.704";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";"40.250"
"2am";" 0.000";" 0.000";" 0.000";"22.500";" 0.000";"51.084";"58.704";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";"40.250"
"3am";" 0.000";" 0.000";" 0.000";"22.500";" 0.000";"51.084";"58.704";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";"40.250"
