"district","hour","cs1","cs2","cs3","cs4","cs5"
"001","4am",4.372605,5.8328,43.19379,26.17116,20.42965
"002","4am",5.05307,14.65879,40.29823,19.4101,20.57982
"003","4am",2.083923,11.24772,50.61395,20.41709,15.63731
"004","4am",4.841599,10.92631,48.49265,17.23906,18.50038
"005","4am",2.330141,11.42551,42.65471,17.47643,26.1132
"006","4am",4.773061,18.69207,46.75116,18.51799,11.26572
"007","4am",4.400008,14.44249,45.34736,22.22767,13.58247
"008","4am",5.893714,18.04566,43.42107,16.40563,16.23393
"009","4am",5.721219,12.89882,43.18897,16.97296,21.21803
"010","4am",10.388906,12.80334,41.37354,21.06683,14.36738
"011","4am",3.019721,16.63802,43.50616,15.54008,21.29602
"012","4am",9.701457,12.65361,46.34654,15.65722,15.64117
"013","4am",4.616536,20.23577,40.12433,18.92291,16.10046
"014","4am",9.371695,19.61226,42.35787,17.92872,10.72945
"015","4am",3.303623,10.67389,44.03154,30.34627,11.64468
"016","4am",4.064267,16.36622,49.38859,15.81717,14.36375
"017","4am",4.596627,14.57328,41.90793,24.80644,14.11572
"018","4am",2.209095,13.3637,40.53161,29.32588,14.56972
"001","5am",4.276385,6.00229,43.8249,25.59525,20.30117
"002","5am",5.05307,14.658786,40.29823,19.4101,20.57982
"003","5am",2.030975,11.734978,51.09572,19.89833,15.23999
"004","5am",4.853863,9.806746,49.50941,17.28273,18.54725
"005","5am",2.346256,11.833143,41.92951,17.5973,26.29379
"006","5am",4.773582,18.019104,47.42036,18.52001,11.26695
"007","5am",4.426124,14.528214,45.61652,22.3596,13.06954
"008","5am",6.235044,19.090759,41.42397,17.35575,15.89448
"009","5am",5.758538,12.130472,43.67088,17.08367,21.35643
"010","5am",10.340788,14.08751,40.30161,20.96925,14.30084
"011","5am",3.062718,17.458304,42.93491,15.76135,20.78272
"012","5am",9.785032,12.046889,46.32495,16.06721,15.77592
"013","5am",4.616536,20.235773,40.12433,18.92291,16.10046
"014","5am",9.260441,18.664429,43.47434,17.99872,10.60207
"015","5am",3.358028,10.361726,43.59779,30.84601,11.83645
"016","5am",4.062598,16.716876,49.09195,15.21453,14.91405
"017","5am",4.624602,14.661977,41.55439,24.95741,14.20162
"018","5am",2.233605,13.511966,39.87181,29.65125,14.73137
"001","6am",4.0727,5.7164,45.33253,25.49685,19.38152
"002","6am",5.254474,14.796976,40.73742,18.99739,20.21373
"003","6am",2.027137,12.63504,50.03469,20.56092,14.7422
"004","6am",4.92554,8.969099,49.37595,17.90828,18.82113
"005","6am",2.375354,11.611008,41.57822,17.81553,26.61988
"006","6am",4.995823,15.429355,48.72969,19.38223,11.46289
"007","6am",4.560984,13.861443,45.51266,22.59716,13.46776
"008","6am",6.186186,18.941164,42.07698,16.76398,16.03169
"009","6am",5.76064,10.294926,46.792,16.50205,20.65039
"010","6am",9.72764,15.005336,41.51686,19.7259,14.02427
"011","6am",3.133505,17.861804,43.3181,14.42354,21.26305
"012","6am",9.715578,11.370717,46.61645,16.63331,15.66394
"013","6am",4.48632,19.652417,41.80111,18.41383,15.64632
"014","6am",9.674916,19.500556,44.4425,15.31834,11.06368
"015","6am",3.473881,10.719212,43.48052,31.2372,11.08918
"016","6am",4.445763,17.252609,47.99015,15.20041,15.11107
"017","6am",4.987722,14.255786,41.76814,24.9479,14.04045
"018","6am",2.352317,13.031987,39.15793,30.60275,14.85501
"001","7am",3.43382,5.277312,45.9675,29.09048,16.230893
"002","7am",4.814983,11.078597,44.31601,17.89307,21.897333
"003","7am",1.891571,10.355483,51.28449,19.38094,17.087516
"004","7am",4.944982,12.882619,50.1479,16.72363,15.300869
"005","7am",2.603082,15.824262,38.56223,17.96379,25.046637
"006","7am",4.547719,21.599372,44.46591,14.88349,14.503518
"007","7am",5.366994,17.199949,44.80813,23.45311,9.171816
"008","7am",6.873274,18.551403,39.70781,18.55748,16.310031
