"district","hour","resarea1","resarea2","resarea3"
"001","4am",0,90.9,6417.479
"002","4am",0,0,6295.289
"003","4am",59.938,127.043,6251.071
"004","4am",0,7838.888,52.767
"005","4am",31.244,233.242,4592.792
"006","4am",0,247.359,4430.999
"007","4am",0,5173.235,0
"008","4am",40.523,5717.062,0
"009","4am",0,4320.745,33.315
"010","4am",93.691,4167.683,20.648
"011","4am",0,5248.991,0
"012","4am",0,7779.423,53.14
"013","4am",0,7247.769,0
"014","4am",149.055,7141.402,74.93
"015","4am",6058.951,0,0
"016","4am",6746.227,22.755,0
"017","4am",7214.029,0,27.332
"018","4am",4397.294,0,0
"001","5am",0,211.475,6421.809
"002","5am",0,0,6295.289
"003","5am",140.458,198.497,6242.111
"004","5am",46.714,7826.035,0
"005","5am",31.244,185.082,4554.452
"006","5am",0,275.299,4460.802
"007","5am",0,5146.404,0
"008","5am",40.523,5427.076,0
"009","5am",0,4294.876,33.315
"010","5am",93.691,4186.303,20.648
"011","5am",27.377,5154.792,0
"012","5am",38.176,7687.075,44.301
"013","5am",0,7247.769,0
"014","5am",142.9,7223.335,74.93
"015","5am",5966.553,0,0
"016","5am",6735.995,35.618,0
"017","5am",7174.543,0,27.332
"018","5am",4352.778,0,0
"001","6am",76.614,301.457,6539.09
"002","6am",0,26.831,6050.306
"003","6am",231.952,170.555,6189.215
"004","6am",46.714,7698.566,18.865
"005","6am",31.244,185.082,4477.582
"006","6am",37.128,275.299,4236.514
"007","6am",0,5012.744,0
"008","6am",40.523,5453.412,13.21
"009","6am",70.714,4222.715,33.315
"010","6am",117.134,4366.187,70.714
"011","6am",66.863,5009.293,0
"012","6am",61.965,7670.394,89.481
"013","6am",117.325,7323.526,0
"014","6am",357.436,6733.93,76.339
"015","6am",5767.569,11.865,0
"016","6am",6089.669,58.923,46.698
"017","6am",6630.518,0,27.332
"018","6am",4133.178,0,0
"001","7am",921.534,2053.532,6343.812
"002","7am",195.873,549.147,5454.801
"003","7am",533.304,1481.056,5299.016
"004","7am",384.293,7285.025,540.436
"005","7am",144.602,587.967,3746.496
"006","7am",481.48,818.833,3549.944
"007","7am",181.308,3743.102,0
"008","7am",536.863,4062.372,112.006
"009","7am",419.345,3891.477,198.508
"010","7am",355.619,3900.99,201.383
"011","7am",162.534,3883.568,0
"012","7am",201.901,6743.91,141.65
"013","7am",412.725,6151.377,152.235
"014","7am",835.718,5778.516,637.019
"015","7am",4424.369,29.919,112.968
"016","7am",5148.279,335.509,72.978
"017","7am",4561.813,378.675,127.348
"018","7am",3124.121,87.514,79.194
"001","8am",923.771,3371.014,6454.018
"002","8am",389.877,1043.4,4133.251
"003","8am",1036.807,2092.003,5451.399
"004","8am",853.178,6266.67,837.373
"005","8am",297.966,1006.95,2904.581
"006","8am",663.928,1136.026,2966.854
"007","8am",359.478,2858.46,24.925
"008","8am",717.294,3661.627,208.117
"009","8am",625.4,4186.495,512.361
"010","8am",425.11,3717.192,583.953
"011","8am",294.121,3412.053,59.462
"012","8am",457.279,5945.009,556.122
"013","8am",674.376,5386.786,263.892
"014","8am",1398.199,5802.663,1137.687
"015","8am",3216.957,169.389,112.968
"016","8am",3686.845,677.551,154.431
"017","8am",4014.816,633.386,127.348
"018","8am",2256.609,42.156,79.194
"001","9am",1115.412,3889.326,5871.811
"002","9am",389.877,1238.812,4192.622
"003","9am",1103.66,2437.62,5342.772
"004","9am",816.05,5890.861,975.118
"005","9am",321.409,1134.951,2635.307
"006","9am",710.222,1181.505,2955.634
"007","9am",359.478,2644.793,24.925
"008","9am",860.241,3476.798,208.117
"009","9am",670.495,3934.707,570.113
"010","9am",399.45,3518.404,689.302
"011","9am",388.924,3056.061,83.877
"012","9am",570.072,6056.776,817.368
"013","9am",680.844,4828.084,363.182
"014","9am",1204.728,5940.373,1213.099
"015","9am",3080.995,169.389,112.968
"016","9am",3632.533,664.729,204.982
"017","9am",3767.637,765.52,162.392
"018","9am",2129.65,42.156,132.479
"001","10am",1140.8,4015.8,6165.084
"002","10am",487.862,1344.148,3670.837
"003","10am",1094.696,2672.082,5629.98
"004","10am",751.498,5434.262,973.51
"005","10am",362.377,958.826,2374.067
"006","10am",626.8,1285.251,2836.708
"007","10am",359.478,2480.327,24.925
"008","10am",906.564,3674.815,208.117
"009","10am",684.23,3700.726,542.698
"010","10am",399.18,3791.041,689.302
"011","10am",509.784,2822.685,83.877
"012","10am",735.409,5814.637,978.093
"013","10am",703.526,4945.582,389.315
"014","10am",1448.15,5682.262,1213.099
"015","10am",2867.391,169.389,143.305
"016","10am",3439.988,670.197,204.982
"017","10am",3476.737,1031.971,127.348
"018","10am",1892.977,42.156,105.081
"001","11am",942.296,4131.782,5949.812
"002","11am",457.671,1186.924,4046.76
"003","11am",983.391,2235.514,5409.865
"004","11am",795.762,5658.315,949.847
"005","11am",316.273,921.242,2560.838
"006","11am",589.014,1266.079,2930.753
"007","11am",359.478,2588.474,24.925
"008","11am",630.428,3775.039,266.169
"009","11am",722.064,4266.643,542.698
"010","11am",484.489,3763.571,690.626
"011","11am",399.465,3185.32,102.742
"012","11am",557.883,5779.499,914.968
"013","11am",720.852,4831.859,277.405
"014","11am",1337.446,5595.247,1177.107
"015","11am",2960.213,169.389,112.968
"016","11am",3572.755,670.197,184.888
"017","11am",4000.699,586.763,127.348
"018","11am",2220.345,42.156,105.081
"001","12am",919.117,3052.123,6170.053
"002","12am",441.151,1053.922,5040.615
"003","12am",807.175,1455.717,5278.231
"004","12am",546.124,6283.482,640.806
"005","12am",285.029,610.55,2950.353
"006","12am",558.129,953.247,3190.568
"007","12am",313.807,3491.234,0
"008","12am",487.481,4201.743,224.073
"009","12am",546.073,4177.706,401.398
"010","12am",277.953,3995.205,493.179
"011","12am",307.269,3671.274,24.415
"012","12am",483.889,5986.317,566.781
"013","12am",451.901,5230.556,267.911
"014","12am",1050.501,6049.461,782.154
"015","12am",3644.38,113.214,112.968
"016","12am",4510.973,469.328,149.844
"017","12am",4307.538,566.423,151.766
"018","12am",2473.729,42.156,129.205
"001","1pm",1033.572,3496.021,5734.393
"002","1pm",412.983,1382.737,4695.845
"003","1pm",785.258,2063.292,5384.572
"004","1pm",756.886,5758.51,978.424
"005","1pm",205.756,724.719,2567.135
"006","1pm",694.816,1208.129,2943.096
"007","1pm",359.478,3019.792,24.925
"008","1pm",571.203,3862.752,215.864
"009","1pm",868.166,4197.873,499.621
"010","1pm",305.759,4161.661,695.865
"011","1pm",327.611,3268.819,123.152
"012","1pm",529.572,5840.423,921.555
"013","1pm",627.301,5033.499,370.389
"014","1pm",1140.127,5661.242,1047.9
"015","1pm",3424.279,169.389,74.944
"016","1pm",3857.093,746.588,149.844
"017","1pm",4131.457,510.588,142.516
"018","1pm",2213.611,42.156,79.194
"001","2pm",1154.501,3680.167,5579.439
"002","2pm",377.766,1480.028,4402.386
"003","2pm",749.254,2309.958,5119.742
"004","2pm",787.536,5170.05,1157.746
"005","2pm",227.972,708.582,2152.786
"006","2pm",668.932,1229.07,2779.722
"007","2pm",359.478,2888.785,70.051
"008","2pm",587.165,3669.752,215.864
"009","2pm",798.038,4186.189,494.272
"010","2pm",305.759,3664.245,758.066
"011","2pm",399.489,3207.489,80.409
"012","2pm",455.026,5867.225,1035.582
"013","2pm",627.301,5278.743,490.208
"014","2pm",1199.019,5575.274,1148.516
"015","2pm",3175.589,228.877,127.711
"016","2pm",3893.922,865.386,121.523
"017","2pm",3945.285,880.628,305.679
"018","2pm",2173.257,42.156,79.194
"001","3pm",1215.24,3662.133,5788.944
"002","3pm",405.049,1364.1,4044.096
"003","3pm",734.769,2174.669,4837.911
"004","3pm",658.491,5585.73,1134.828
"005","3pm",158.498,734.301,2316.768
"006","3pm",542.3,1165.558,2988.016
"007","3pm",359.478,2788.639,66.516
"008","3pm",547.217,3827.577,246.578
"009","3pm",664.202,3882.853,615.292
"010","3pm",346.282,3406.119,631.921
"011","3pm",387.633,3304.141,86.328
"012","3pm",568.834,6064.913,843.427
"013","3pm",637.06,5293.387,502.623
"014","3pm",986.537,5701.221,1189.404
"015","3pm",3219.86,102.047,99.983
"016","3pm",4258.876,749.777,121.523
"017","3pm",4071.722,1012.398,616.362
"018","3pm",1919.237,85.056,79.194
"001","4pm",1169.027,2923.291,5807.511
"002","4pm",317.625,1390.901,4121.924
"003","4pm",471.219,1777.853,5224.226
"004","4pm",543.536,5503.122,1050.211
"005","4pm",117.975,529.272,2493.397
"006","4pm",395.447,868.2,3318.73
"007","4pm",329.287,3076.07,24.925
"008","4pm",378.655,4168.035,214.413
"009","4pm",556.85,3953.728,319.133
"010","4pm",294.445,3862.475,522.727
"011","4pm",331.448,3495.333,116.327
"012","4pm",547.258,6234.441,936.892
"013","4pm",475.407,5485.356,494.872
"014","4pm",1000.88,5871.399,869.135
"015","4pm",3348.042,123.267,74.944
"016","4pm",4552.469,517.403,76.866
"017","4pm",5101.016,706.782,422.706
"018","4pm",2560.866,42.156,42.307
"001","5pm",708.49,2080.864,5521.66
"002","5pm",127.577,662.092,4635.114
"003","5pm",183.751,1302.633,5775.572
"004","5pm",337.322,6157.997,941.175
"005","5pm",0,387.216,3055.988
"006","5pm",218.238,640.92,3690.478
"007","5pm",102.087,3931.202,24.925
"008","5pm",148.577,4736.595,129.634
"009","5pm",168.179,3781.238,154.335
"010","5pm",179.532,4078.178,485.559
"011","5pm",269.551,3807.334,162.43
"012","5pm",429.289,7017.299,708.456
"013","5pm",515.241,6176.94,366.536
"014","5pm",839.487,6035.876,629.913
"015","5pm",4254.682,55.663,131.287
"016","5pm",4891.407,270.003,51.354
"017","5pm",6061.693,686.841,184.644
"018","5pm",3266.595,42.156,42.307
"001","6pm",244.372,1615.677,6038.727
"002","6pm",173.402,312.027,5342.757
"003","6pm",151.441,991.186,6003.277
"004","6pm",192.055,6872.22,352.573
"005","6pm",0,73.648,3458.202
"006","6pm",191.708,301.251,4228.552
"007","6pm",45.095,4767.469,25.039
"008","6pm",108.574,4833.329,89.755
"009","6pm",183.862,3878.943,123.998
"010","6pm",49.383,4468.745,275.693
"011","6pm",191.779,4634.742,124.878
"012","6pm",169.34,7022.553,368.052
"013","6pm",178.234,7055.395,190.119
"014","6pm",388.072,6635.714,645.185
"015","6pm",5323.082,99.175,38.024
"016","6pm",5658.505,223.236,26.315
"017","6pm",6518.933,357.4,150.845
"018","6pm",3507.944,59.068,90.231
"001","7pm",331.994,1067.109,6296.442
"002","7pm",123.938,175.177,5793.133
"003","7pm",109.341,648.226,6569.674
"004","7pm",140.227,7283.047,201.451
"005","7pm",35.036,49.007,4050.576
"006","7pm",111.79,94.31,4184.268
"007","7pm",45.095,4883.059,0
"008","7pm",39.948,5361.514,0
"009","7pm",70.213,3955.441,24.418
"010","7pm",49.383,4606.075,190.211
"011","7pm",152.293,4973.431,79.051
"012","7pm",73.594,6954.968,122.051
"013","7pm",97.941,7736.801,70.219
"014","7pm",283.321,6970.819,233.614
"015","7pm",5638.353,34.443,38.024
"016","7pm",6107.047,257.854,0
"017","7pm",7039.466,171.994,244.123
"018","7pm",4005.784,118.136,90.231
"001","8pm",312.28,818.025,6244.318
"002","8pm",0,128.691,6109.234
"003","8pm",68.818,414.017,6587.659
"004","8pm",45.095,7277.741,163.343
"005","8pm",35.036,166.352,4132.225
"006","8pm",73.163,35.242,4353.713
"007","8pm",93.691,4884.155,0
"008","8pm",0,5533.702,0
"009","8pm",25.118,4043.414,24.418
"010","8pm",49.383,4663.454,157.283
"011","8pm",118.803,5193.958,93.621
"012","8pm",58.705,7355.955,95.771
"013","8pm",104.343,7541.987,60.251
"014","8pm",219.611,7397.721,149.525
"015","8pm",5938.409,16.389,38.024
"016","8pm",6550.167,240.526,0
"017","8pm",7050.971,161.059,135.022
"018","8pm",4015.298,228.662,0
"001","9pm",272.794,776.53,6426.35
"002","9pm",0,155.176,5923.483
"003","9pm",38.627,319.029,6936.066
"004","9pm",45.095,7516.197,163.343
"005","9pm",35.036,166.352,4138.436
"006","9pm",73.163,35.242,4409.093
"007","9pm",93.691,4990.544,0
"008","9pm",0,5602.11,0
"009","9pm",25.118,4078.106,24.418
"010","9pm",72.826,4588.489,56.017
