"district","hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"001","4am",3.878063,6.126707,43.3276,25.65664,21.010993
"002","4am",5.160492,16.71063,38.86258,18.84292,20.423378
"003","4am",3.040865,11.520059,48.31799,22.46632,14.654764
"004","4am",4.698027,12.927126,47.27884,17.91519,17.180813
"005","4am",2.856517,13.272313,42.70442,16.18753,24.97922
"006","4am",5.416497,17.701724,49.99139,14.06274,12.82765
"007","4am",5.068657,14.039995,45.06781,22.76582,13.057718
"008","4am",7.101259,18.856896,41.52346,16.38784,16.130549
"009","4am",6.402563,14.067986,43.28911,14.22122,22.019121
"010","4am",11.532298,13.06854,39.70153,20.43438,15.263251
"011","4am",2.805727,23.808484,38.98896,17.05744,17.339383
"012","4am",11.038328,13.518446,43.4977,16.3317,15.61383
"013","4am",6.725875,18.960446,39.45382,18.98112,15.878742
"014","4am",8.886526,21.205878,44.46102,17.32739,8.119193
"015","4am",4.752212,12.377899,42.54271,28.15168,12.175493
"016","4am",3.926657,16.428095,49.8299,15.56969,14.245659
"017","4am",4.402633,16.404516,43.42279,25.14101,10.629049
"018","4am",2.539446,13.496391,42.18968,27.85502,13.919466
"001","5am",3.794367,6.286594,43.94368,25.10292,20.87244
"002","5am",5.160492,16.71063,38.86258,18.84292,20.42338
"003","5am",3.423961,11.95907,48.35791,21.9446,14.31445
"004","5am",4.709575,11.84576,48.2624,17.95922,17.22304
"005","5am",2.874877,13.663024,42.03075,16.29157,25.13977
"006","5am",5.417038,17.085333,50.60456,14.06414,12.82893
"007","5am",5.095461,14.114239,45.30614,22.8862,12.59796
"008","5am",5.979829,19.222053,41.01856,17.29808,16.48147
"009","5am",6.44144,13.359845,43.73831,14.30758,22.15282
"010","5am",11.48048,14.313142,38.66915,20.34256,15.19467
"011","5am",2.842809,24.664635,38.39902,17.28289,16.81065
"012","5am",11.130715,12.936218,43.45288,16.73567,15.74451
"013","5am",6.725875,18.960446,39.45382,18.98112,15.87874
"014","5am",9.484079,20.376567,44.70929,17.39355,8.03651
"015","5am",4.827677,12.103944,42.10081,28.59873,12.36884
"016","5am",3.925098,17.304231,49.54312,14.98754,14.24
"017","5am",4.42829,16.500115,43.09308,25.28752,10.69099
"018","5am",2.566631,13.640867,41.57084,28.1532,14.06847
"001","6am",3.616954,6.405065,45.0057,25.02934,19.942942
"002","6am",5.348883,16.912105,39.21244,18.44421,20.082364
"003","6am",2.965119,12.781441,47.84568,22.54675,13.861014
"004","6am",4.777023,11.062571,48.1151,18.5756,17.469703
"005","6am",2.925963,12.942855,41.9636,16.58108,25.586507
"006","6am",5.647095,14.683287,51.93417,14.66144,13.074013
"007","6am",5.233321,13.510967,45.20552,23.11139,12.938805
"008","6am",6.46605,19.077548,41.11692,16.73079,16.608693
"009","6am",6.443629,11.651636,46.64364,13.76522,21.495872
"010","6am",10.364152,15.646891,39.94424,19.17034,14.874379
"011","6am",2.903694,25.192883,38.65697,16.07577,17.170683
"012","6am",11.053942,12.273013,43.75596,17.28117,15.635916
