"district","hour","act1","act2","act3","act4","act5"
"001","4am",96.47163,1.5990771,0,0,1.9292976
"002","4am",100,0,0,0,0
"003","4am",96.70677,1.3199179,0,0,1.9733143
"004","4am",98.28096,1.3804709,0,0,0.3385728
"005","4am",93.44079,6.072084,0,0,0.4871247
"006","4am",94.23387,4.9260232,0,0,0.8401024
"007","4am",100,0,0,0,0
"008","4am",98.69579,1.30421,0,0,0
"009","4am",98.05095,1.7272615,0,0,0.221793
"010","4am",96.93498,3.065024,0,0,0
"011","4am",99.32337,0.6766253,0,0,0
"012","4am",99.63326,0.1128494,0,0,0.2538888
"013","4am",99.04836,0,0,0,0.9516446
"014","4am",94.63176,5.1027597,0,0,0.265485
"015","4am",100,0,0,0,0
"016","4am",99.66383,0.3361658,0,0,0
"017","4am",98.56086,1.4391355,0,0,0
"018","4am",100,0,0,0,0
"001","5am",93.95595,4.1510811,0,0,1.8929689
"002","5am",100,0,0,0,0
"003","5am",94.07272,3.5722632,0,0,1.9304319
"004","5am",98.09966,1.5609541,0,0,0.3393859
"005","5am",94.33134,5.1726993,0,0,0.4959568
"006","5am",92.48534,5.4559014,1.228901,0,0.8298598
"007","5am",99.57568,0.4243157,0,0,0
"008","5am",98.62662,1.3733816,0,0,0
"009","5am",96.52864,3.2482393,0,0,0.2231186
"010","5am",96.94825,3.0517537,0,0,0
"011","5am",98.2707,1.7292952,0,0,0
"012","5am",99.2527,0.4913539,0,0,0.2559478
"013","5am",99.04836,0,0,0,0.9516446
"014","5am",92.94304,6.7941781,0,0,0.2627814
"015","5am",100,0,0,0,0
"016","5am",97.03641,2.9635923,0,0,0
"017","5am",98.55297,1.4470259,0,0,0
"018","5am",100,0,0,0,0
"001","6am",88.35937,9.825346,0,0,1.8152823
"002","6am",99.55849,0,0,0,0.4415072
"003","6am",93.11819,4.1655124,0,0,1.9273113
"004","6am",96.85762,2.7982476,0,0,0.3441332
"005","6am",93.68281,5.8131092,0,0,0.5040789
"006","6am",90.34931,7.5072198,1.279463,0,0.8640033
"007","6am",99.32767,0.4356297,0,0,0.2366967
"008","6am",96.73366,3.2663385,0,0,0
"009","6am",92.8531,6.9237052,0,0,0.2231932
"010","6am",92.53818,7.4618223,0,0,0
"011","6am",96.9303,3.0697047,0,0,0
"012","6am",98.03292,1.7128451,0,0,0.2542369
"013","6am",92.24796,4.7644685,0,0.5752299,0.9269504
"014","6am",89.79231,9.9348815,0,0,0.272807
"015","6am",99.47794,0.522058,0,0,0
"016","6am",95.01457,4.9854325,0,0,0
"017","6am",98.43473,1.5652651,0,0,0
"018","6am",100,0,0,0,0
"001","7am",50.5762,27.727963,16.9015733,0.3352764,3.4083717
"002","7am",79.21882,18.032634,1.6361924,0,0.4893206
"003","7am",67.05509,20.38804,8.613628,0.936134,2.1191718
"004","7am",72.43283,17.650176,7.8054836,0,0.9133891
"005","7am",73.452,18.755164,7.2645742,0,0.5282576
"006","7am",67.27874,26.770581,1.9839361,0,1.4863748
"007","7am",86.1966,12.775118,1.028282,0,0
"008","7am",76.21185,22.20676,0,0.6215772,0.9598108
"009","7am",66.30901,27.515418,4.4599309,0,0.214156
"010","7am",75.74359,21.165964,2.3337637,0,0
"011","7am",91.05262,7.558757,0,1.3886205,0
"012","7am",84.9385,11.216316,0.8144525,0.5579008,0.28058
"013","7am",78.79426,18.236682,0.4871405,0,2.4819183
"014","7am",66.43899,27.257606,3.8863076,0,1.8844054
"015","7am",92.33803,3.743736,1.7009338,0.3952921,0.7992107
"016","7am",86.35658,10.330721,2.5298348,0,0
"017","7am",81.52038,17.873487,0.6061364,0,0
"018","7am",91.96099,7.685389,0,0,0.3536191
"001","8am",30.75433,44.125174,19.4296611,1.186923,3.7090735
"002","8am",58.30315,38.41549,1.8223388,0,1.1622864
"003","8am",41.57977,38.525565,13.9290546,4.580308,1.0879339
"004","8am",52.66448,32.822238,11.0515342,1.093912,1.2016758
"005","8am",56.92675,27.223941,11.7142499,1.201402,2.9336522
"006","8am",46.28903,49.493539,2.7050387,0,1.5123957
"007","8am",72.76755,25.085025,1.2443942,0,0.9030292
"008","8am",65.55426,30.423598,1.8721231,0,1.4832883
"009","8am",44.7994,45.747932,5.2840998,3.253318,0.3451562
"010","8am",53.41857,30.680951,11.8446635,1.941516,2.1142956
"011","8am",72.87359,20.156117,2.3391799,0,3.095732
"012","8am",59.26656,29.419523,1.7008196,4.359875,3.681387
"013","8am",57.24538,32.583516,2.7291783,0,4.820781
"014","8am",42.05641,40.577863,6.8250244,2.714153,4.1565265
"015","8am",80.89117,10.719444,3.0959211,0,3.9585187
"016","8am",68.30914,22.592013,3.6508368,2.005875,1.2497048
"017","8am",61.00855,28.994796,0.6432348,5.858969,2.4622085
"018","8am",85.99597,9.136238,0,0,4.1174806
"001","9am",23.53808,45.27017,20.553376,3.3941556,7.047962
"002","9am",53.17242,39.14371,1.74258,3.5499392,2.107601
"003","9am",34.42105,40.87185,14.356028,6.2488603,4.102216
"004","9am",48.08336,34.82153,11.447431,1.7057863,3.501796
"005","9am",51.05381,28.10204,13.675551,1.1028757,6.065718
"006","9am",41.12314,50.37987,3.202856,1.4114484,2.927655
"007","9am",67.406,26.85442,1.332169,0.7208844,2.965638
"008","9am",58.85323,31.24073,4.585717,0.6442903,3.68115
"009","9am",42.57768,47.88601,5.436172,0.2876926,1.88346
"010","9am",48.11202,33.81789,12.150858,1.4482253,4.471001
"011","9am",63.41291,24.13024,2.49613,1.9305941,6.607853
"012","9am",57.43228,33.13011,1.589825,4.3365883,2.797393
"013","9am",52.70162,34.75138,2.939693,1.9214558,7.685857
"014","9am",39.10584,42.31569,8.311287,5.7692565,3.735326
"015","9am",78.43907,12.21234,3.221072,0,6.127518
"016","9am",63.12486,26.37971,3.664284,0.5043929,6.326756
"017","9am",53.47914,32.49654,0.654194,8.9181904,3.402115
"018","9am",81.47963,12.38692,0,0,6.133443
"001","10am",23.39989,43.81154,19.7452782,4.52105,8.300382
"002","10am",51.50568,41.40906,0,2.2763126,4.421039
"003","10am",33.80101,37.33108,13.8523521,11.5647759,2.74534
"004","10am",41.66733,36.61964,14.093057,4.0972473,3.050493
"005","10am",50.28555,31.75614,16.7175876,0,1.240721
"006","10am",38.44166,52.29267,3.2693594,3.3277115,2.668592
"007","10am",63.79041,27.45955,1.4086493,0.7622708,5.816848
"008","10am",53.78334,29.0949,4.3517731,4.4665242,7.359334
"009","10am",37.08318,49.77109,5.7093903,2.9053582,2.505046
"010","10am",49.44471,31.63582,11.4726173,2.4919649,4.95489
"011","10am",58.59005,27.80649,2.5783395,3.5589779,5.036931
"012","10am",49.61496,32.87332,1.7415592,9.0393257,6.303576
"013","10am",52.47065,34.44878,2.8587265,1.9357041,8.286137
"014","10am",36.84577,42.96275,8.6068922,6.1004174,4.6438
"015","10am",75.65411,12.0405,3.4067014,0,8.898693
