"district","hour","occ1","occ2","occ3","occ4","occ5"
"001","4am",53.40003,15.834595,9.5488984,19.01723,2.199248
"002","4am",52.13684,9.723913,7.4285009,28.24559,2.4651586
"003","4am",47.89547,15.315864,10.5281381,23.57903,2.6814973
"004","4am",53.76048,5.27191,14.8715342,25.65194,0.4441272
"005","4am",54.79119,15.346759,5.515534,22.15229,2.1942231
"006","4am",51.11789,10.746987,7.978113,26.72907,3.4279403
"007","4am",52.53712,12.235213,4.0898903,28.38138,2.7563936
"008","4am",54.65079,8.095524,5.0657925,30.84534,1.342558
"009","4am",43.83997,8.964384,5.0964077,34.90766,7.191579
"010","4am",48.8916,7.792458,4.1036393,34.93565,4.2766512
"011","4am",52.60071,10.632233,1.6128785,29.74891,5.4052725
"012","4am",44.13505,8.717022,13.0130861,31.88507,2.2497698
"013","4am",51.68249,8.251433,2.2605709,35.53753,2.2679836
"014","4am",49.30987,16.628666,4.3586166,25.85217,3.8506703
"015","4am",59.70447,6.970582,4.3194232,25.92961,3.0759078
"016","4am",63.48714,5.49966,2.4755716,23.00411,5.5335154
"017","4am",65.06311,9.857456,0.7565981,19.61971,4.7031214
"018","4am",61.99416,7.763375,0.2653422,26.77583,3.2012991
"001","5am",54.29627,15.530054,9.3652484,18.65148,2.1569507
"002","5am",52.13684,9.723913,7.4285009,28.24559,2.4651586
"003","5am",48.62762,14.971537,10.2914469,23.04893,3.0604601
"004","5am",53.64768,5.284771,14.9078139,25.71452,0.4452106
"005","5am",55.19601,14.394369,5.6166711,22.5585,2.234458
"006","5am",50.47898,11.855245,7.879923,26.4001,3.3857512
"007","5am",52.28691,12.299715,4.1114516,28.531,2.7709249
"008","5am",52.73204,8.530463,5.3379564,32.50253,0.8970054
"009","5am",43.50027,9.018608,5.1272351,35.11881,7.2350796
"010","5am",49.11621,7.758212,4.0856046,34.78211,4.2578562
"011","5am",51.98689,10.769921,1.6337654,30.13416,5.475271
"012","5am",43.65931,8.791255,13.1239029,32.1566,2.2689284
"013","5am",51.68249,8.251433,2.2605709,35.53753,2.2679836
"014","5am",49.84349,16.453614,4.3127331,25.58003,3.810134
"015","5am",59.07216,7.079963,4.3872026,26.3365,3.1241742
"016","5am",63.5015,5.497497,2.474598,22.99507,5.5313392
"017","5am",64.87156,9.911502,0.7607463,19.72728,4.7289074
"018","5am",61.60443,7.842984,0.2680632,27.0504,3.2341267
"001","6am",56.21035,14.879654,8.9730306,17.87035,2.0666174
"002","6am",50.39436,10.077917,7.6989393,29.27388,2.554904
"003","6am",49.15205,14.946499,10.2742363,23.01039,2.6168289
"004","6am",52.98888,5.359883,15.1196977,26.08,0.4515384
"005","6am",55.03021,14.056425,5.7097129,22.93218,2.2714725
"006","6am",48.42143,12.347818,8.2073259,27.497,3.5264258
"007","6am",51.00007,12.631441,4.2223384,29.30049,2.8456574
"008","6am",52.56193,8.468417,5.2991313,32.26613,1.4043984
"009","6am",43.48114,9.021661,5.1289704,35.1307,7.2375284
"010","6am",51.9877,7.320399,3.855045,32.81928,4.017576
"011","6am",50.97975,10.995833,1.6680356,30.76626,5.5901213
"012","6am",44.05466,8.729566,13.0318122,31.93096,2.2530073
"013","6am",52.94143,8.036436,2.2016703,34.61157,2.2088899
"014","6am",50.08274,15.276779,4.4830397,26.59016,3.5672748
"015","6am",57.72887,7.312334,4.5311952,27.20089,3.2267129
"016","6am",60.4599,5.616663,2.7078755,25.16278,6.0527721
"017","6am",63.07772,9.644825,0.8229083,21.33923,5.115315
"018","6am",59.97393,7.845609,0.2823459,28.49167,3.4064443
"001","7am",53.28584,25.06976,6.625472,12.90839,2.1105464
"002","7am",57.97633,3.712319,7.544476,28.26322,2.5036452
"003","7am",48.06606,19.684828,9.229012,20.66948,2.3506123
"004","7am",50.9955,10.932418,14.286555,23.35887,0.4266572
"005","7am",49.71228,17.873645,5.986895,24.04544,2.3817427
"006","7am",53.62778,9.60114,7.692748,25.77301,3.305328
"007","7am",49.4468,5.079692,4.845898,36.98117,3.6464402
"008","7am",50.70565,3.641851,6.20787,37.79939,1.6452363
