"district","hour","cs1","cs2","cs3","cs4","cs5"
"001","4am",242.734,323.793,2397.793,1452.825,1134.1
"002","4am",287.59,834.289,2293.53,1104.705,1171.278
"003","4am",114.317,617.012,2776.511,1120.013,857.81
"004","4am",362.253,817.517,3628.266,1289.843,1384.216
"005","4am",96.003,470.737,1757.396,720.038,1075.877
"006","4am",200.835,786.502,1967.138,779.177,474.025
"007","4am",200.079,656.735,2062.054,1010.746,617.628
"008","4am",312.199,955.906,2300.08,869.031,859.936
"009","4am",228.372,514.878,1723.96,677.504,846.953
"010","4am",415.71,512.323,1655.554,842.985,574.908
"011","4am",143.73,791.922,2070.768,739.663,1013.629
"012","4am",715.711,933.502,3419.149,1155.089,1153.905
"013","4am",307.103,1346.132,2669.166,1258.797,1071.041
"014","4am",591.118,1237.04,2671.715,1130.851,676.758
"015","4am",188.411,608.749,2511.19,1730.697,664.115
"016","4am",260.162,1047.635,3161.464,1012.489,919.453
"017","4am",300.047,951.278,2735.56,1619.252,921.41
"018","4am",89.619,542.141,1644.294,1189.698,591.067
"001","5am",242.734,340.699,2487.567,1452.825,1152.325
"002","5am",287.59,834.289,2293.53,1104.705,1171.278
"003","5am",114.317,660.524,2876.013,1120.013,857.81
"004","5am",362.253,731.896,3694.981,1289.843,1384.216
"005","5am",96.003,484.183,1715.652,720.038,1075.877
"006","5am",200.835,758.103,1995.078,779.177,474.025
"007","5am",200.079,656.735,2062.054,1010.746,590.797
"008","5am",312.199,955.906,2074.167,869.031,795.863
"009","5am",228.372,481.07,1731.899,677.504,846.953
"010","5am",415.71,566.332,1620.165,842.985,574.908
"011","5am",143.73,819.299,2014.888,739.663,975.31
"012","5am",715.711,881.151,3388.367,1175.211,1153.905
"013","5am",307.103,1346.132,2669.166,1258.797,1071.041
"014","5am",591.118,1191.399,2775.08,1148.905,676.758
"015","5am",188.411,581.372,2446.169,1730.697,664.115
"016","5am",260.162,1070.521,3143.767,974.313,955.071
"017","5am",300.047,951.278,2696.074,1619.252,921.41
"018","5am",89.619,542.141,1599.778,1189.698,591.067
"001","6am",242.734,340.699,2701.831,1519.619,1155.144
"002","6am",287.59,809.874,2229.657,1039.773,1106.346
"003","6am",114.317,712.532,2821.623,1159.499,831.362
"004","6am",362.253,659.64,3631.396,1317.08,1384.216
"005","6am",96.003,469.274,1680.438,720.038,1075.877
"006","6am",200.835,620.269,1958.962,779.177,460.815
"007","6am",200.079,608.067,1996.527,991.281,590.797
"008","6am",312.199,955.906,2123.504,846.03,809.073
"009","6am",228.372,408.127,1854.999,654.199,818.654
"010","6am",415.71,641.252,1774.22,842.985,599.326
"011","6am",143.73,819.299,1986.948,661.59,975.31
"012","6am",715.711,837.639,3434.063,1225.315,1153.905
"013","6am",307.103,1345.271,2861.42,1260.486,1071.041
"014","6am",591.118,1191.445,2715.348,935.92,675.969
"015","6am",188.411,581.372,2358.229,1694.195,601.438
"016","6am",260.162,1009.607,2808.34,889.514,884.286
"017","6am",300.047,857.587,2512.651,1500.794,844.633
"018","6am",89.619,496.495,1491.846,1165.909,565.949
"001","7am",242.734,373.049,3249.406,2056.383,1147.349
"002","7am",287.59,661.704,2646.913,1068.72,1307.887
"003","7am",114.317,625.833,3099.375,1171.286,1032.683
"004","7am",362.253,943.738,3673.669,1225.118,1120.891
"005","7am",96.003,583.607,1422.195,662.514,923.733
"006","7am",200.835,953.865,1963.69,657.28,640.5
"007","7am",200.079,641.206,1670.426,874.321,341.921
"008","7am",312.199,842.645,1803.615,842.921,740.837
"009","7am",228.372,450.016,1942.234,535.536,932.678
"010","7am",362.573,851.308,1836.406,716.277,418.843
"011","7am",143.73,574.776,1683.726,627.442,780.446
"012","7am",768.848,783.096,3213.373,1190.081,1074.339
"013","7am",352.198,1058.054,2631.177,1170.163,1162.527
"014","7am",591.118,1406.668,2822.532,882.403,610.192
"015","7am",142.001,335.925,2075.48,1428.025,392.162
"016","7am",260.162,861.48,2472.33,870.094,808.675
"017","7am",254.952,556.992,2098.975,1318.559,571.253
"018","7am",89.619,539.167,1272.357,937.123,290.654
"001","8am",184.982,392.196,4179.127,2231.501,1377.857
"002","8am",287.59,725.793,2412.418,715.955,1197.765
"003","8am",114.317,776.269,3436.975,1475.311,1408.099
"004","8am",362.253,943.738,3433.247,1189.203,986.012
"005","8am",96.003,673.577,1273.399,677.922,691.726
"006","8am",200.835,952.917,1779.916,660.553,848.277
"007","8am",200.079,598.605,1439.757,732.087,191.203
"008","8am",312.199,742.227,1772.124,869.575,683.666
"009","8am",185.792,480.312,2424.125,461.82,1289.79
"010","8am",397.985,756.15,1846.748,767.943,424.823
"011","8am",121.543,497.927,1631.902,627.762,634.242
"012","8am",735.608,786.75,2961.028,1415.964,940.71
"013","8am",263.649,1089.33,2456.176,1128.535,1019.804
"014","8am",591.118,1492.218,3106.84,1156.712,962.604
"015","8am",188.411,253.574,1395.176,1270.274,283.543
"016","8am",260.162,842.561,2171.31,663.428,416.391
"017","8am",310.379,627.061,2343.996,1029.224,326.828
"018","8am",89.619,421.941,954.69,573.782,198.838
"001","9am",306.657,537.693,3811.164,2255.504,1404.068
"002","9am",287.59,680.667,2701.234,897.251,1153.128
"003","9am",169.887,726.841,3561.508,1506.824,1549.754
"004","9am",306.683,899.777,3261.074,1193.082,978.645
"005","9am",96.003,614.024,1262.824,684.132,574.234
"006","9am",187.578,915.187,1834.838,771.13,788.008
"007","9am",242.659,522.349,1326.512,678.756,177.788
"008","9am",282.915,771.387,1747.305,802.183,660.665
"009","9am",243.544,518.795,2335.06,368.138,1227.361
"010","9am",390.735,756.15,1935.959,646.265,345.441
"011","9am",121.543,469.024,1529.33,576.822,677.611
"012","9am",735.608,726.77,3325.906,1547.061,990.521
"013","9am",263.649,960.263,2358.937,1035.373,999.422
"014","9am",591.118,1537.373,2961.896,1142.527,1004.611
"015","9am",188.411,289.211,1348.462,1145.389,283.543
"016","9am",213.868,723.147,2235.535,636.687,528.032
"017","9am",200.561,665.757,2228.189,1154.01,308.97
"018","9am",89.619,455.431,1004.366,484.273,189.33
"001","10am",285.314,572.976,3957.998,2353.038,1590.895
"002","10am",296.988,845.827,2287.986,900.929,1069.676
"003","10am",114.317,691.96,3888.513,1731.813,1574.642
"004","10am",408.863,854.651,2928.462,1029.508,895.018
"005","10am",49.393,518.865,1260.543,426.601,602.861
"006","10am",159.244,934.052,1732.521,823.346,788.008
"007","10am",255.506,429.232,1343.686,588.544,166.63
"008","10am",253.631,791.467,1671.032,999.515,793.15
"009","10am",185.792,652.487,2149.297,417.019,1040.642
"010","10am",524.878,796.928,2005.705,644.258,375.148
"011","10am",121.543,494.269,1498.247,474.926,672.829
"012","10am",682.25,766.835,3594.605,1393.615,855.159
"013","10am",193.309,1154.149,2194.448,1120.157,1121.894
"014","10am",628.187,1403.676,3104.116,1061.004,1106.978
"015","10am",188.411,221.417,1220.959,1197.367,243.595
"016","10am",221.986,677.506,2310.555,558.134,382.011
"017","10am",197.127,658.005,2238.15,1049.81,354.902
"018","10am",89.619,435.799,895.242,412.359,125.929
"001","11am",357.265,426.565,3977.869,2290.504,1410.224
"002","11am",287.59,828.931,2344.01,972.466,1156.917
"003","11am",114.317,634.962,3400.575,1651.143,1466.068
"004","11am",373.447,892.604,3219.07,1042.76,896.643
"005","11am",49.393,595.723,1228.103,572.077,516.05
"006","11am",120.212,1087.538,1898.64,730.543,709.418
"007","11am",200.079,547.033,1373.49,625.859,145.284
"008","11am",338.342,712.604,1683.514,811.408,845.067
"009","11am",228.372,614.711,2488.204,515.283,1137.96
"010","11am",492.713,828.754,1965.026,743.918,403.088
"011","11am",143.73,514.722,1638.378,505.677,730.488
"012","11am",660.284,698.945,3332.281,1335.471,989.694
"013","11am",172.047,1068.756,2166.902,1025.576,1109.651
"014","11am",628.187,1370.983,3068.931,963.959,1061.633
"015","11am",188.411,261.365,1276.235,1164.628,243.595
"016","11am",221.986,677.506,2317.936,576.357,469.08
"017","11am",209.857,708.107,2174.146,1121.018,363.62
"018","11am",89.619,455.431,1072.207,461.887,207.172
"001","12am",242.734,282.232,3400.285,2250.015,1533.438
"002","12am",287.59,991.462,2849.249,897.116,1098.517
"003","12am",114.317,592.895,3030.143,1482.272,1219.165
"004","12am",408.863,869.299,3248.469,942.514,1048.282
"005","12am",49.393,569.443,1399.786,537.791,643.409
"006","12am",159.244,957.425,1858.71,847.325,628.031
"007","12am",200.079,547.841,1864.902,769.756,201.531
"008","12am",312.199,771.223,1912.088,901.195,809.345
"009","12am",228.372,610.203,2247.969,543.518,866.315
"010","12am",492.713,737.942,1841.747,713.813,444.217
"011","12am",143.73,650.654,1599.052,530.877,747.938
"012","12am",768.337,769.21,3275.257,1165.056,917.143
"013","12am",165.928,921.518,2253.28,1081.766,1211.58
"014","12am",591.118,1423.923,3027.534,869.863,1004.393
"015","12am",188.411,403.825,1518.827,1246.382,283.543
"016","12am",260.162,874.146,2526.892,667.275,607.977
"017","12am",254.952,686.875,2289.288,1189.476,465.002
"018","12am",89.619,454.419,1070.362,557.648,368.333
"001","1pm",268.382,367.529,3531.688,2009.986,1798.03
"002","1pm",287.59,1000.572,2823.776,1059.175,1002.598
"003","1pm",114.317,714.614,3240.68,1471.441,1464.389
"004","1pm",408.863,943.512,2945.544,1090.085,1024.546
"005","1pm",49.393,472.612,1097.043,539.213,506.36
"006","1pm",133.596,928.302,2086.359,779.497,673.132
"007","1pm",154.654,677.67,1560.906,709.319,180.16
"008","1pm",312.199,694.393,1769.006,795.772,871.202
"009","1pm",228.372,610.427,2481.515,550.718,1099.731
"010","1pm",492.713,813.112,2125.731,770.317,456.225
"011","1pm",143.73,505.54,1487.357,570.746,660.069
"012","1pm",715.711,609.859,3520.965,1368.82,907.064
"013","1pm",218.554,1186.031,2308.622,990.091,1093.367
"014","1pm",591.118,1592.08,2969.208,955.326,824.147
"015","1pm",188.411,308.079,1344.532,1314.473,283.543
"016","1pm",260.162,777.785,2229.896,671.823,544.316
"017","1pm",254.952,781.069,2217.711,1010.442,382.325
"018","1pm",89.619,391.75,1062.28,479.431,207.172
"001","2pm",307.544,524.839,3499.378,2201.804,1715.694
"002","2pm",287.59,884.09,2749.471,962.442,1035.913
"003","2pm",167.454,755.392,3205.284,1339.449,1422.048
"004","2pm",408.863,813.91,2829.541,1010.222,999.905
"005","2pm",49.393,360.478,852.965,520.906,515.634
"006","2pm",115.636,970.86,1953.821,753.017,644.895
"007","2pm",154.654,722.796,1513.443,701.953,103.982
"008","2pm",312.199,612.663,1716.641,764.436,825.983
"009","2pm",228.372,617.023,2359.529,622.642,1054.794
"010","2pm",393.211,624.354,2039.937,653.938,488.39
"011","2pm",104.568,499.103,1631.511,657.955,575.719
"012","2pm",715.711,609.298,3830.067,1192.354,931.533
"013","2pm",218.554,1244.114,2388.975,1118.726,1162.247
"014","2pm",609.078,1620.008,2943.906,1001.099,864.94
"015","2pm",128.702,231.629,1307.95,1321.035,313.287
"016","2pm",260.162,759.381,2292.929,653.287,575.535
"017","2pm",301.317,862.169,2229.525,1024.043,446.911
"018","2pm",77.982,380.113,1044.382,480.249,207.172
"001","3pm",288.159,471.473,3954.682,2049.259,1603.419
"002","3pm",313.238,721.987,2543.478,844.826,967.198
"003","3pm",38.337,783.491,3360.178,1263.418,1082.896
"004","3pm",362.253,805.471,3276.683,1116.282,995.077
"005","3pm",200.571,341.48,1070.847,528.957,498.856
"006","3pm",115.636,978.874,1970.947,676.896,734.204
"007","3pm",114.716,582.125,1511.227,724.079,94.553
"008","3pm",282.915,715.404,1824.472,817.573,740.149
"009","3pm",228.372,672.687,2010.424,551.473,1168.885
"010","3pm",492.713,588.295,1886.829,666.323,494.562
"011","3pm",100.511,477.213,1422.61,677.385,714.073
"012","3pm",762.121,690.391,3772.856,1260.97,866.999
"013","3pm",258.637,1282.64,2305.778,1167.037,1044.866
"014","3pm",464.427,1601.327,2988.044,955.166,1063.446
"015","3pm",82.292,307.478,1143.69,1272.316,355.296
"016","3pm",260.162,792.977,2601.819,653.287,482.394
"017","3pm",422.341,838.444,2305.921,945.346,792.392
"018","3pm",89.619,253.744,930.154,504.038,189.33
"001","4pm",288.159,428.736,3417.813,1870.787,1541.787
"002","4pm",232.864,831.779,2609.716,850.254,936.64
"003","4pm",118.711,905.886,2830.362,1318.236,1328.668
"004","4pm",408.863,851.828,3146.426,1071.587,1056.155
"005","4pm",49.393,223.84,1097.243,576.011,483.542
"006","4pm",175.187,754.52,1956.166,793.703,716.286
"007","4pm",114.716,618.629,1564.816,682.488,161.928
"008","4pm",312.199,844.899,1847.785,808.106,637.641
"009","4pm",228.372,482.023,1901.491,585.956,1231.294
"010","4pm",362.573,652.041,2014.207,665.77,524.648
"011","4pm",143.73,590.833,1501.587,703.462,577.216
"012","4pm",715.711,835.879,4024.526,1082.157,856.87
