"district","hour","resarea1","resarea2","resarea3"
"001","4am",0,1.3966611,98.6033389
"002","4am",0,0,100
"003","4am",0.9309959,1.9733143,97.0956898
"004","4am",0,99.331357,0.668643
"005","4am",0.6432409,4.8019076,94.5548515
"006","4am",0,5.2873038,94.7126962
"007","4am",0,100,0
"008","4am",0.7038194,99.2961806,0
"009","4am",0,99.2348521,0.7651479
"010","4am",2.1880084,97.3297895,0.4822021
"011","4am",0,100,0
"012","4am",0,99.3215503,0.6784497
"013","4am",0,100,0
"014","4am",2.0237226,96.9589514,1.017326
"015","4am",100,0,0
"016","4am",99.6638342,0.3361658,0
"017","4am",99.6225571,0,0.3774429
"018","4am",100,0,0
"001","5am",0,3.188089,96.811911
"002","5am",0,0,100
"003","5am",2.1342743,3.0161831,94.8495426
"004","5am",0.5933633,99.4066367,0
"005","5am",0.6549037,3.879493,95.4656033
"006","5am",0,5.8127772,94.1872228
"007","5am",0,100,0
"008","5am",0.741148,99.258852,0
"009","5am",0,99.2302789,0.7697211
"010","5am",2.1785352,97.3413504,0.4801144
"011","5am",0.5282923,99.4717077,0
"012","5am",0.4913539,98.9384587,0.5701873
"013","5am",0,100,0
"014","5am",1.9203982,97.0726358,1.006966
"015","5am",100,0,0
"016","5am",99.4740101,0.5259899,0
"017","5am",99.6204877,0,0.3795123
"018","5am",100,0,0
"001","6am",1.1075931,4.358103,94.5343039
"002","6am",0,0.4415072,99.5584928
"003","6am",3.5188377,2.5874119,93.8937504
"004","6am",0.6016632,99.155361,0.2429759
"005","6am",0.6656287,3.9430257,95.3913455
"006","6am",0.81619,6.051936,93.131874
"007","6am",0,100,0
"008","6am",0.7358259,99.0243039,0.2398702
"009","6am",1.6343468,97.5956747,0.7699785
"010","6am",2.5720927,95.8751305,1.5527768
"011","6am",1.3171975,98.6828025,0
"012","6am",0.7922049,98.063806,1.1439891
"013","6am",1.5767686,98.4232314,0
"014","6am",4.9867566,93.9482024,1.065041
"015","6am",99.7947031,0.2052969,0
"016","6am",98.2951403,0.9510935,0.7537662
"017","6am",99.5894771,0,0.4105229
"018","6am",100,0,0
"001","7am",9.888894,22.036258,68.074848
"002","7am",3.159333,8.857465,87.983201
"003","7am",7.292173,20.251331,72.456496
"004","7am",4.680932,88.736215,6.582853
"005","7am",3.228397,13.127003,83.6446
"006","7am",9.926897,16.88226,73.190843
"007","7am",4.620007,95.379993,0
"008","7am",11.395363,86.227217,2.37742
"009","7am",9.299497,86.298341,4.402162
"010","7am",7.977112,87.505541,4.517348
"011","7am",4.017051,95.982949,0
"012","7am",2.848707,95.152693,1.9986
"013","7am",6.145091,91.588272,2.266637
"014","7am",11.525153,79.689896,8.784951
"015","7am",96.871491,0.655076,2.473433
"016","7am",92.648836,6.037846,1.313318
"017","7am",90.015008,7.472124,2.512867
"018","7am",94.934164,2.65933,2.406506
"001","8am",8.594176,31.361762,60.0440626
"002","8am",7.003953,18.744179,74.2518676
"003","8am",12.083703,24.381725,63.5345712
"004","8am",10.72206,78.754505,10.5234353
"005","8am",7.078423,23.92091,69.0006668
"006","8am",13.928146,23.832007,62.2398469
"007","8am",11.085205,88.146184,0.7686109
"008","8am",15.637411,79.825521,4.5370673
"009","8am",11.746242,78.630611,9.6231473
"010","8am",8.994648,78.64984,12.3555119
"011","8am",7.810659,90.610271,1.5790692
"012","8am",6.571602,85.436314,7.9920844
"013","8am",10.66198,85.16585,4.1721699
"014","8am",16.767893,69.588402,13.6437047
"015","8am",91.931076,4.840634,3.2282899
"016","8am",81.588541,14.993958,3.4175019
"017","8am",84.070233,13.263101,2.6666667
"018","8am",94.896884,1.772781,3.330335
"001","9am",10.255201,35.758824,53.9859748
"002","9am",6.697409,21.280636,72.0219552
"003","9am",12.422935,27.438155,60.1389096
"004","9am",10.622845,76.68366,12.6934954
"005","9am",7.855209,27.738108,64.4066831
"006","9am",14.651725,24.37419,60.9740847
"007","9am",11.867109,87.310065,0.8228256
"008","9am",18.926545,76.49458,4.5788747
"009","9am",12.955637,76.028358,11.0160058
"010","9am",8.670208,76.368241,14.9615511
"011","9am",11.02123,86.601885,2.3768852
"012","9am",7.657919,81.362174,10.9799071
"013","9am",11.594538,82.220599,6.1848637
"014","9am",14.413725,71.072396,14.5138786
"015","9am",91.604893,5.036315,3.3587921
"016","9am",80.682722,14.764393,4.5528852
"017","9am",80.238477,16.303099,3.4584241
"018","9am",92.421293,1.829461,5.7492454
"001","10am",10.07624,35.469988,54.4537721
"002","10am",8.865629,24.426411,66.7079604
"003","10am",11.64972,28.436212,59.9140682
"004","10am",10.496852,75.905253,13.5978948
"005","10am",9.806509,25.947387,64.2461038
"006","10am",13.199238,27.064987,59.7357752
"007","10am",12.548408,86.581528,0.8700645
"008","10am",18.928171,76.726549,4.3452798
"009","10am",13.885512,75.101174,11.0133138
"010","10am",8.180718,77.692861,14.1264218
"011","10am",14.921908,82.622925,2.455167
"012","10am",9.768802,77.238704,12.9924939
"013","10am",11.650823,81.901881,6.4472959
"014","10am",17.356602,68.103967,14.5394307
"015","10am",90.167118,5.326556,4.5063261
"016","10am",79.718537,15.531195,4.7502681
"017","10am",74.993421,22.259675,2.7469038
"018","10am",92.783257,2.066254,5.1504891
"001","11am",8.547763,37.480254,53.9719827
"002","11am",8.041512,20.854858,71.10363
"003","11am",11.396653,25.907679,62.6956681
"004","11am",10.747841,76.423191,12.8289675
"005","11am",8.326583,24.253723,67.4196948
"006","11am",12.307416,26.454654,61.2379295
"007","11am",12.091923,87.069663,0.8384134
"008","11am",13.494801,80.807644,5.6975543
"009","11am",13.053899,77.134887,9.8112143
"010","11am",9.810079,76.205918,13.984003
"011","11am",10.83287,86.380927,2.7862033
"012","11am",7.692445,79.691397,12.6161589
"013","11am",12.364282,82.877579,4.7581386
"014","11am",16.491726,68.99365,14.5146243
"015","11am",91.292185,5.223912,3.4839032
"016","11am",80.68844,15.135981,4.17558
"017","11am",84.853875,12.445104,2.7010208
"018","11am",93.781124,1.780551,4.4383257
"001","12am",9.063115,30.095995,60.840891
"002","12am",6.749879,16.125647,77.124474
"003","12am",10.703645,19.303716,69.992639
"004","12am",7.310494,84.111586,8.57792
"005","12am",7.411181,15.875216,76.713603
"006","12am",11.870175,20.273466,67.856359
