"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898";"2435.0898"
"max";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468";"41464.4468"
"4am";" 9200.076";"16285.712";"20202.107";"13761.492";"15951.720";"15455.967";"13014.117";"16834.386";"15031.211";"13539.494";"16843.512";" 5752.958";"17161.106";" 5504.970";"13978.735";"16365.818";" 6151.587";" 6481.922";"11366.834";"18648.514";"11265.268";"13124.961";"16515.363";"19907.899";" 5821.425";" 6652.499";"10751.253";"10212.721";" 9962.192";"17683.158";"10367.154";"11938.157";" 9151.395";"10720.847";"11973.316";"20599.730";"10986.582";"15642.165";" 7586.108";"11077.727";"15239.172";" 8847.271";"15113.702";" 8285.067";" 9948.073";" 9776.860";"11850.000";" 6235.503";"10624.549";"19849.801";"19325.502";"13816.532";"14050.497";"19704.594";"13102.093";" 8508.628";"14929.285";" 9272.322";"13988.715";"11608.891";"15813.176";"18030.460";" 5190.535";"16304.013";"11249.284";"14517.162"
"5am";" 9200.076";"16548.788";"20202.107";"13709.010";"15765.685";"15531.861";"12766.003";"16618.760";"14946.102";"13539.494";"16668.005";" 5800.507";"17212.589";" 5595.227";"13822.646";"16512.472";" 6048.620";" 6579.510";"11406.539";"18471.540";"11158.980";"13061.289";"16385.043";"20094.465";" 5870.562";" 6652.499";"10526.951";"10218.546";"10121.020";"17687.304";"10400.107";"11974.518";" 9213.496";"10599.106";"12263.078";"20486.935";"11104.350";"15825.669";" 7546.640";"10958.009";"15403.273";" 8757.369";"14630.792";" 8053.914";" 9948.073";" 9825.453";"11767.019";" 6165.660";"10732.438";"19770.380";"19438.297";"13985.529";"13793.014";"19424.284";"13102.093";" 8536.221";"14733.518";" 9272.322";"13903.649";"11354.862";"15262.892";"18030.460";" 5157.446";"16304.013";"11383.471";"14749.295"
"6am";" 9051.107";"16741.597";"20276.353";"13862.073";"15661.452";"16006.101";"12127.800";"16090.147";"14421.261";"13713.644";"16437.038";" 5863.989";"17547.976";" 5404.288";"13555.765";"16212.492";" 6462.001";" 7321.594";"10686.349";"17354.809";"10903.296";"12570.000";"16158.374";"20741.110";" 6621.946";" 6642.960";"10164.741";" 9979.396";"11583.927";"19296.871";"10085.353";"12259.410";" 8729.761";"10639.064";"12223.075";"19406.105";"11084.903";"16117.516";" 7486.080";"10747.426";"14884.171";" 7910.903";"13113.733";" 8134.438";" 9592.061";" 9634.019";"11255.825";" 6062.508";"11185.163";"17879.303";"17203.895";"12856.472";"12525.815";"18469.528";"11451.088";" 8260.357";"13451.783";" 8329.593";"12257.345";"10097.872";"13770.412";"16333.136";" 4684.861";"15097.180";"10893.477";"13609.199"
"7am";" 9197.020";"23946.952";"19312.753";"13951.220";"14230.505";"16109.405";"11539.272";"14358.412";"13932.817";"11676.173";"14607.615";" 4974.322";"17128.570";" 5483.335";"11965.304";"17062.084";" 6296.603";" 7295.144";" 9893.962";"16410.938";"11863.044";"11071.768";"19360.699";"24722.558";" 9315.347";" 5950.830";"10169.366";"14607.156";"17254.032";"23349.556";" 8681.260";"11884.557";" 8332.554";" 9243.287";"11771.515";"14652.852";"12118.647";"16701.708";" 6150.194";" 9489.581";"13306.157";" 7463.382";" 9993.647";" 7007.006";" 7884.940";" 9444.872";"10995.113";" 4996.939";"11117.111";"14295.253";"12490.439";"10569.821";"10228.435";"18324.793";" 9430.465";" 7103.610";" 9081.788";" 6383.271";" 8943.110";" 8228.198";"11478.643";"14118.650";" 3486.444";"12704.825";" 9019.110";"12224.953"
"8am";"11158.898";"30636.454";"21146.341";"17039.193";"13227.404";"15963.746";"11482.958";"13437.065";"13133.645";"10310.068";"12272.598";" 5075.103";"17231.702";" 5420.217";"11247.680";"14007.183";" 8773.067";" 7598.390";" 9460.873";"14870.384";"12272.550";" 9108.255";"23877.087";"28016.572";"13495.574";" 5330.771";"12012.626";"24405.896";"23561.592";"31702.681";" 8050.910";"13379.329";" 8896.735";" 9686.122";"11487.695";"11897.067";"11689.168";"19289.253";" 5359.421";" 7870.536";"12957.115";" 6976.660";" 8635.513";" 7085.394";" 6635.629";"13195.512";"10482.258";" 3795.791";"11291.542";"13293.409";"11616.737";" 8924.397";" 9273.139";"20145.003";" 6344.216";" 6982.039";" 7538.770";" 4377.820";" 7345.892";" 6897.495";" 9333.156";"11967.086";" 2944.845";"12272.212";" 7651.100";"11230.073"
"9am";"11846.339";"36663.090";"21132.179";"18237.703";"13227.331";"15584.325";"10922.534";"12878.140";"12368.528";"10166.976";"10187.413";" 4700.623";"18502.858";" 5122.759";"10112.834";"13322.404";" 9137.540";" 7755.888";" 9070.388";"14181.849";"13365.570";" 8665.179";"27056.118";"29859.728";"14568.712";" 4952.052";"12226.790";"27986.143";"26082.712";"36110.032";" 7583.644";"13422.957";" 9577.906";" 9147.379";"11409.205";"11331.616";"12130.665";"18753.465";" 5343.060";" 7813.171";"13932.743";" 6599.069";" 8639.902";" 7039.635";" 6044.672";"14391.085";"10024.970";" 3730.619";"12277.996";"12918.736";"11143.114";" 8450.850";" 8621.873";"19539.048";" 5905.518";" 7643.731";" 7021.270";" 4153.580";" 7348.101";" 6319.873";" 9561.776";"11883.636";" 2435.090";"11236.485";" 7138.897";"10043.159"
"10am";"12108.810";"40493.306";"21417.841";"18766.711";"12686.662";"14741.250";" 9766.924";"12652.612";"11271.146";" 9523.154";"10283.055";" 4456.283";"18937.538";" 4484.524";" 8929.682";"12971.699";"10312.822";" 7786.432";" 8854.095";"14062.514";"14155.601";" 8180.020";"27190.767";"30480.338";"14947.157";" 4747.713";"12278.323";"29788.296";"26435.266";"36251.055";" 8080.970";"13592.153";" 9372.186";" 9268.518";"11213.798";"10619.284";"12240.090";"19019.661";" 5460.100";" 7713.573";"13816.999";" 6727.167";" 7930.062";" 7375.846";" 5672.369";"15703.880";"10767.287";" 2886.025";"14170.674";"11889.022";"11106.447";" 9245.870";" 8696.887";"18809.389";" 5436.789";" 7658.786";" 6981.901";" 3590.597";" 7068.812";" 6039.592";" 9104.702";"12200.515";" 2513.218";"10791.550";" 6982.344";" 9437.265"
"11am";"11025.118";"39812.547";"21347.704";"17781.248";"12844.797";"14661.450";"10354.755";"12007.143";"11914.653";" 9979.311";"11172.242";" 4202.455";"18478.357";" 5080.845";" 9839.272";"12908.273";" 9647.405";" 8084.987";" 9143.830";"13861.310";"13970.239";" 8376.505";"26487.102";"30433.539";"14211.703";" 5127.033";"11580.248";"29161.148";"25064.653";"36906.731";" 8206.822";"13818.743";" 9313.437";" 9410.892";"11018.514";"10678.706";"12558.712";"18857.891";" 5309.808";" 7698.738";"12849.749";" 5677.748";" 8226.329";" 7177.901";" 5866.510";"15698.750";"10676.691";" 3006.865";"13976.304";"12885.655";"11485.791";" 9333.719";" 8200.123";"19275.807";" 6247.208";" 6848.922";" 6633.255";" 3500.018";" 7202.410";" 6142.498";" 9402.477";"11742.563";" 2628.904";"11675.204";" 7348.686";"10114.129"
