"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811";"82.5012990178811"
"4am";"44.49543";"31.62298";"37.72549";"40.16554";"38.45211";"56.84677";"54.42479";"46.69180";"52.01681";"48.86659";"41.47626";"21.79306";"46.86400";"41.02777";"38.10026";"50.68298";"55.78704";"58.51956";"52.23254";"67.82615";"45.65378";"51.97203";"50.34872";"31.05029";"54.16638";"61.41876";"39.75817";"48.75919";"57.86464";"58.58072";"45.59672";"45.80105";"54.10112";"48.95821";"54.60358";"57.08224";"56.23246";"58.71394";"65.17204";"53.49525";"55.95183";"57.74454";"57.63762";"52.55530";"52.28806";"43.98146";"51.59615";"50.84730";"56.28468";"53.41140";"62.64460";"61.92672";"58.71708";"43.81744";"59.07827";"56.03508";"59.03939";"60.66054";"54.66161";"63.96123";"56.95654";"57.49691";"57.35840";"60.19884";"55.74454";"68.28838"
"5am";"44.49543";"32.70997";"37.72549";"39.93520";"37.71717";"57.05763";"54.02515";"46.28188";"51.73855";"48.86659";"40.86002";"21.10881";"47.02399";"41.99204";"38.07693";"51.12099";"55.03439";"59.13480";"52.40109";"67.51043";"45.13306";"52.22810";"49.95036";"31.69045";"54.55307";"61.41876";"38.43667";"47.84710";"58.52827";"58.59047";"45.77033";"45.42875";"53.90019";"48.36574";"55.69415";"56.84247";"56.70694";"59.20135";"64.98989";"52.98718";"55.81464";"57.30219";"56.87119";"51.19360";"52.28806";"44.26314";"51.25260";"50.29051";"57.43571";"52.48563";"62.86378";"62.39172";"57.94643";"43.74729";"59.07827";"56.17902";"58.49268";"60.66054";"54.38285";"63.14365";"55.37188";"57.49691";"57.07936";"60.19884";"56.27161";"68.79359"
"6am";"43.58190";"33.17016";"38.13388";"40.60208";"38.49981";"57.74795";"50.62937";"44.07261";"51.56216";"49.52217";"40.74413";"20.95422";"48.04313";"40.56131";"37.96855";"49.84098";"58.65141";"63.75982";"50.47928";"66.05071";"44.66436";"50.34013";"49.16581";"33.36813";"60.19093";"62.33968";"36.72393";"46.06820";"63.78229";"61.86886";"44.06537";"47.17415";"51.85958";"48.56171";"54.80404";"56.27247";"57.77342";"59.75997";"65.25530";"52.62128";"54.21802";"52.63353";"54.71351";"51.67674";"52.51288";"45.14419";"50.30310";"49.44471";"59.16685";"52.49245";"61.97288";"63.20950";"56.13220";"45.01974";"59.36819";"56.62303";"54.51811";"57.55926";"51.23216";"59.66537";"50.42145";"53.11850";"55.28847";"58.41204";"55.36547";"67.99718"
"7am";"45.78830";"30.82939";"42.84525";"44.98876";"38.07858";"58.73247";"45.11015";"41.53032";"46.34103";"48.11350";"37.71092";"21.27422";"47.50388";"40.70205";"36.76267";"46.63516";"63.71535";"69.02520";"49.36824";"56.91909";"41.86395";"47.75827";"59.95014";"25.08635";"72.56768";"61.45250";"45.16427";"51.80516";"74.60914";"64.28035";"38.00204";"44.87205";"41.95704";"49.18945";"43.21207";"49.89070";"57.65690";"60.85122";"62.29409";"49.36245";"55.60120";"54.28198";"50.06721";"47.90097";"52.27184";"53.85318";"46.96722";"44.71374";"60.18028";"48.41562";"56.33138";"59.47955";"47.59407";"44.25900";"55.02938";"56.21823";"52.80110";"52.21563";"47.09390";"56.03499";"49.80844";"48.80782";"51.32518";"52.60545";"50.60933";"64.07710"
"8am";"50.08735";"37.76476";"53.68678";"55.44549";"38.33091";"58.27383";"43.42742";"41.83917";"43.25257";"44.05860";"32.63469";"29.06999";"43.88187";"42.81129";"36.73178";"35.78384";"61.84198";"69.69576";"43.13817";"53.08839";"36.45161";"40.05283";"66.71865";"24.23783";"80.33528";"57.60975";"51.12344";"53.92304";"78.97439";"74.08475";"37.19066";"49.94658";"45.40531";"53.85770";"42.09369";"37.06409";"57.40028";"64.47498";"57.33054";"43.28474";"55.41895";"52.69642";"46.26734";"49.53396";"43.61436";"64.75127";"40.71580";"29.50412";"59.65947";"44.27864";"53.93093";"56.15767";"47.63990";"45.42429";"39.40464";"55.50365";"53.41036";"38.80767";"38.78634";"52.65172";"42.85620";"47.84690";"43.87220";"49.05551";"43.18935";"64.28387"
"9am";"49.51786";"37.55444";"55.07549";"56.48032";"39.98220";"59.25297";"43.44503";"43.76577";"42.43184";"45.44012";"32.58327";"30.07269";"46.52314";"47.22549";"37.27158";"34.98422";"63.05371";"65.26245";"41.34037";"56.59573";"37.40114";"43.60367";"69.95634";"25.45944";"82.39361";"57.96451";"52.46908";"56.14595";"80.24409";"74.72344";"44.21035";"51.59401";"42.09169";"54.63161";"40.87570";"35.94566";"58.75824";"61.83676";"51.28169";"43.08290";"50.34954";"53.43563";"42.45381";"50.44190";"42.89482";"63.18707";"38.83286";"28.85025";"55.63369";"43.26201";"52.18992";"56.34644";"47.17575";"45.88538";"43.86924";"58.66334";"54.74803";"38.30505";"36.56507";"53.29188";"42.24578";"48.51776";"44.30262";"49.83853";"44.56173";"67.73400"
"10am";"47.88282";"35.72676";"55.13810";"53.57720";"42.01623";"60.49290";"40.67197";"45.13875";"42.35258";"46.45409";"35.87914";"32.43682";"48.17315";"47.05256";"35.07826";"37.80460";"69.38167";"68.33018";"41.71391";"54.82043";"40.90215";"44.17393";"68.25598";"25.77190";"80.96124";"58.82719";"51.44590";"54.31187";"79.93561";"73.65682";"41.56385";"52.03705";"45.69468";"53.31326";"39.71526";"36.73202";"56.71313";"61.40297";"49.76266";"41.83809";"51.79523";"55.60377";"39.79332";"52.19624";"44.43749";"60.63945";"41.06646";"34.41802";"48.77030";"42.32092";"53.05917";"55.98917";"46.63977";"48.59386";"40.10362";"59.02408";"50.66218";"36.56042";"35.53566";"54.33699";"42.75386";"48.48026";"44.30276";"53.35070";"44.19241";"69.18530"
"11am";"49.28165";"38.11123";"54.44613";"54.96637";"38.28514";"60.70357";"42.17974";"45.58902";"37.94181";"43.33344";"32.91035";"31.03071";"49.88268";"49.55928";"35.01408";"38.61636";"70.72030";"68.15917";"39.00642";"52.11076";"41.42160";"42.99591";"67.95969";"24.90342";"82.50130";"59.03442";"51.15647";"53.03966";"79.58084";"74.98725";"42.28238";"51.67427";"44.82248";"53.59056";"41.04417";"38.68935";"61.26903";"61.97802";"55.01875";"39.92705";"53.67653";"53.10507";"37.62863";"47.40434";"43.68688";"64.44430";"44.24523";"28.65250";"54.35863";"42.87059";"51.15779";"53.66780";"49.63232";"45.81938";"36.86413";"61.61459";"50.31778";"30.92407";"35.71295";"49.39829";"41.12184";"50.07680";"45.86208";"52.42575";"46.45342";"59.52742"
