"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";" 17.792571";" 12.656261";"  7.173731";" 14.647689";" 17.161133";" 11.696749";" 13.135998";"  9.764578";" 22.300704";"  5.561929";" 11.939119";" 16.933269";" 19.078907";" 24.738082";" 17.322713";"  8.383404";" 16.764619";"  9.296342";"  8.681722";" 28.240820";" 12.506255";" 21.511557";" 25.070039";"  4.039620";" 12.229662";" 14.997905";" 11.509875";"  3.808404";" 11.225347";" 21.556673";" 36.614109";" 11.108178";" 11.702659";"  9.537894";"  9.350758";" 14.890315";" 13.315716";" 17.950422";"  9.812582";" 12.871320";" 17.554803";" 13.352669";" 14.361384";" 12.296677";"  8.589673";" 10.691334";"  9.960895";" 11.341475";" 16.679534";" 21.614200";" 11.356744";" 10.995581";" 24.143739";" 25.479761";" 25.698575";"  5.264195";"  5.474644";" 10.614193";" 12.208798";" 11.662549";" 13.107799";" 15.101246";" 14.906652";" 11.731264";" 13.162389";" 12.821283";"  3.577375";" 12.457025";"  0.000000";NA;"  0.000000";NA;NA;" 10.674772";"  4.569589";"  5.210450";"  5.743671";" 20.859668";" 18.676867";" 10.681468";"100.000000";" 16.503152";" 12.238615";" 17.706037";" 18.449521";" 12.838280";" 27.717392";" 15.418246";" 22.506628";" 10.983722";" 14.214967";" 10.800284";" 12.634361";" 16.203590";" 13.184283";" 16.089395";" 13.533002";"  6.397494";"  2.031069";"  7.601528";NA;NA;"  0.000000";"  8.445801"
"5am";" 17.389950";" 12.401244";"  7.106553";" 14.435703";" 17.561749";" 11.564918";" 12.997564";"  9.199549";" 22.186195";"  5.605294";" 11.515454";" 16.258667";" 19.440529";" 29.704221";" 17.436575";"  8.296927";" 17.593630";"  9.776571";"  8.346462";" 27.251644";" 11.899943";" 21.240221";" 22.560885";"  4.136187";" 10.974573";" 15.093812";" 11.288021";"  3.133456";" 11.225347";" 22.335596";" 35.211291";" 11.108178";" 11.897567";"  9.627659";" 11.588094";" 14.888944";" 13.309009";" 17.368915";"  9.812582";" 12.969047";" 17.253767";" 12.716907";" 13.941158";" 11.490476";"  8.589673";" 10.321170";" 10.070271";" 11.237807";" 16.006772";" 21.158625";" 11.284025";" 10.808138";" 21.862290";" 24.968220";" 28.002014";"  5.264195";"  5.476014";" 11.152777";" 12.327655";" 12.519949";" 13.141258";" 22.262531";" 14.365536";" 11.140767";" 13.400120";" 13.188866";"  3.541326";" 12.299167";"  0.000000";NA;"  0.000000";NA;NA;" 10.257607";"  4.553933";"  4.525615";"  5.829994";" 20.922294";" 18.289718";" 10.681468";"100.000000";" 16.695310";" 11.327128";" 18.984566";" 17.624214";" 12.436261";" 28.597610";" 16.014040";" 21.980694";" 12.552100";" 13.408982";"  9.209786";"  9.588061";" 16.317193";" 13.288899";" 16.233422";" 13.590266";"  6.315504";"  3.239830";"  7.033631";NA;NA;"  0.000000";"  8.515063"
"6am";" 17.564589";" 11.553601";"  7.877712";" 12.147815";" 17.928300";" 11.361070";" 12.592478";"  8.650185";" 19.245761";"  6.448416";" 11.015526";" 15.440041";" 18.243243";" 26.564081";" 16.623303";"  8.623529";" 16.703749";" 10.050639";"  8.346462";" 26.670629";" 12.083891";" 17.633560";" 18.718723";"  4.320769";" 11.137118";" 15.202162";" 10.886678";"  3.184546";" 11.779228";" 23.988061";" 32.471419";" 10.041216";" 12.246670";"  9.278275";" 16.082982";" 15.591025";" 14.925997";" 16.278838";" 10.982784";" 13.521657";" 17.461234";" 11.516431";" 12.801558";" 12.691140";"  8.116164";" 11.287198";"  8.639966";"  9.764257";" 14.301982";" 19.658951";" 10.054644";" 10.786559";" 18.473605";" 27.563592";" 27.924713";"  6.013418";"  4.807878";" 10.811310";" 11.362883";" 10.911856";" 13.985099";" 22.782233";" 13.695897";" 10.199547";" 13.421550";" 13.249119";"  3.541326";" 12.266328";"  0.000000";NA;"  0.000000";"  0.000000";NA;"  9.099580";"  4.104178";"  5.595007";"  5.729080";" 19.441386";" 18.608118";" 13.143145";"100.000000";" 16.102681";" 11.506360";" 19.208601";" 15.839221";" 11.474913";" 24.121958";" 15.853010";" 22.098868";" 13.608367";" 15.388630";"  9.977360";"  9.667615";" 16.639547";" 13.399334";" 16.073532";" 13.262769";"  6.740252";"  3.262156";"  6.771971";NA;"100.000000";"  0.000000";"  7.856217"
"7am";" 14.010420";"  9.563407";"  9.260569";"  9.402959";" 19.556461";" 12.212314";" 13.166634";"  6.004387";" 23.280719";"  5.657891";" 11.914751";" 15.171260";" 20.489586";" 28.767861";" 12.198437";"  7.460801";" 16.824993";"  9.199536";" 10.412652";" 26.289308";" 12.429650";" 14.229591";" 14.363370";"  4.817877";" 12.107610";" 15.962921";" 11.208468";"  3.480170";" 11.053946";" 21.267873";" 24.223270";"  9.990962";" 10.052722";" 10.076119";" 16.293523";" 20.782498";" 13.271968";" 20.416178";" 11.001876";" 19.113985";" 18.346545";" 14.633018";" 11.864749";" 11.580677";"  8.325480";" 12.307919";" 11.247824";"  7.652268";" 15.285408";" 16.225730";"  9.919133";" 11.846445";" 18.899282";" 27.478471";" 26.678378";"  6.798404";"  4.921124";"  8.711902";" 11.765222";" 12.173059";" 17.213806";" 25.341853";" 12.606242";" 12.942046";" 11.674560";" 11.503675";" 13.874316";" 20.020409";"  0.000000";" 73.530354";"  0.000000";" 26.605949";"  0.000000";" 10.824936";"  7.331350";"  5.493261";"  6.582001";" 19.035791";" 16.318368";"  9.024091";"100.000000";" 15.861333";" 12.348627";" 20.377046";" 13.867653";"  9.171571";" 23.057585";" 14.185075";" 23.104904";" 15.043526";" 14.449814";" 11.878215";"  9.304289";" 15.041414";" 13.133918";" 15.244438";" 12.952507";"  8.474060";"  5.307998";"  7.327006";"  0.000000";" 57.596696";"  0.000000";"  8.983116"
"8am";"12.762622";" 7.438580";" 7.083931";"10.793918";"19.038679";"12.927897";"10.246730";" 6.377410";"21.370620";" 8.245595";"13.902045";"17.223442";"21.386669";"28.223794";"11.799511";" 8.215945";"14.975980";"10.952581";"10.419282";"23.105962";" 8.677204";"13.101362";"12.145235";" 5.275030";"15.745135";"17.397956";"10.350694";" 3.264470";"11.696215";"20.735340";"20.416021";"11.057887";"11.724661";" 9.570063";"16.720421";"23.079862";"12.986050";"16.157282";"13.737727";"20.063996";"14.691474";"15.794772";"12.034558";"11.410688";" 8.433002";"14.462756";" 9.802736";"10.381384";"11.507714";"20.267185";"12.351328";"11.334656";"18.451278";"28.481379";"28.361592";" 8.119088";" 9.125495";" 8.147355";"13.107117";"11.110868";"14.222182";"25.174616";"13.567387";"15.879760";"12.000729";"12.545834";"11.544814";"22.323557";"28.605482";"68.645594";" 0.000000";"26.605949";" 0.000000";"12.012833";" 6.717784";" 4.296077";" 7.404767";"17.935115";"15.672706";" 8.281719";"43.697999";"16.824760";"12.766991";"23.684163";"14.032290";"11.286976";"19.531759";"16.884688";"22.095223";"12.948822";"11.717972";"12.819250";" 9.214085";"14.282933";"15.013638";"14.031881";"14.245074";"11.581782";" 5.637249";" 7.041131";" 0.000000";"61.439977";" 0.000000";" 9.600880"
"9am";"17.204950";" 7.257459";" 6.438741";" 9.675901";"17.746736";"13.623466";" 9.256269";" 8.515072";"19.074048";" 7.422115";"13.663495";"16.837396";"19.482159";"26.871224";"12.168679";" 9.625739";"12.351334";" 9.420108";"13.117510";"24.330355";" 9.362230";"11.102356";"12.453534";" 3.841400";"15.982368";"17.477886";"12.452962";" 4.426818";"11.500390";"15.872320";"19.020754";" 8.485442";"11.295815";"10.719531";"15.164327";"22.282654";"14.322150";"16.939999";"14.812308";"18.700432";"18.034290";"16.176747";"14.533421";"14.614052";" 8.799155";"12.687875";" 9.570697";" 9.533441";"12.583077";"21.752493";"11.821135";"12.544917";"17.655438";"28.715232";"28.475253";" 8.987483";" 9.759941";" 8.724640";"11.762707";"17.363185";"14.069196";"18.531836";"14.635326";"18.095311";"13.217203";"12.696673";"11.679539";"19.929731";"28.605482";"51.469477";" 0.000000";"22.849570";" 0.000000";"13.227164";" 7.983087";" 3.708429";" 8.366926";"15.462081";"17.915533";" 8.281719";"27.044869";"19.108789";"10.671863";"30.250370";"15.913432";"10.484620";"19.690939";"16.356657";"21.895024";"12.207904";"12.895444";"11.960854";"12.907126";"16.228640";"16.572497";"10.412586";"11.421126";"10.683653";" 4.764210";" 6.972377";"27.054986";"73.519485";" 0.000000";"10.997451"
"10am";"18.202607";" 7.810400";" 6.355266";" 9.458383";"16.190583";"12.752592";" 9.910911";"13.957720";"17.392150";" 7.224975";"12.901698";"18.182874";"22.514572";"24.156317";"12.222132";" 8.702843";" 8.527798";"11.671342";"12.924685";"26.914933";"10.592332";"11.386765";"11.923025";" 4.291460";"13.202586";"14.364645";"13.285337";" 6.590521";"10.719824";"17.297485";"19.790708";"10.657065";"11.977198";" 9.930454";"15.080150";"22.931257";"12.419638";"16.472517";"15.476280";"18.987025";"15.556259";"19.490223";"12.629972";"14.492694";" 9.982881";"15.112979";" 8.971024";"10.081936";"11.737783";"22.836619";"11.491285";"12.531476";"19.463417";"30.855800";"28.943726";" 9.281982";" 9.544391";" 8.267716";"11.490636";"18.292698";"13.827619";"20.107624";"19.680041";"20.823178";"11.872713";"10.908195";"11.290616";"19.262660";"28.591345";"38.317524";" 0.000000";"22.849570";" 0.000000";"12.216129";" 7.924091";" 3.346220";" 8.118950";"13.823109";"18.387419";" 8.281719";"17.701243";"19.435591";"12.300502";"30.907970";"15.260482";" 7.952473";"21.274126";"16.607772";"17.916286";"11.779595";"12.241641";"12.753648";"10.906636";"13.807291";"17.866385";"11.763006";"14.228773";"10.777554";" 5.331519";" 7.570494";"27.054986";"69.923902";" 0.000000";"10.999083"
"11am";"14.422524";" 7.249645";" 7.694471";"10.208060";"14.780620";"14.996650";"12.736626";" 9.387171";"15.714398";" 6.821575";"16.099981";"19.733690";"20.423197";"24.401539";"13.985126";" 9.569030";"11.792089";"11.739572";"11.796911";"23.011906";"12.269674";"15.117506";" 9.343441";" 5.352331";"13.346599";"19.534154";"13.138165";" 2.565234";"10.672754";"16.997666";"18.515511";"10.699669";"13.129898";"13.416132";"13.782003";"23.911531";"10.065789";"15.126786";"15.329608";"17.654545";"14.363662";"18.073952";"12.324214";"15.924242";"10.021981";"17.371160";"10.348938";"10.093915";" 9.541926";"21.411931";"10.235912";"14.906602";"20.626781";"29.572443";"29.486734";" 9.002423";" 9.734311";"10.643618";"13.531337";"15.406869";"16.791984";"19.721888";"17.874641";"21.120591";"12.042418";"10.995924";"12.736747";"19.155918";"32.773718";"43.336384";" 0.000000";"22.849570";" 0.000000";"11.986052";" 8.954341";" 4.319073";" 7.762682";"13.626605";"18.217412";" 8.281719";"17.701243";"19.171824";"12.187200";"29.687534";"15.146615";" 8.822435";"22.401115";"16.696699";"15.538303";"12.372506";"13.001244";"13.469862";"11.256445";"15.294192";"15.696298";"12.560955";"11.583292";"11.921455";" 3.965681";" 6.086585";"51.512709";"63.444150";" 0.000000";"10.730249"
