"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894"
"max";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135";"4851.135"
"4am";"276.594";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"352.010";"145.191";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"5am";"276.594";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"352.010";"145.191";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"6am";"276.594";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"352.010";"145.191";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"7am";"217.038";"153.981";"367.901";" 72.160";" 18.888";"415.083";"219.643";"352.010";"145.191";"141.099";"100.554";"169.787";"119.709";"  6.894";" 81.970"
"8am";"217.038";"153.981";"367.901";" 72.160";" 18.888";"425.885";"208.841";"318.028";"145.191";"141.099";"134.536";"169.787";"119.709";"  6.894";" 81.970"
"9am";"217.038";" 90.740";"367.901";" 72.160";" 43.362";"425.885";"208.841";"318.028";"131.852";"141.099";"186.642";"169.787";"119.709";"  6.894";" 81.970"
"10am";"280.066";"115.214";"304.873";" 97.405";" 18.888";"400.640";"208.841";"318.028";"127.271";"141.099";"173.303";"169.787";" 98.759";"  6.894";" 81.970"
"11am";"217.038";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"352.010";"127.271";"131.860";"148.560";"169.787";"119.709";"  6.894";" 81.970"
"12am";"217.038";"115.214";"387.242";" 72.160";" 18.888";"395.742";"219.643";"352.010";"127.271";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"1pm";"217.038";"129.499";"335.656";"113.354";" 18.888";"362.717";"219.643";"352.010";"160.296";"117.575";"158.952";"169.787";"119.709";"  6.894";" 81.970"
"2pm";"331.649";" 56.223";"423.913";" 61.768";" 18.888";"362.717";"208.841";"231.310";"139.157";"117.575";"158.952";"169.787";"119.709";"  6.894";" 81.970"
"3pm";"268.320";" 97.213";"423.913";" 61.768";" 18.888";"362.717";"191.969";"305.945";"118.018";"117.575";"158.952";"169.787";" 98.759";" 27.844";" 81.970"
"4pm";"259.316";"127.179";"324.214";"124.796";" 18.888";"324.699";"190.806";"320.325";"118.018";"131.860";"158.952";"169.787";"119.709";"  6.894";" 81.970"
"5pm";"259.933";"134.344";"367.901";" 72.160";" 18.888";"377.065";"219.643";"329.678";"124.052";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"6pm";"259.933";"134.344";"367.901";" 72.160";" 18.888";"377.065";"219.643";"291.660";"124.052";"141.099";"139.321";"207.805";"119.709";"  6.894";" 81.970"
"7pm";"279.063";"115.214";"393.146";" 72.160";" 18.888";"389.838";"219.643";"291.660";"124.052";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"8pm";"297.733";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"291.660";"124.052";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"9pm";"297.733";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"291.660";"124.052";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"10pm";"297.733";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"291.660";"124.052";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"11pm";"297.733";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"291.660";"124.052";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"12pm";"297.733";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"291.660";"124.052";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"1am";"297.733";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"291.660";"124.052";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"2am";"297.733";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"291.660";"124.052";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
"3am";"297.733";"115.214";"367.901";" 72.160";" 18.888";"415.083";"219.643";"291.660";"124.052";"141.099";"139.321";"169.787";"119.709";"  6.894";" 81.970"
