"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08"
"4am";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"6am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"7am";"342.04";"  0.00";"  0.00";"261.56";"543.24";"  0.00";"120.72";"171.02";"  0.00";"553.30";"  0.00";"  0.00";"171.02";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"130.78"
"8am";" 905.40";"   0.00";"   0.00";" 724.32";"1629.72";"   0.00";" 281.68";" 372.22";" 181.08";"2635.72";" 362.16";"   0.00";" 402.40";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 251.50";"   0.00";" 241.44"
"9am";" 955.70";"   0.00";"   0.00";" 774.62";"1810.80";"   0.00";" 352.10";" 442.64";" 201.20";"3158.84";" 482.88";" 120.72";" 503.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 251.50";"   0.00";" 271.62"
"10am";" 985.88";"   0.00";"   0.00";" 774.62";"1901.34";"   0.00";" 321.92";" 462.76";" 201.20";"3360.04";" 573.42";" 150.90";" 543.24";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 241.44";"   0.00";" 291.74"
"11am";" 985.88";"   0.00";"   0.00";" 744.44";"1871.16";"   0.00";" 301.80";" 412.46";" 201.20";"3158.84";" 603.60";" 160.96";" 553.30";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 241.44";"   0.00";" 281.68"
"12am";" 985.88";"   0.00";"   0.00";" 734.38";"1740.38";"   0.00";" 331.98";" 402.40";" 201.20";"3168.90";" 784.68";" 171.02";" 553.30";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 251.50";"   0.00";" 291.74"
"1pm";"1036.18";"   0.00";"   0.00";" 714.26";"1830.92";"   0.00";" 331.98";" 392.34";" 201.20";"3239.32";" 865.16";" 150.90";" 563.36";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 251.50";"   0.00";" 311.86"
