"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934";"90.5015433117934"
"4am";"49.746358";"26.135366";"19.096066";"18.867953";"20.437351";"28.147810";"27.717829";"14.261706";"15.266500";"24.305079";"34.347150";"19.782024";"22.171242";"19.738657";"20.587167";"36.044962";"17.478639";" 9.866585";" 8.779026";"17.883215";"45.071851";"20.066961";"21.416604";"22.490740";"29.118905";"20.107167";"14.542169";"16.891367";"20.111555";"24.251974";"19.694449";"18.843966";"15.233009";"23.752849";" 8.440173";"26.865798";"25.779289";"14.468003";"14.047741";"23.881077";" 9.898278"
"5am";"50.194003";"25.305648";"19.014844";"18.784851";"21.835788";"28.325328";"28.757124";"15.082846";"14.344382";"25.653391";"34.082852";"18.672865";"21.717190";"20.410159";"20.646269";"35.298993";"17.167429";" 8.616087";" 8.979106";"17.417798";"45.307763";"20.053928";"23.352389";"23.309244";"29.316610";"20.708693";"15.030746";"17.798644";"19.067641";"25.813157";"19.269888";"18.662699";"14.549911";"24.139229";" 7.995390";"26.200585";"24.583816";"15.260164";"14.403046";"25.060614";"10.098428"
"6am";"47.866403";"24.491333";"18.609363";"19.312435";"21.148144";"28.743318";"28.799161";"14.959898";"15.351349";"27.067932";"35.540218";"17.909537";"22.210195";"21.808485";"22.658575";"37.309891";"18.303450";" 8.708158";" 8.770556";"17.927735";"47.897646";"21.546614";"22.210885";"27.417561";"32.531864";"22.186152";"17.400783";"17.730544";"18.162619";"24.440815";"20.119889";"17.573718";"13.208215";"26.589207";" 8.156561";"27.920541";"24.893324";"15.456426";"16.673678";"25.396484";"11.010995"
"7am";"47.735487";"13.947706";"19.701388";"15.021700";"21.742593";"29.703709";"26.735198";"20.318248";"13.768929";"25.964015";"33.194721";"18.152355";"22.405275";"24.063635";"21.000210";"39.842866";"17.249474";" 9.991728";"10.499437";"18.210176";"41.895754";"23.344657";"22.889871";"30.248373";"36.885208";"25.973923";"17.579257";"23.736074";"17.146857";"27.722778";"18.383139";"23.497873";"15.172684";"26.532861";" 7.942658";"29.070618";"24.586043";"15.387680";"19.151114";"28.556885";"15.809558"
"8am";"33.006547";"13.138963";"18.417988";"14.972029";"18.711136";"28.556228";"25.248525";"24.247701";"19.123265";"27.533325";"29.354068";"15.005879";"22.673116";"24.314753";"21.170560";"35.009350";"18.554021";"10.812825";"11.904320";"25.366806";"40.585206";"29.466929";"21.055378";"27.800061";"43.915071";"30.888873";"20.257663";"23.319038";"18.279506";"32.423645";"23.074460";"23.391840";"15.685648";"24.908296";" 9.864067";"29.890036";"24.077864";"15.947403";"21.032843";"28.885453";"17.773024"
"9am";"31.10855";"14.14010";"19.53345";"11.87198";"20.32096";"26.30051";"25.12770";"24.73622";"19.69155";"27.58625";"28.04942";"16.34011";"20.59342";"25.38672";"19.45250";"31.12189";"21.46070";"13.24802";"11.76498";"24.74448";"35.13151";"29.75572";"21.91969";"30.98061";"40.70499";"33.40682";"20.61167";"25.43200";"20.30622";"32.80888";"26.22710";"20.04507";"17.94787";"23.33056";"11.36845";"33.91672";"22.57499";"15.82498";"21.93973";"27.22749";"17.52505"
"10am";"33.87826";"11.97969";"20.23381";"14.20446";"22.54874";"28.56206";"27.15174";"22.50635";"21.47166";"27.77787";"28.30665";"13.30195";"18.26151";"24.73576";"19.67093";"33.03977";"21.03753";"11.53828";"10.80692";"24.57508";"34.32316";"31.74687";"20.47852";"31.68530";"43.83685";"37.28904";"22.48995";"27.10821";"21.13903";"35.34504";"30.73447";"19.33460";"18.94903";"23.32548";"10.54280";"36.63130";"23.23126";"15.74386";"31.76411";"28.11533";"17.06275"
"11am";"36.52343";"11.88098";"20.97765";"14.54876";"26.26532";"27.64639";"31.53539";"22.86719";"19.57737";"28.03107";"28.45693";"17.17847";"20.46564";"24.23010";"19.69809";"29.13375";"18.30802";"11.35201";"10.60901";"25.92668";"36.36436";"28.54622";"20.62496";"28.96510";"41.46190";"34.59203";"17.79816";"28.96368";"18.48694";"36.33991";"27.33907";"23.43328";"19.64358";"21.10064";"11.33277";"36.08450";"24.46539";"16.64273";"22.79124";"28.33940";"17.43951"
"12am";"43.117052";"19.839493";"27.755478";"16.950385";"27.072873";"26.367499";"29.716117";"22.021926";"16.681204";"32.228327";"28.972585";"17.556751";"21.835115";"27.138592";"19.847976";"27.518111";"16.682718";"13.714758";" 9.644702";"27.208968";"39.661491";"24.882792";"22.348829";"27.939846";"35.918854";"30.771685";"18.071812";"24.608717";"16.866266";"41.648223";"29.498724";"20.170981";"20.841160";"23.508103";"12.065151";"35.433506";"28.495626";"15.781135";"20.307506";"25.061722";"16.962352"
"1pm";"37.02516";"20.91592";"21.34873";"17.47288";"25.40528";"27.43289";"25.87264";"23.86458";"15.10880";"29.82434";"31.06171";"15.53728";"24.07462";"24.91045";"17.13448";"26.41471";"19.66827";"14.50959";"12.14878";"25.50774";"36.90660";"23.21060";"20.08883";"31.91746";"37.43712";"32.40537";"21.69711";"26.75722";"19.88279";"41.75691";"25.13903";"19.29519";"20.36534";"26.64062";"11.01069";"31.53910";"29.23681";"14.48069";"20.37064";"25.94510";"18.25403"
"2pm";"36.09532";"20.72357";"19.16450";"17.49408";"24.07494";"30.73664";"27.78019";"24.20025";"17.08053";"30.64875";"29.61411";"17.65662";"18.28641";"24.95884";"18.61995";"28.21971";"27.44245";"15.79342";"14.25119";"25.76919";"36.58196";"26.67663";"19.15809";"30.37957";"37.40345";"32.70618";"21.03693";"26.77152";"18.83627";"38.55849";"27.59621";"18.90999";"21.70357";"28.12386";"10.75957";"37.14598";"26.16500";"14.11611";"18.63027";"29.41756";"17.38736"
"3pm";"37.269562";"21.622245";"17.329542";"18.352179";"24.864123";"27.923142";"22.994353";"27.354140";"15.690580";"27.826591";"29.806718";"19.590203";"16.231710";"28.151550";"22.787367";"29.180168";"24.690452";"11.964425";"15.327332";"24.241439";"36.077324";"33.240385";"16.854121";"32.307737";"41.536762";"30.009929";"21.478499";"28.550873";"20.342017";"38.040652";"27.763648";"16.666795";"16.302292";"24.979217";" 9.498457";"33.288684";"24.916846";"15.974765";"17.507646";"30.252350";"18.028339"
"4pm";"40.45104";"24.70895";"22.54085";"20.76900";"18.98638";"28.97814";"24.48877";"27.76092";"15.97242";"27.47275";"30.63595";"26.92027";"17.03125";"23.39302";"26.15925";"29.13191";"24.29882";"11.58444";"17.81472";"22.54385";"38.65210";"27.85205";"20.62007";"30.31216";"38.89425";"31.66230";"17.71954";"24.18891";"16.51051";"32.08349";"25.78827";"17.64875";"17.22033";"26.02707";"12.21844";"30.45932";"32.16559";"20.52685";"20.72529";"25.29603";"16.89522"
"5pm";"47.107580";"26.741337";"21.151267";"20.127061";"20.342013";"26.475419";"25.497249";"23.370871";"19.322527";"29.984558";"29.597052";"22.358726";"14.732102";"19.931361";"24.104575";"32.213847";"19.606978";"10.400349";"10.718694";"18.820921";"41.231000";"25.476478";"20.260641";"24.576848";"32.022823";"25.370993";"15.286540";"19.586975";"17.265812";"27.705895";"26.224905";"15.652986";"16.825250";"23.248944";" 9.830999";"29.217835";"30.907929";"18.223315";"18.792896";"22.047536";"16.822694"
