"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383";"4045.1383"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0"
"6am";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"917.4356";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000"
"7am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 700.4673";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1303.0850";"   0.0000";"1704.4923";"2243.1934";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"1422.9234";"   0.0000";"1230.4806";"   0.0000";"   0.0000";"1187.9888";"   0.0000";"   0.0000";"   0.0000";"1152.7271";"   0.0000";"1959.5822";"   0.0000";"1458.0336";"2711.1961";"1014.6931";" 727.2805";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";"1422.9234";" 740.9466";"1300.2419";"   0.0000";"   0.0000";"1531.8163";" 732.1767";"   0.0000";" 756.7107";"1231.9586";"   0.0000";"2224.5991";"   0.0000";"1515.2910";"3017.2837";" 974.8167";"1061.2253";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"1630.2838";" 927.9561";"1201.4329";"   0.0000";"   0.0000";"1671.7955";" 703.5520";"   0.0000";" 908.4072";"1417.4992";"   0.0000";"2164.1603";"   0.0000";"1457.0569";"3097.0076";"1031.7244";" 845.6960";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"11am";"1903.5280";" 832.6891";"1211.5564";"   0.0000";"   0.0000";"1203.0254";"   0.0000";"   0.0000";" 757.3116";"1111.1245";"   0.0000";"2315.1283";"   0.0000";"1420.5452";"2735.6774";"   0.0000";" 831.0439";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"12am";"1889.5995";" 823.3102";"   0.0000";" 818.1503";"   0.0000";"1108.4194";"   0.0000";"   0.0000";"   0.0000";"1353.1303";"   0.0000";"2221.5904";"   0.0000";"1227.9153";"2324.9937";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"1pm";"1881.8420";" 623.6635";"1383.4015";"1040.1529";"   0.0000";"1386.9417";"   0.0000";"   0.0000";" 686.7181";"1329.0045";"   0.0000";"2240.2057";"   0.0000";"1363.4604";"2725.1016";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"2pm";"2106.9281";" 807.2746";"1312.9012";" 975.9845";"   0.0000";"1320.5858";"   0.0000";"   0.0000";" 815.8650";"1551.5850";"   0.0000";"2190.6737";"   0.0000";"1522.6345";"2545.5509";"1126.2510";" 820.9755";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"3pm";"1727.7377";"1157.3979";"1196.2999";" 841.6609";"   0.0000";"1418.4459";" 900.5436";"   0.0000";" 737.1841";"1104.1777";"   0.0000";"2102.1231";"   0.0000";"1353.8190";"2802.4372";"1073.3001";" 947.9524";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"4pm";"1553.0721";" 889.6311";" 685.7355";"   0.0000";"   0.0000";"1193.3531";"1053.1808";" 858.6181";"   0.0000";"   0.0000";"   0.0000";"1419.3482";"   0.0000";"1228.0534";"2295.7854";"   0.0000";" 949.3811";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"5pm";"1043.4334";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 966.9894";"   0.0000";"1080.8459";"1000.5890";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"6pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1007.968";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"7pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"8pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0"
"9pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0"
"10pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";"0";" 0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";"0";" 0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";"0";" 0"
