"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203"
"4am";"2680.935";"3150.257";"4028.204";"3785.358";"3471.406";"3521.663";"1961.244";"5048.838";"5451.875";"5492.441";"2689.941";"5390.266";"4643.584";"2622.691";"2930.157";"1986.030";"4984.468";"4560.826";"3869.437";"5304.789";"3897.521";"1138.666";"2188.229";"4026.553";"3525.089";"3805.765";"2629.215";"4398.154";"4598.382";"2173.334";"4843.388";"3342.560";"4831.249";"3186.690";"3499.797";"4596.270";"3568.483";"2950.186";"4631.083";"4847.405";"4179.390"
"5am";"2680.935";"3204.381";"4051.828";"3611.793";"3302.267";"3484.335";"1867.332";"4739.917";"5962.212";"5359.206";"2730.495";"5827.687";"4779.107";"2498.636";"2869.710";"1998.368";"5115.456";"5439.243";"3768.204";"5212.367";"3857.082";"1139.732";"2012.169";"3815.848";"3298.993";"3650.875";"2576.520";"4109.647";"4923.540";"1984.487";"4985.714";"3384.732";"4774.439";"3119.371";"3160.965";"4619.611";"3629.273";"2782.875";"4482.021";"4521.731";"4110.663"
"6am";"2979.217";"3176.569";"4056.885";"3412.583";"3366.709";"3147.553";"1813.749";"4791.922";"5751.358";"5178.033";"2644.280";"5811.789";"4651.859";"2302.410";"2670.713";"1855.127";"4904.467";"5370.307";"3873.824";"5067.365";"3542.777";"1035.458";"2106.474";"3252.544";"2849.174";"3470.240";"2221.108";"3807.321";"4751.227";"2134.977";"5154.087";"3425.066";"4726.165";"2738.045";"3115.500";"4275.303";"3677.104";"2628.784";"4238.504";"4207.585";"3766.066"
"7am";"3599.1942";"4325.4656";"3912.6316";"3368.9028";"3779.9283";"2507.2832";"1738.3809";"3303.0687";"5647.3820";"5188.1236";"3046.9358";"5794.9228";"4603.7085";"2104.2565";"2534.8028";"1452.7010";"4812.3820";"4901.9285";"2742.7066";"4065.7248";"3665.3526";" 829.5324";"2123.2079";"2853.1519";"2413.6027";"2764.8896";"1850.2701";"2765.4056";"4670.1983";"1742.5554";"5634.6211";"2974.6789";"3827.7050";"2144.8528";"2713.7516";"4036.7248";"3547.9254";"2643.1134";"3579.2096";"3887.9787";"2983.2723"
"8am";"6070.0073";"4667.4616";"3724.1106";"2998.4493";"4364.4632";"2517.0152";"1936.3221";"2988.8260";"5122.3401";"4861.2574";"3596.9846";"5425.2453";"5618.1775";"2278.6954";"2142.7044";"1590.7849";"4528.8484";"4813.8024";"2202.3723";"3112.5866";"3562.7222";" 639.3645";"2567.4070";"3103.0645";"1766.1732";"2344.0896";"1532.9535";"2418.4619";"4583.4672";"1421.7382";"5147.6548";"3194.0923";"3149.9197";"1876.0719";"2220.5247";"3642.1853";"4031.7908";"2476.3133";"3456.6476";"3826.0760";"2637.2613"
"9am";"6399.6543";"4811.4207";"3784.7771";"2948.1760";"4447.9371";"2690.8248";"1669.5165";"2905.6084";"4796.9645";"5035.7278";"3948.7047";"5048.7757";"6373.6347";"1949.5940";"1958.7553";"1835.8885";"3819.0523";"3977.3959";"2231.9801";"3217.4761";"4803.7094";" 628.1679";"2334.2619";"2705.5953";"1937.6438";"1990.3325";"1371.1830";"2146.1222";"4246.8477";"1407.7454";"4743.2946";"3386.4450";"2855.9842";"1882.7599";"1894.5272";"3376.3341";"3960.0511";"2372.3642";"3557.2474";"3914.9852";"2499.7840"
"10am";"6365.6771";"4865.1865";"3673.3520";"2746.5682";"4081.0118";"2724.7604";"1606.4871";"2958.8499";"4547.9178";"4862.5906";"4158.4183";"5019.4471";"7337.6110";"1895.2633";"2092.4639";"1605.6285";"3812.8907";"4228.3325";"2224.8247";"3412.7550";"5108.7236";" 560.8437";"2396.3728";"2402.5371";"1779.3947";"1966.8988";"1300.0193";"1960.2741";"4174.8590";"1429.7862";"4255.0888";"3464.4848";"2663.9656";"2017.1518";"2099.0373";"3165.8680";"3666.1546";"2456.5563";"2951.1668";"3903.5073";"2581.9051"
"11am";"5584.7143";"5199.2553";"3387.3044";"2911.8848";"3771.4526";"2643.8758";"1538.5261";"2938.1132";"4976.2648";"5129.2014";"3949.4437";"5094.4125";"6562.0944";"1949.5603";"1939.2830";"1781.6488";"4244.8466";"4512.9692";"2163.8049";"3464.3670";"4512.2569";" 681.6855";"2405.3316";"2636.7074";"1916.7658";"2119.3058";"1635.2714";"1863.0832";"4409.3292";"1360.7680";"4685.7191";"3039.5191";"2933.6771";"2142.2771";"2147.5779";"3317.6556";"3363.2152";"2433.5614";"3484.0578";"3744.3696";"2595.0896"
"12am";"4792.5411";"4111.3014";"3042.1067";"3066.1743";"4044.6476";"2749.7602";"1561.2525";"3056.6281";"5626.2199";"4565.6084";"3805.2246";"5287.0099";"5886.8361";"1872.0724";"2238.4267";"1943.4307";"4591.5330";"4215.1298";"2405.8255";"3322.3688";"4150.8146";" 845.7924";"2343.9553";"2612.0031";"2300.8605";"2462.8635";"1679.3382";"2350.9096";"4709.6060";"1366.0485";"4672.5684";"3610.3947";"3184.0001";"2181.4708";"2000.5542";"3563.1723";"2776.9898";"2600.9016";"3577.8521";"3994.1216";"2455.6702"
"1pm";"5919.736";"4731.785";"3503.777";"3413.767";"4051.254";"2759.440";"1849.541";"2749.153";"5662.013";"4797.624";"3409.659";"5679.385";"5820.031";"2012.291";"2366.095";"2080.258";"4191.643";"3702.536";"1750.496";"3222.408";"4809.824";" 751.441";"2351.371";"2287.704";"2106.825";"2234.294";"1481.322";"2183.531";"3909.926";"1358.540";"5288.500";"3909.151";"2771.627";"1810.388";"1999.327";"3906.297";"2948.996";"2685.617";"3251.358";"3688.900";"2304.540"
"2pm";"6476.4067";"4860.4974";"3730.2839";"3575.7632";"4053.8074";"2669.3876";"1456.7829";"2896.0411";"4736.1338";"4526.6045";"3943.3050";"5447.4001";"7629.4274";"1872.5871";"2609.6162";"2113.2069";"3739.1685";"3350.3488";"1621.9725";"2886.4570";"5080.0529";" 463.6658";"2377.1911";"2183.4022";"2036.4831";"2249.2703";"1454.9616";"2127.6990";"3832.4200";"1361.2283";"5047.9249";"3801.6523";"2855.0361";"1636.5103";"2051.7645";"2868.1411";"3708.5098";"2636.7400";"3539.2193";"3204.9295";"2383.3829"
"3pm";"6337.397";"4320.155";"3913.587";"3213.541";"3959.233";"2623.857";"1911.189";"2861.710";"4907.882";"4873.270";"3901.016";"4849.531";"7958.982";"1685.548";"2275.026";"1993.729";"4086.831";"3917.594";"1644.059";"3134.698";"5470.119";" 433.553";"2847.079";"1943.100";"1901.857";"2603.720";"1471.997";"2243.832";"3669.530";"1393.091";"4328.795";"4523.783";"3050.374";"1923.143";"2357.021";"3586.828";"3524.390";"2306.505";"4153.122";"2989.555";"2280.810"
"4pm";"5879.0202";"3934.1419";"3451.3278";"3144.0989";"4207.8443";"2754.2569";"1592.4593";"3643.0747";"5064.7690";"5021.8845";"3414.0573";"3913.5670";"7374.1459";"2148.0950";"2231.6011";"2107.1468";"4439.4759";"4242.5898";"1571.2950";"3482.6952";"4796.3347";" 649.0359";"2663.3691";"2382.1150";"2486.6741";"2489.9688";"1820.7514";"2941.0979";"4090.4832";"1519.9753";"4623.3766";"4106.7340";"3468.3511";"2088.7368";"2372.7879";"3641.4710";"3034.9596";"1858.5575";"3968.5941";"3743.2783";"2583.8267"
"5pm";"4069.370";"2836.749";"3402.515";"2862.205";"3748.944";"3242.589";"1816.852";"3382.570";"5150.641";"4653.437";"2824.712";"4604.826";"7507.071";"2422.148";"2591.615";"1923.138";"4947.928";"4650.370";"2137.776";"4897.548";"5023.601";" 721.717";"2251.214";"3449.576";"2845.128";"3127.682";"2050.364";"3702.571";"4756.325";"1979.125";"4769.208";"3980.031";"3700.007";"2539.005";"2681.447";"4049.378";"3333.380";"2239.155";"4253.629";"4472.410";"2808.541"
"6pm";"4129.244";"3032.518";"3903.358";"3439.866";"4016.093";"2914.010";"1692.153";"4234.607";"6260.713";"4449.907";"2445.975";"4973.203";"6796.624";"2823.807";"3075.428";"2144.742";"4744.483";"4343.049";"2717.879";"4929.062";"4360.230";"1133.539";"2174.101";"3744.295";"3268.967";"3483.499";"2695.517";"4109.571";"4664.517";"2011.496";"5396.476";"3449.142";"4435.828";"2929.358";"3276.795";"4137.652";"3557.224";"2523.287";"4697.978";"4390.707";"3456.792"
