"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878";"30.9882982601878"
"max";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122";"69.0117017398122"
"4am";"56.16496";"54.24241";"56.24714";"59.48610";"56.51863";"50.72639";"65.08149";"59.70538";"56.65326";"58.56255";"50.58039";"62.37673";"63.52902";"54.54887";"60.75993";"55.44855";"51.45998";"61.73677";"47.46409";"56.52977";"62.89750";"59.58911";"58.94951";"53.55315";"51.36132";"57.13678";"63.13897";"54.59820";"55.37264";"54.82784"
"5am";"56.14444";"54.36975";"56.47210";"59.29964";"56.28082";"51.12369";"64.75734";"59.37137";"56.52485";"58.79860";"51.48494";"63.66146";"63.22436";"61.16121";"59.66280";"57.98684";"51.87290";"54.97355";"46.34731";"56.59669";"64.65529";"57.78590";"59.11810";"52.89918";"50.33139";"57.13665";"64.14421";"54.02771";"53.88816";"54.68454"
"6am";"56.25850";"55.30312";"58.27353";"59.78140";"56.64047";"52.45841";"61.70059";"58.54284";"59.96879";"58.15115";"51.09857";"63.59438";"63.93538";"61.25584";"61.45542";"57.29723";"52.67469";"55.20528";"44.60608";"58.19510";"62.94562";"56.95853";"60.01559";"52.07582";"49.75172";"57.13665";"63.06786";"54.37376";"53.70079";"58.28439"
"7am";"58.01453";"58.49011";"61.36097";"59.34498";"59.21785";"58.26978";"59.35488";"61.18307";"58.07782";"64.06263";"48.75340";"68.68143";"59.08393";"59.87318";"58.37084";"53.54974";"50.09461";"50.14324";"46.04891";"63.83965";"55.37064";"57.96701";"57.04489";"57.68514";"54.04392";"60.44542";"64.31706";"54.42436";"56.51359";"55.43166"
"8am";"61.34986";"58.62190";"61.52669";"59.73831";"56.06397";"58.08623";"51.60589";"62.48802";"63.55722";"58.43316";"49.34573";"64.60304";"61.60642";"59.43154";"42.06362";"65.14301";"49.46588";"46.34024";"51.87479";"58.05379";"59.63669";"57.00720";"56.86765";"58.45185";"59.26624";"58.24892";"62.11200";"50.15216";"56.94821";"57.78253"
"9am";"61.12537";"59.85516";"61.02579";"57.45500";"55.22344";"62.79309";"50.53793";"64.15092";"63.04056";"56.15804";"50.56703";"62.22726";"60.53336";"57.32156";"42.11183";"66.96435";"51.57357";"45.93072";"58.01566";"58.77975";"59.53039";"55.70704";"52.54083";"58.81461";"60.12062";"60.13723";"62.55495";"51.12172";"53.61017";"58.32312"
"10am";"61.70475";"58.56354";"62.22586";"58.72322";"54.52900";"60.19301";"53.05028";"64.32781";"61.74416";"53.92357";"51.66348";"59.51580";"63.56530";"58.51266";"43.25276";"68.59953";"50.59988";"44.21729";"54.44350";"58.62913";"58.43259";"59.02382";"53.83949";"62.48294";"55.85771";"58.90089";"61.92047";"52.09436";"53.84731";"59.71780"
"11am";"60.72241";"58.30762";"61.66788";"57.49841";"56.04588";"63.96509";"52.31738";"62.42363";"62.55327";"56.17065";"52.60071";"55.04763";"63.19053";"57.14541";"50.58218";"65.99309";"45.65738";"44.75412";"57.85101";"56.86314";"61.08678";"56.18741";"54.16699";"62.83515";"56.44981";"56.88208";"62.79879";"52.15820";"56.70275";"58.22418"
