"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707";"7194.29707"
"4am";"3151.6754";"2660.4488";"2781.9632";"1796.4953";"2943.6112";"1689.5114";"1755.0844";"2346.3184";"1515.6422";"2408.6742";"2660.3968";"2527.4114";"2170.6069";"1173.3638";"2254.0413";"1195.9440";"2464.3027";"1250.4473";"2768.9317";"3022.3682";"2831.9715";" 829.4442";"2404.4157";"1062.8904";"2645.7532";"1538.1302";"1891.1027";"2109.7535";"2045.7950";"1450.7522"
"5am";"3196.3653";"2683.9893";"2781.9632";"1796.4953";"2920.0706";"1689.5114";"1844.3651";"2346.3184";"1515.6422";"2408.6742";"2636.7769";"2527.4114";"2170.6069";"1173.3638";"2209.3514";"1219.5639";"2375.0220";"1250.4473";"2768.9317";"3022.3682";"2474.2182";" 829.4442";"2404.4157";"1062.8904";"2435.7573";"1538.1302";"1891.1027";"2109.7535";"1883.9765";"1450.7522"
"6am";"3132.3314";"2659.4093";"2409.4023";"1745.2331";"2769.9934";"1636.9172";"1336.4776";"2346.3184";"1946.0368";"2408.6742";"2636.7769";"2293.1797";"2210.9551";"1173.3638";"2443.5831";"1219.5639";"2341.9994";"1250.4473";"2218.3323";"3217.1923";"2116.4649";" 896.9704";"2341.4991";" 995.3642";"2435.7573";"1538.1302";"1871.9852";"2109.7535";"1722.1580";"1450.7522"
"7am";"3189.6191";"2407.9989";"2363.0970";"1693.7638";"2526.3793";"1491.3535";"1557.1996";"2186.5269";"2226.2155";"2048.7128";"2867.9413";"2411.4830";"2202.0324";"1399.5761";"2156.2630";"1631.7557";"2078.4493";"1227.5840";"2080.0290";"2605.5214";"1860.0424";" 916.0879";"2334.3550";" 737.0610";"2623.9514";"1557.2477";"1763.2010";"1792.6646";"1236.2550";"1412.8434"
"8am";"2956.4338";"2357.0730";"2726.1010";"1852.7889";"2170.6456";"1517.6770";"1539.6336";"2057.4919";"2148.7366";"1753.2407";"3115.7041";"2384.5990";"2573.7526";"1381.9511";"1586.3331";"2799.1640";"2069.7736";"1171.4946";"1971.3572";"2183.3277";"1986.1391";"1038.6543";"2066.8711";" 814.4529";"2355.8983";"1482.4463";"1834.0801";"1732.6683";" 948.3213";"1470.1789"
"9am";"2787.0521";"2381.4850";"2739.0564";"1734.0812";"2468.9960";"1239.8829";"1853.5016";"2028.3472";"2146.7823";"1781.1306";"3462.0665";"2350.1100";"2371.9100";"1286.7988";"1610.0862";"2631.0462";"2088.6285";"1130.1378";"2118.6471";"2126.0775";"2077.5716";" 935.5075";"1942.4262";"1238.7682";"2202.7537";"1562.5415";"1599.8573";"1756.1380";" 952.4861";"1791.9139"
"10am";"2732.4871";"2231.3151";"2764.0257";"1809.0359";"2395.9703";"1237.0945";"1577.2376";"2016.5873";"2378.0510";"1669.0170";"3422.5252";"2676.2860";"2320.8603";"1402.6286";"1227.9529";"3081.9644";"1949.9436";"1095.9370";"1836.1925";"2152.9224";"2159.2585";" 989.4171";"1864.5704";"1376.3421";"2000.6681";"1521.6043";"1720.0765";"1572.1247";"1029.0403";"1891.9937"
"11am";"2723.1181";"2139.7769";"2940.9877";"1921.1964";"2456.0183";"1126.1142";"1821.8751";"1854.1281";"2273.3480";"1773.9945";"3250.4148";"2881.0256";"2510.1418";"1327.2905";"1307.4731";"2850.8008";"2347.7132";" 970.8389";"1958.5724";"2081.6286";"1924.1853";" 960.3632";"1982.1781";"1110.6466";"1942.3374";"1638.5486";"1706.0931";"1652.8749";"1077.1271";"1585.8179"
