"hour","sex1","sex2"
"4am",0.0500183684634537,0.0500183684634536
"5am",-0.0135951965571206,-0.0135951965571203
"6am",-0.0602310611115268,-0.0602310611115266
"7am",-0.0977424164940854,-0.0977424164940854
"8am",-0.0680853565098491,-0.0680853565098489
"9am",0.0083130357283289,0.00831303572832884
"10am",0.0188649461413621,0.0188649461413619
"11am",0.00704065910982126,0.00704065910982126
"12am",0.0670820359804075,0.0670820359804076
"1pm",0.00420737478647685,0.00420737478647689
"2pm",0.0138761665495331,0.0138761665495329
"3pm",0.0416995173460598,0.0416995173460599
"4pm",0.0527910120043451,0.052791012004345
"5pm",0.067492449617723,0.0674924496177232
"6pm",0.042078832814779,0.0420788328147786
"7pm",-0.0547790411239088,-0.0547790411239086
"8pm",-0.067941943817741,-0.0679419438177412
"9pm",-0.0677976085817809,-0.0677976085817807
"10pm",0.0103394956461564,0.0103394956461564
"11pm",0.0257042260933254,0.0257042260933258
"12pm",0.0365815310355654,0.0365815310355653
"1am",0.0421452340356889,0.0421452340356886
"2am",0.0370162920747428,0.0370162920747425
"3am",0.0513695125038792,0.0513695125038788
