"hour","mode1","mode2","mode3"
"4am",0.66402086159821,0.800712837694433,0.637610909284727
"5am",0.663354863325734,0.799466068806526,0.634075625032342
"6am",0.685772246276481,0.783463485116975,0.612781395164715
"7am",0.709553288829168,0.733113445321654,0.506921256980325
"8am",0.727924741394299,0.72046159008173,0.376437717090112
"9am",0.741102047824431,0.718961245409833,0.371270776784176
"10am",0.728194706204504,0.710149240213903,0.402321700358423
"11am",0.742766892542799,0.723913858017932,0.406394741381869
"12am",0.729519363800911,0.718940329507861,0.45495438838086
"1pm",0.745482090284785,0.72900947494831,0.438477958397962
"2pm",0.732253144744742,0.74080138088877,0.440101594256412
"3pm",0.705451915729569,0.730691974578296,0.457110656678359
"4pm",0.724245379837243,0.758479128300024,0.521402354029361
"5pm",0.726576394755831,0.786831995613183,0.617819717467497
"6pm",0.680978884057165,0.804840256727991,0.594663128910597
"7pm",0.665092598999086,0.795111162040919,0.61231113942393
"8pm",0.674088260446458,0.789218756797933,0.623640310297443
"9pm",0.6529809580694,0.790237543895045,0.630747436328192
"10pm",0.662800711178812,0.79710837748681,0.628401569934099
"11pm",0.672070653193049,0.798053465404119,0.628229839814972
"12pm",0.676780521207148,0.79581827766474,0.627420227113627
"1am",0.668298590954265,0.793536663955377,0.628155258131626
"2am",0.668934383345325,0.796363047341971,0.631575829950359
"3am",0.667329548444365,0.795406227611399,0.63415602266213
