"hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"4am",0.134144937409098,0.558826214991681,0.0559588324636188,0.168197504935836,0.427447620173781
"5am",0.138869023739943,0.54344716777857,0.0470661676636813,0.145959795641825,0.409715239059794
"6am",0.125920592784979,0.541967724402269,0.0628437968953398,0.165557791342133,0.381079668048872
"7am",0.157233779214909,0.532023738922714,0.0553724683780803,0.224335174107608,0.374496246513949
"8am",0.129688985940907,0.500217374557416,0.0286229001226844,0.271300369129684,0.366353264398314
"9am",0.134160519966103,0.504330538509142,0.0700001038951497,0.27352670651781,0.345734824307307
"10am",0.152384040255191,0.494397571352441,0.0793900048935728,0.274360926129547,0.326815790390224
"11am",0.132381671489835,0.500580819578582,0.0540107374096933,0.295109632498444,0.346965287940376
"12am",0.173284348695672,0.521232273593475,0.0494194385142597,0.282385048953349,0.341494840267023
"1pm",0.106374807826766,0.513831855849861,0.112426887207803,0.264418906765365,0.345659589819588
"2pm",0.164419772237973,0.544565852025334,0.122952770460431,0.248439678581757,0.369946883265412
"3pm",0.180487222663893,0.535739688378613,0.0723463310092583,0.211834436100299,0.387341967342499
"4pm",0.186044167093837,0.519863822058543,0.0755098603442524,0.25808675267431,0.385515621031174
"5pm",0.160285603783269,0.528439594912559,0.0291502211384659,0.208963330769967,0.340882942535357
"6pm",0.149773459087765,0.556886559845271,0.0946056930598096,0.170957081624731,0.389595470403636
"7pm",0.153671719571328,0.571839285756078,0.0904441567232254,0.207913545754212,0.383502900263692
"8pm",0.134733704962603,0.568673049427344,0.0584496808680091,0.196294597322133,0.39464713991616
"9pm",0.160496881488205,0.566087082715254,0.0700801313678215,0.228037165879061,0.410819189279584
"10pm",0.14330750169343,0.547058207890636,0.0337408020539741,0.22131599484096,0.399662542057558
"11pm",0.126147303901925,0.559092210614963,0.0484113373793324,0.198125206567604,0.411022393283165
"12pm",0.121569184120745,0.545396976235882,0.038976194892107,0.171798709239018,0.419870374935842
"1am",0.129915411406583,0.55644654417733,0.0433315309690293,0.179671764597507,0.430940878448929
"2am",0.134675068218079,0.555499658682788,0.0397715015437924,0.172917275564512,0.430958599678603
"3am",0.133896259971436,0.555453412608195,0.0567126710383335,0.180395752937124,0.429374814408941
