"hour","cs1","cs2","cs3","cs4","cs5"
"4am",0.142839109637795,0.490949956130249,0.126206258035329,0.125101223391943,0.344737652573334
"5am",0.155992476207659,0.473257041028303,0.138509248063657,0.117690979526991,0.322481197903132
"6am",0.1409195703376,0.476934615071961,0.153862738599236,0.153291191187082,0.309171094986489
"7am",0.153441323174622,0.508007858320763,0.25601487922525,0.231922468995319,0.274169605052597
"8am",0.11519337976151,0.462967668730357,0.169494966170325,0.187295683466146,0.2940681052531
"9am",0.11125376648349,0.527791374865237,0.23633276008501,0.222516246092719,0.296726754060782
"10am",0.126948187007978,0.515151818690297,0.25551933400586,0.232488806363708,0.284878040372869
"11am",0.133612612138678,0.500789739771303,0.225432071674623,0.258308262631968,0.277085102362687
"12am",0.189855500518387,0.506813182824711,0.193206811580254,0.287887660630466,0.279484780983131
"1pm",0.190225769899838,0.526225522653166,0.209083064690096,0.222768426217493,0.289719217425019
"2pm",0.216583575700849,0.503615870003533,0.147344865190016,0.208127908787396,0.292597949886922
"3pm",0.257712109022389,0.50453989489212,0.121055282785518,0.127847834004626,0.307661479059418
"4pm",0.23782117599132,0.509992373667444,0.126787523714252,0.179401103183219,0.309839937381249
"5pm",0.193194830277838,0.467902777892605,0.0853567595562189,0.160613683552295,0.310175589581908
"6pm",0.176763317401787,0.499454243182056,0.0831257502434231,0.179054844737527,0.341634891435018
"7pm",0.152559916030393,0.506840947071049,0.0743126227226475,0.137306234267664,0.372675890578663
"8pm",0.14722241815451,0.515316634776082,0.0718676615520603,0.146852645805021,0.36613285771163
"9pm",0.162628468750902,0.512441290898062,0.112702090474005,0.181597543962233,0.37266750861807
"10pm",0.158580593952375,0.486648414529635,0.0732679217177967,0.166710438055402,0.357989412718524
"11pm",0.136359679011743,0.490729077141815,0.0943513476742951,0.148340019174062,0.347974620163543
"12pm",0.137430934023443,0.479648339183239,0.092522286565576,0.141816426551075,0.348356607985884
"1am",0.139565525214703,0.486991811151585,0.101972327283275,0.143107667518264,0.354268520747943
"2am",0.139832038390124,0.490516586689742,0.103962908768435,0.1364868904196,0.355839872180884
"3am",0.138746601095586,0.488812911410737,0.122341197598969,0.13486214152722,0.353208805584014
