"hour","sex1","sex2"
"4am",0.06,0.06
"5am",0.0607,0.0607
"6am",0.0618,0.0618
"7am",0.0742,0.0742
"8am",0.0826,0.0826
"9am",0.0854,0.0854
"10am",0.0825,0.0825
"11am",0.0742,0.0742
"12am",0.0689,0.0689
"1pm",0.0736,0.0736
"2pm",0.0773,0.0773
"3pm",0.0758,0.0758
"4pm",0.068,0.068
"5pm",0.0617,0.0617
"6pm",0.0589,0.0589
"7pm",0.0646,0.0646
"8pm",0.0625,0.0625
"9pm",0.0593,0.0593
"10pm",0.0601,0.0601
"11pm",0.0605,0.0605
"12pm",0.059,0.059
"1am",0.0592,0.0592
"2am",0.0598,0.0598
"3am",0.0595,0.0595
