"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034";"99.1610738255034"
"4am";"24.305556";"21.974522";"21.367521";" 8.906883";" 8.262454";" 2.797927";"10.815765";"10.401891";" 3.515625";" 6.590258";" 4.491726";" 5.112219";" 3.545360";" 3.723404";" 4.488778";" 1.310044";" 1.875000";" 1.197605";" 4.373178";" 4.115226";" 3.892944";" 6.527415";" 4.956268";" 6.896552";" 1.162791";" 6.716418";" 7.058824";" 6.751055";" 0.000000"
"5am";"22.950820";"21.766562";"21.246459";" 9.140518";" 8.170732";" 2.830189";"10.925926";" 9.808612";" 3.762376";" 6.590258";" 4.545455";" 5.112219";" 3.575184";" 3.753351";" 4.522613";" 1.357466";" 1.923077";" 1.016260";" 4.733728";" 4.166667";" 3.950617";" 6.631300";" 4.913295";" 7.070707";" 1.179245";" 6.792453";" 7.171315";" 7.234043";" 1.694915"
"6am";"18.0156658";"21.7125382";"21.3256484";" 9.0040928";" 7.8979344";" 2.8421053";"11.1753372";" 9.4786730";" 3.6016949";" 6.7846608";" 4.1343669";" 5.2700922";" 3.5203520";" 3.8356164";" 4.1095890";" 1.4598540";" 2.0316027";" 0.6637168";" 5.2459016";" 4.0358744";" 4.0431267";" 6.7024129";" 5.5555556";" 7.4285714";" 1.0554090";" 7.2874494";" 7.5630252";" 7.3394495";" 0.8547009"
"7am";"10.5042017";"14.4869215";"19.8847262";" 7.8597340";" 7.2727273";" 3.0341340";"12.2317597";" 8.5416667";" 4.7887324";" 6.8965517";" 5.5749129";" 5.3333333";" 3.4704370";" 4.1666667";" 3.5714286";" 1.9108280";" 2.1875000";" 0.5988024";" 5.7017544";" 5.1724138";" 4.9645390";" 5.5408971";" 6.4285714";" 8.8235294";" 1.0526316";" 8.4905660";" 8.2926829";" 7.5144509";" 0.3355705"
"8am";" 9.1089109";"11.3667118";"16.9184290";" 6.5817410";" 5.9076262";" 3.1674208";"11.3610799";" 8.3941606";" 5.0179211";" 7.0038911";" 6.2992126";" 5.3545586";" 3.6312849";" 5.2287582";" 3.7383178";" 1.6194332";" 2.3529412";" 1.1450382";" 6.1111111";" 6.2500000";" 5.9574468";" 5.0890585";" 6.5306122";"10.9243697";" 1.2987013";" 9.0909091";" 8.6021505";"10.2040816";" 0.4555809"
"9am";" 9.1503268";"11.1253197";"17.1339564";" 6.6732090";" 5.1975052";" 3.1404959";"11.2000000";" 7.7064220";" 5.4166667";" 8.2352941";" 5.5555556";" 4.8846676";" 3.5714286";" 5.3511706";" 3.5971223";" 2.2026432";" 1.9607843";" 1.2987013";" 6.6666667";" 6.7164179";" 6.5502183";" 5.5118110";" 6.6964286";"10.8108108";" 1.4851485";"10.5263158";" 8.7719298";"11.0294118";" 0.4081633"
"10am";" 8.7831656";"10.5521472";"16.7173252";" 6.7906977";" 5.8823529";" 3.5775128";"10.9654350";" 8.3788707";" 5.1886792";" 7.9545455";" 6.6406250";" 4.8877147";" 3.8516405";" 5.5363322";" 4.0284360";" 2.8708134";" 3.0567686";" 1.4084507";" 7.1895425";" 8.6614173";" 7.4626866";" 5.8666667";" 6.5420561";"10.3773585";" 1.6759777";"11.4649682";" 9.3167702";"10.8333333";" 0.3784295"
"11am";" 9.5813953";"10.4402516";"14.5631068";" 7.3239437";" 6.7297581";" 2.9556650";"11.8847539";" 7.5645756";" 4.6413502";" 5.8139535";" 6.6666667";" 4.5632334";" 4.4285714";" 5.0847458";" 3.9906103";" 2.7272727";" 2.5751073";" 1.3574661";" 7.1895425";" 8.7301587";" 6.4039409";" 4.9868766";" 5.8035714";"11.2244898";" 1.6216216";"11.1801242";" 8.3832335";"10.2362205";" 0.3770028"
