"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19"
"4am";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"5am";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"6am";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"827.643";"691.682";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"913.137";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"0"
"7am";"1049.699";"   0.000";" 939.495";"   0.000";" 617.268";"1970.608";" 667.439";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 788.472";"   0.000";"   0.000";"   0.000";"1510.018";"1531.579";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 515.697";"   0.000";"   0.000";"   0.000";"   0.000";"1416.309";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"8am";"3438.041";"1287.133";"1103.339";"   0.000";"1017.116";"3409.875";"2085.904";"   0.000";" 682.554";"   0.000";"   0.000";"1297.050";"1257.824";"   0.000";"1564.249";"   0.000";"2526.915";"2053.011";"   0.000";"   0.000";"   0.000";"1090.467";"   0.000";" 787.407";" 485.185";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 937.470";"   0.000";"   0.000";"   0.000";"   0.000";"2142.953";"   0.000";" 661.137";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"9am";"3823.904";"1487.326";"1133.177";"   0.000";"1481.848";"3486.359";"2468.411";"1040.682";" 742.884";"   0.000";" 626.442";"1353.799";"1282.147";"   0.000";"1849.354";"   0.000";"2849.168";"2193.086";"   0.000";"   0.000";"   0.000";"1406.211";"   0.000";" 942.973";" 634.796";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1070.673";"   0.000";"   0.000";"   0.000";"   0.000";"2128.042";"   0.000";" 697.614";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0"
"10am";"4010.711";"1509.136";"1081.113";"   0.000";"1531.577";"3616.746";"2655.771";"1061.639";" 807.448";"   0.000";" 701.161";"1588.749";"1236.212";"   0.000";"1701.318";"   0.000";"3102.519";"2176.810";"   0.000";"   0.000";"   0.000";"1453.063";"   0.000";" 927.940";" 635.002";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1118.744";"   0.000";"   0.000";"   0.000";"   0.000";"2242.025";"   0.000";" 678.780";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"11am";"3902.519";"1612.653";"1080.633";"   0.000";"1398.014";"3121.806";"2293.917";" 835.520";" 655.365";"   0.000";"   0.000";"1230.454";" 989.877";"   0.000";"1464.667";"   0.000";"2694.081";"2276.505";"   0.000";"   0.000";"   0.000";"1329.464";"   0.000";" 893.572";" 453.523";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1115.636";"   0.000";"   0.000";"   0.000";"   0.000";"2091.744";"   0.000";" 687.835";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0"
