"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916";"59.1353394453916"
"4am";"23.674287";"23.036556";"17.345075";"10.844759";"33.013801";"23.405599";"42.957971";"34.043729";"23.539314";"32.178819";"13.079091";"20.057306";"15.055730";"46.981693";"33.003571";"35.295494";"47.762531";"23.752555";"31.036507";"29.353557";"18.126660";"26.455753";"19.978801";"14.830245";"13.402009";" 5.239553";" 7.331261";"12.974210"
"5am";"23.665676";"23.486210";"16.711791";"10.779658";"33.261266";"23.590854";"42.125763";"33.821824";"24.327570";"31.223433";"12.160189";"20.632904";"14.202422";"47.403948";"34.423120";"34.873214";"47.181879";"24.168814";"31.195806";"27.993147";"18.242521";"25.998537";"20.311539";"15.047714";"13.494806";" 5.239553";" 7.383795";"12.981771"
"6am";"24.755804";"23.189163";"16.049435";"11.579073";"33.068492";"24.044927";"42.328915";"34.386439";"22.965859";"31.117425";"10.754085";"22.452858";"13.807521";"48.189532";"33.816896";"32.814311";"48.213864";"24.344599";"31.691793";"26.939409";"18.900656";"25.989939";"19.214129";"13.236303";"13.135383";" 6.904799";" 7.194831";"13.339597"
"7am";"22.19207";"21.14984";"16.36909";"10.07025";"30.06254";"20.71400";"39.95529";"36.55026";"23.85167";"30.34504";" 8.78330";"26.07920";"19.81797";"48.69427";"42.17219";"34.73165";"44.78971";"28.43482";"30.24223";"27.82944";"15.84808";"20.62101";"23.08174";"10.61174";"12.47543";"10.13029";"11.62650";"15.54214"
"8am";"22.369372";"18.227710";"17.303309";" 9.488389";"25.864591";"20.857149";"39.743079";"33.116414";"26.421512";"29.531973";" 8.313613";"28.021603";"22.289628";"43.519962";"39.429308";"37.582223";"39.114434";"31.715413";"32.518652";"31.439512";"15.469975";"24.154124";"31.860699";" 9.155704";"14.853885";" 9.405936";"14.075746";"17.098114"
"9am";"19.835856";"19.620712";"16.881999";"10.696311";"21.129948";"23.794949";"39.399251";"33.970742";"24.421609";"28.604857";"11.492171";"30.030537";"24.009592";"44.405318";"41.353906";"37.204656";"41.903141";"28.985943";"32.658376";"31.016947";"15.735057";"26.093407";"28.908901";" 8.392034";"16.217715";" 9.244527";"15.366414";"15.882189"
"10am";"19.524365";"21.315497";"16.928948";" 9.650676";"22.447918";"23.927290";"41.060937";"33.981491";"28.450887";"31.399923";"10.449903";"27.858570";"22.962797";"44.710052";"40.115657";"36.683400";"42.207829";"31.991063";"31.635883";"34.015063";"16.867521";"27.165781";"30.520409";"14.812686";"14.427586";" 9.156273";"16.120686";"12.440425"
"11am";"20.493656";"19.519502";"16.986930";"10.516944";"19.394176";"21.185956";"40.115822";"34.345631";"25.862613";"28.726742";"10.246878";"30.329294";"25.257040";"43.470675";"39.138837";"35.196176";"44.169839";"28.498620";"32.962046";"34.089007";"16.278877";"27.775174";"28.198493";"16.499764";"13.192957";" 6.714392";"15.093314";"16.698534"
