"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729";"32.1725367239729"
"max";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271";"67.8274632760271"
"4am";"45.84917";"45.04663";"49.55537";"46.30634";"46.47205";"45.56967";"47.26733";"43.14725";"45.70273";"40.91239";"41.87458";"45.02514";"44.19726";"45.09414";"45.37121";"45.62048";"47.16149";"47.56932";"52.95243";"46.85672";"44.40923";"42.69724";"46.95833";"48.54532";"46.09114";"51.32956";"50.82410";"46.32486";"47.95205";"43.41285";"52.24475";"44.68972";"51.54151";"46.49896";"47.69837";"48.89359";"55.85026";"50.81680";"50.35348";"46.47730";"49.97961";"45.21490";"43.31693";"49.39168";"52.76916";"49.36572";"50.86869";"52.95953";"44.60502";"50.86631";"46.56465";"49.16360"
"5am";"45.14654";"44.28038";"51.19048";"46.92394";"45.28955";"46.59560";"46.94849";"42.51008";"45.08528";"41.24530";"41.72540";"44.50122";"43.92333";"45.10671";"45.32928";"45.62076";"46.89426";"47.59928";"51.53833";"46.38744";"45.29598";"42.19099";"46.42460";"49.58944";"44.67764";"50.39341";"50.98962";"45.89157";"48.33139";"44.05651";"52.31230";"42.61970";"50.73949";"46.29800";"47.69837";"48.23986";"55.85026";"51.11905";"52.63442";"47.46480";"50.55846";"46.14122";"42.22893";"46.57403";"52.70642";"48.04471";"52.21971";"53.56822";"46.16706";"51.61510";"46.19689";"49.58194"
"6am";"44.71418";"43.47791";"50.26382";"44.29744";"45.89795";"47.47114";"45.96147";"42.58516";"45.46818";"41.27362";"42.88601";"42.79285";"44.00500";"44.01099";"44.66084";"46.22172";"44.83151";"49.09862";"49.93040";"44.94424";"46.22621";"41.70539";"47.80194";"48.85678";"42.33920";"45.63911";"50.02410";"45.48862";"44.89900";"43.86577";"50.09583";"40.45162";"48.88056";"45.35048";"48.77623";"45.13996";"54.12340";"50.79219";"53.04488";"47.31455";"49.34476";"43.43368";"43.01747";"45.43245";"52.33413";"48.48024";"50.39590";"53.58743";"45.66449";"50.95725";"45.26154";"47.34510"
"7am";"45.31241";"43.72991";"52.71583";"40.89033";"41.46580";"55.23182";"48.96005";"41.64768";"42.54532";"45.82338";"43.15928";"38.32021";"44.98967";"44.13992";"47.68367";"47.82175";"43.03027";"52.85510";"50.88657";"42.80146";"43.64346";"41.01300";"41.75824";"48.86830";"42.79512";"45.76115";"47.87680";"43.47246";"41.63701";"42.28347";"41.68632";"45.93914";"47.36422";"41.99409";"47.53602";"37.91685";"52.84411";"52.36860";"55.40208";"46.12954";"42.78766";"43.35223";"46.02664";"44.50172";"50.98388";"49.18433";"51.71563";"53.56706";"42.74794";"48.52130";"41.72453";"43.62098"
"8am";"41.44536";"40.26853";"53.57292";"42.68602";"38.82975";"54.24419";"50.52684";"41.66976";"42.71661";"50.17059";"41.50880";"38.68339";"46.50605";"44.73635";"46.05296";"47.36366";"42.43696";"53.35234";"50.89130";"41.07928";"41.07145";"39.81712";"45.78344";"49.42314";"45.36160";"46.73362";"51.88084";"44.67680";"40.95131";"39.64200";"39.40467";"45.91603";"50.98302";"41.03356";"50.79527";"41.60457";"51.91587";"54.38708";"54.54705";"46.95383";"43.33338";"43.92867";"46.36732";"47.93648";"52.39458";"48.44648";"50.57401";"55.01813";"43.63206";"50.55661";"42.98938";"48.30427"
"9am";"42.45032";"39.23779";"53.01708";"41.39125";"41.65427";"54.30970";"49.17679";"41.28765";"42.55464";"50.13234";"44.13241";"38.19892";"46.39073";"45.11005";"44.36103";"46.09048";"42.17836";"54.79221";"50.18688";"39.06491";"43.36767";"41.41607";"48.47001";"48.72633";"43.44021";"44.62183";"49.95289";"41.22274";"42.95494";"39.06323";"35.11196";"47.99520";"48.99654";"41.07927";"50.45490";"42.71801";"51.94583";"54.72438";"54.77091";"47.22722";"44.26148";"41.46693";"47.03900";"48.88723";"52.24430";"49.61406";"52.09242";"53.91755";"43.35838";"53.33751";"41.15526";"50.44339"
"10am";"42.18710";"38.43225";"52.16698";"38.83282";"42.45761";"54.36401";"48.74531";"41.89171";"43.10266";"47.79053";"42.51652";"38.59997";"46.20089";"47.52186";"44.58973";"48.19768";"42.59655";"55.22172";"52.47123";"41.91147";"44.04965";"41.61507";"46.45616";"47.83812";"41.93935";"44.90243";"53.31330";"44.84916";"41.97876";"39.43650";"39.17566";"45.64933";"47.94023";"39.50306";"51.15895";"45.12445";"51.55661";"57.32963";"55.18836";"46.14063";"45.97165";"42.03710";"49.44492";"47.05724";"52.36588";"49.01114";"53.53179";"54.37018";"43.37655";"51.46032";"41.05606";"51.37898"
"11am";"42.02464";"39.92213";"49.91650";"42.56068";"45.51519";"54.71455";"47.92147";"44.47104";"41.79385";"50.07807";"41.38892";"38.46553";"44.80969";"47.45518";"45.56516";"45.41755";"39.36192";"55.51007";"50.88635";"42.15912";"43.84804";"41.07907";"44.79905";"51.89915";"41.68381";"43.83705";"57.31026";"41.73387";"41.28324";"39.86984";"39.95009";"47.54181";"47.80688";"41.30283";"48.18970";"44.57942";"50.17787";"53.51849";"55.20552";"46.63118";"46.50619";"42.47596";"48.16829";"48.27448";"52.82549";"48.12447";"51.64794";"55.26410";"42.81983";"51.48856";"40.66948";"48.52061"
"12am";"41.70097";"39.83846";"50.85130";"43.37827";"47.10846";"51.73546";"49.05486";"43.34605";"41.90409";"48.29331";"42.50358";"40.87886";"45.67074";"47.16502";"45.04460";"44.85273";"41.24024";"52.62150";"50.07136";"42.24349";"41.69134";"43.28288";"44.89113";"51.40379";"41.88921";"45.61615";"55.60940";"45.10800";"39.65263";"41.55901";"41.41118";"45.04690";"52.20269";"42.82443";"48.62710";"45.34175";"51.87838";"50.03013";"55.53274";"48.14265";"44.73589";"46.69441";"45.19742";"48.07572";"52.46406";"49.94949";"51.10713";"55.27467";"43.59449";"51.09814";"42.27903";"46.86225"
"1pm";"42.51775";"42.72623";"50.72897";"45.12828";"47.17697";"53.49016";"48.43481";"43.31331";"41.34709";"50.21550";"40.10130";"37.44424";"45.70687";"47.51057";"48.12910";"46.27492";"40.83763";"52.89017";"54.08546";"42.25226";"42.39256";"42.52849";"46.85778";"50.42284";"42.33442";"45.79495";"53.56251";"49.23928";"37.83429";"39.06867";"37.20441";"45.31509";"52.11928";"41.48925";"51.83294";"42.96703";"51.18841";"52.61773";"53.44067";"47.77903";"46.10771";"44.45485";"46.95682";"45.39347";"52.51225";"47.51709";"49.43614";"54.91283";"46.58640";"50.10431";"43.15768";"51.52010"
