"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64";"945.64"
"max";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26";"9768.26"
"4am";"2826.86";"2756.44";"2897.28";"3581.36";"2756.44";"2625.66";"3762.44";"3068.30";"3400.28";"5693.96";"3551.18";"4245.32";"3692.02";"3249.38";"3561.24";"4235.26";"3108.54";"2786.62";"3792.62";"3349.98";"3209.14";"3390.22";"3420.40";"3229.26";"3279.56";"3349.98";"5714.08";"3329.86";"1549.24"
"5am";"2846.98";"2826.86";"2887.22";"3571.30";"2716.20";"2565.30";"3732.26";"3028.06";"3279.56";"5673.84";"3692.02";"4295.62";"3681.96";"3168.90";"3440.52";"4184.96";"3007.94";"2706.14";"3641.72";"3289.62";"3178.96";"3279.56";"3219.20";"3108.54";"3148.78";"3259.44";"5603.42";"3269.50";"1760.50"
"6am";"2887.22";"2746.38";"2826.86";"3641.72";"2575.36";"2303.74";"3782.56";"2987.82";"3108.54";"5925.34";"3812.74";"4587.36";"3420.40";"2897.28";"3118.60";"3953.58";"2796.68";"2525.06";"3390.22";"3007.94";"2927.46";"3018.00";"2836.92";"2686.02";"2957.64";"3058.24";"5563.18";"3098.48";"2826.86"
"7am";"3249.38";"2615.60";"2766.50";"3812.74";"2947.58";"2122.66";"4154.78";"2987.82";"2655.84";"6740.20";"4315.74";"4557.18";"3360.04";"2283.62";"2394.28";"3028.06";"2293.68";"2102.54";"2836.92";"2585.42";"3018.00";"2615.60";"2504.94";"2263.50";"2665.90";"2716.20";"5543.06";"2836.92";"3983.76"
"8am";"3863.04";"2615.60";"2515.00";"3933.46";"3973.70";"2082.42";"4315.74";"3028.06";"2424.46";"8621.42";"4848.92";"4094.42";"3541.12";"1780.62";"1851.04";"2565.30";"1881.22";"1800.74";"2293.68";"2364.10";"3048.18";"2414.40";"2404.34";"2092.48";"2474.76";"2303.74";"5673.84";"2504.94";"5009.88"
"9am";"4003.88";"2535.12";"2414.40";"3832.86";"4134.66";"1991.88";"4476.70";"3038.12";"2303.74";"9023.82";"5372.04";"3993.82";"3732.26";"1659.90";"1760.50";"2444.58";"1780.62";"1740.38";"2223.26";"2213.20";"3018.00";"2293.68";"2504.94";"2062.30";"2444.58";"2172.96";"5734.20";"2354.04";"5372.04"
"10am";"4074.30";"2575.36";"2374.16";"3722.20";"4184.96";"2022.06";"4366.04";"3018.00";"2253.44";"9013.76";"5462.58";"4044.12";"3812.74";"1730.32";"1680.02";"2434.52";"1810.80";"1649.84";"2213.20";"2183.02";"2957.64";"2263.50";"2464.70";"1941.58";"2374.16";"2253.44";"5673.84";"2354.04";"5573.24"
"11am";"4064.24";"2474.76";"2444.58";"3792.62";"4184.96";"1991.88";"4295.62";"3007.94";"2283.62";"8973.52";"5512.88";"4064.24";"3852.98";"1750.44";"1700.14";"2333.92";"1760.50";"1750.44";"2223.26";"2172.96";"3028.06";"2333.92";"2494.88";"1981.82";"2504.94";"2303.74";"5603.42";"2404.34";"5623.54"
