"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"5am";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";"82.56422";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";"0";" 0.00000";" 0.00000";" 0.00000";"0";" 0.00000";" 0.00000";" 0.00000";" 0.00000"
"6am";" 82.56422";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"199.53021";"  0.00000";" 82.56422";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"206.41056";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000"
"7am";"729.31731";"110.08563";"130.72669";" 96.32493";"385.29971";"529.78710";"  0.00000";"158.24810";"316.49619";"220.17126";"123.84634";"  0.00000";"  0.00000";"474.74429";"  0.00000";"  0.00000";"  0.00000";"130.72669";"  0.00000";" 82.56422";"  0.00000"
"8am";"983.89034";"213.29091";"247.69267";"144.48739";"598.59062";"619.23168";" 96.32493";"220.17126";"460.98358";"330.25690";"206.41056";"  0.00000";"  0.00000";"577.94957";"  0.00000";"123.84634";"  0.00000";"185.76950";" 82.56422";"110.08563";"  0.00000"
"9am";"1073.33491";" 240.81232";" 309.61584";" 144.48739";" 646.75309";" 639.87274";"  96.32493";" 233.93197";" 495.38534";" 323.37654";" 220.17126";"   0.00000";"   0.00000";" 605.47098";"  96.32493";" 130.72669";"   0.00000";" 192.64986";"  82.56422";" 116.96598";"   0.00000"
"10am";"1073.33491";" 282.09443";" 316.49619";" 172.00880";" 632.99238";" 632.99238";" 123.84634";" 220.17126";" 516.02640";" 316.49619";" 233.93197";"   0.00000";"   0.00000";" 653.63344";"   0.00000";" 151.36774";"   0.00000";" 192.64986";"  82.56422";" 116.96598";"   0.00000"
"11am";"1004.53139";" 323.37654";" 337.13725";" 158.24810";" 632.99238";" 584.82992";"  82.56422";" 192.64986";" 426.58182";" 309.61584";" 247.69267";"   0.00000";"   0.00000";" 626.11203";"   0.00000";"  89.44458";"   0.00000";" 206.41056";"   0.00000";" 116.96598";"   0.00000"
