"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018";"20314.018"
"4am";"269.306";"210.629";"334.670";"  0.000";" 40.111";"  0.000";"119.730";"  0.000";"190.515";"218.014";" 36.931";"  0.000";"  0.000";" 58.636";"149.601";" 54.792";"  0.000";" 54.227";"  0.000";"  0.000";" 43.490";"  0.000";" 85.187";"  0.000";" 70.828";"  0.000";"129.102";"  0.000";"  0.000";"135.488";"731.825";" 94.402";" 74.026";"  0.000";"865.164";"255.311";"178.214";"  0.000";"  0.000";"  0.000";"113.859";"246.245";"  0.000";"  0.000";"100.359";"  0.000";" 58.523";"  0.000";"  0.000";"138.875";"  0.000";"  0.000";"179.679";"  0.000";"395.530";"  0.000";" 29.403";"100.207";"269.638";"134.819";"110.740";"103.975";"  0.000";"  0.000";" 55.370";" 19.619";"  0.000";"130.982";"  0.000";NA;"  0.000";NA;NA;" 42.927";" 82.009";" 71.985";"  0.000";" 59.036";"  0.000";"  0.000";" 10.013";"  0.000";" 54.650";"  0.000";" 39.722";" 37.900";" 82.422";"189.444";"338.623";" 55.343";"  0.000";"121.866";" 84.995";"124.486";" 92.345";"121.431";"156.218";" 80.977";" 38.003";"134.892";NA;NA;"375.109";" 40.806"
"5am";" 269.306";" 432.577";" 437.084";"  95.079";" 182.883";" 148.064";" 244.506";"   0.000";" 245.096";" 218.014";" 125.348";"   0.000";"   0.000";" 705.321";" 149.601";" 133.048";"  48.799";"  87.934";"   0.000";" 180.901";"   0.000";" 132.251";" 197.667";"  69.345";"  70.828";"   0.000";" 284.953";"   0.000";"   0.000";" 135.488";" 783.548";" 154.003";"  74.026";"   0.000";"1069.450";" 443.622";" 178.214";" 133.924";"   0.000";"  54.415";" 113.859";" 246.245";"   0.000";"   0.000";" 100.359";"   0.000";"  58.523";"  81.671";" 132.251";" 138.875";"  68.181";" 144.022";" 132.104";"  26.936";"1111.854";"   0.000";"  85.035";" 188.653";" 501.953";" 214.132";" 237.358";" 600.725";"   0.000";"   0.000";"  55.370";" 234.655";"   0.000";" 230.230";"   0.000";NA;"   0.000";NA;NA;"  42.927";" 126.128";" 131.675";"   0.000";" 135.233";" 230.179";"   0.000";"  10.013";"   0.000";" 159.918";"  39.722";" 134.915";"  37.900";" 391.393";" 220.726";" 610.977";" 364.329";"   0.000";" 121.866";" 141.211";" 124.486";"  92.345";"  44.849";" 471.517";" 207.496";" 191.603";" 215.869";NA;NA;" 375.109";" 356.514"
"6am";" 346.318";" 831.189";" 620.034";" 230.945";" 422.754";" 342.834";" 349.043";"  36.775";" 245.096";" 236.547";" 312.808";" 118.297";" 178.343";" 734.468";" 972.298";" 375.290";" 250.676";" 142.161";"   0.000";" 113.838";"   0.000";" 451.754";" 316.227";" 147.744";" 243.754";"   0.000";" 772.458";"   0.000";"   0.000";" 369.083";"1350.382";" 161.465";"  74.026";"   0.000";"1942.205";" 691.435";" 211.211";" 271.021";" 359.471";" 208.871";" 182.266";" 327.591";"  78.868";"  79.858";" 268.748";"  84.396";"  58.523";" 300.336";" 209.896";" 190.192";"  68.181";" 430.963";" 646.159";" 312.661";"2113.054";" 471.529";" 144.031";" 266.167";" 915.442";" 357.754";" 388.576";" 813.606";"  80.189";"   0.000";" 149.035";" 509.841";"   0.000";" 488.291";"   0.000";NA;"   0.000";"  58.605";NA;"  67.567";" 165.454";" 411.455";" 133.762";" 782.685";" 262.159";"   0.000";"  10.013";"   0.000";" 391.338";" 120.898";" 364.773";"  37.900";" 240.730";" 520.974";" 812.239";" 420.644";" 334.980";" 242.536";" 141.211";" 356.325";"  92.345";" 299.698";" 748.454";" 609.363";" 219.106";" 704.323";NA;"  80.189";" 375.109";" 722.229"
"7am";"1577.773";"2352.660";"1035.830";" 789.317";" 555.614";"1199.901";"1724.658";" 488.545";"1295.135";" 808.250";" 554.573";" 556.169";"1206.934";"1090.743";"2663.118";" 581.103";" 841.932";" 459.289";" 432.388";" 387.624";" 355.015";"1058.930";"1015.396";"1131.048";" 861.445";"  31.562";"1227.515";" 100.956";" 176.945";"1287.562";"3877.186";" 391.626";" 224.439";"   0.000";"4221.100";"1932.635";" 672.551";"1262.612";"1779.168";" 637.699";" 787.773";" 814.099";" 559.062";" 148.643";" 793.147";" 749.804";" 678.833";"1448.132";"1014.190";" 607.956";" 764.632";"1201.220";"1120.058";" 345.250";"3986.281";" 793.678";" 582.087";"1198.191";"1754.068";"1098.105";"1177.344";"2640.979";" 347.631";" 464.954";" 331.514";"1418.870";" 292.059";"2072.316";"   0.000";" 209.183";"   0.000";" 200.271";"  21.223";" 119.496";" 922.801";"3939.632";"1050.705";"1527.044";" 446.714";"  75.088";"  80.462";" 128.160";"1607.113";" 163.742";"1208.619";" 587.918";" 947.105";"1183.728";"1460.719";"2254.867";"1014.561";"1939.143";" 277.375";" 915.692";" 233.394";"2470.716";"2443.812";"1776.471";" 802.591";"1967.507";"  39.722";"  80.189";" 375.109";"1687.730"
"8am";" 2826.705";" 6515.119";" 3531.543";" 1755.038";" 1750.631";" 3095.073";" 3324.154";" 1931.853";" 1412.610";" 1148.494";"  944.922";"  919.734";" 2358.150";" 1563.324";" 4423.701";" 1297.136";" 1383.739";"  744.987";" 1060.991";" 1282.437";" 1429.212";" 1801.893";" 1640.341";" 2119.887";" 1478.840";"  707.302";" 2564.305";"  267.500";"  656.262";" 2291.785";" 5621.047";"  816.927";"  387.925";"   64.280";" 7388.559";" 2423.894";" 1601.770";" 2246.232";" 2566.134";" 1013.519";" 1789.726";" 1126.170";" 1169.600";"  313.179";" 2139.143";" 1066.392";" 1079.291";" 3146.722";" 1396.642";"  955.763";" 1831.240";" 1521.433";" 1774.940";"  710.200";" 6112.049";" 1939.968";" 1278.896";" 3383.556";" 3107.112";" 1385.248";" 2490.675";" 3391.171";" 1010.603";"  601.497";"  746.751";" 2622.669";"  583.525";" 3255.600";"  146.230";"  176.594";"    0.000";"  200.271";"   21.223";"  240.582";" 2366.385";"11064.482";" 3473.605";" 3055.021";" 1024.442";"   96.565";"  128.500";"  173.888";" 3102.602";"  490.043";" 2026.072";"  971.024";" 1974.819";" 1812.724";" 2553.947";" 3201.309";" 2160.129";" 4664.218";"  582.423";" 2263.858";"  688.682";" 4972.540";" 4212.079";" 3289.728";" 1343.475";" 4198.620";"   90.049";"  130.516";"  375.109";" 3209.816"
"9am";" 3447.988";" 8126.605";" 4344.521";" 2302.891";" 2189.179";" 3559.168";" 4320.566";" 1919.726";" 1515.015";" 1219.322";"  944.922";" 1077.233";" 2361.124";" 1696.307";" 4547.799";" 1286.546";" 1548.731";"  791.715";" 1071.174";" 1254.236";" 1255.508";" 1763.179";" 1884.139";" 2475.508";" 1628.323";"  724.524";" 2876.195";"  371.226";"  697.055";" 2576.897";" 6092.845";"  960.668";"  441.209";"   64.280";" 8234.711";" 2430.772";" 1814.276";" 2468.045";" 3283.190";" 1314.113";" 2117.044";" 1206.108";" 1242.443";"  313.179";" 2190.569";" 1125.754";"  999.217";" 3500.431";" 1754.775";"  955.763";" 1864.538";" 1604.236";" 1818.211";"  644.659";" 6773.289";" 2241.882";" 1269.839";" 3844.669";" 3581.832";" 1488.345";" 2778.488";" 3661.597";" 1191.388";"  592.051";"  836.419";" 2653.463";"  583.525";" 4028.879";"  146.230";"  176.594";"    0.000";"  190.520";"  107.993";"  278.116";" 2366.385";"14075.871";" 4035.075";" 3953.225";" 1285.459";"   96.565";"  207.986";"  217.337";" 3081.724";"  490.043";" 2293.973";" 1131.389";" 1974.819";" 2212.388";" 2643.875";" 3448.202";" 2226.618";" 5208.875";"  767.722";" 2386.536";" 1044.601";" 5587.614";" 4479.442";" 4162.570";" 1487.605";" 6043.497";"  179.963";"  164.061";"  427.730";" 3604.357"
"10am";" 3448.543";" 8493.891";" 4567.798";" 2470.128";" 2796.122";" 3238.272";" 4413.531";" 1934.209";" 1599.114";" 1132.682";"  944.922";" 1008.124";" 2204.677";" 2008.854";" 4801.436";" 1286.546";" 1640.188";"  830.733";" 1071.174";" 1354.045";" 1170.532";" 1805.396";" 1998.737";" 2734.227";" 1731.718";"  679.951";" 2738.031";"  468.514";"  734.967";" 2387.003";" 6037.042";"  982.767";"  488.029";"  124.110";" 7769.063";" 2496.604";" 1814.276";" 3145.893";" 3772.106";" 1314.113";" 2128.036";" 1297.136";" 1183.108";"  227.607";" 2190.569";" 1262.621";" 1048.973";" 3680.308";" 1743.538";"  910.742";" 1732.464";" 1685.098";" 1818.211";"  644.659";" 6742.227";" 2212.836";" 1361.287";" 3906.567";" 3476.129";" 1494.090";" 2542.698";" 3669.084";" 1205.314";"  624.421";"  888.204";" 2546.784";"  683.723";" 4431.858";"  282.994";"  213.233";"  121.866";"  190.520";"  107.993";"  327.396";" 2538.878";"14513.244";" 3996.256";" 3955.047";" 1523.431";"   96.565";"  197.973";"  217.337";" 3221.928";"  521.325";" 2504.697";" 1109.912";" 1863.649";" 2484.620";" 2724.810";" 3326.336";" 2395.597";" 5191.947";"  714.674";" 2306.347";"  955.403";" 5608.461";" 4545.034";" 4708.045";" 1395.260";" 6327.474";"  179.963";"  154.492";"  375.109";" 3906.097"
"11am";" 3561.705";" 8306.058";" 4463.561";" 2314.419";" 2798.733";" 3009.895";" 4555.073";" 1786.698";" 1656.268";" 1138.783";"  843.525";" 1056.953";" 2598.286";" 1889.475";" 4483.284";" 1295.248";" 1525.900";"  835.133";"  974.351";" 1402.183";" 1324.488";" 1703.684";" 1826.812";" 2706.653";" 1710.873";"  724.026";" 2747.654";"  422.473";"  652.890";" 2311.559";" 6124.587";"  782.959";"  541.313";"   59.830";" 7614.318";" 2097.235";" 1769.192";" 3229.653";" 3667.565";" 1329.030";" 2175.717";" 1126.696";" 1105.463";"  315.828";" 2104.550";" 1103.004";"  787.407";" 3328.605";" 1890.516";"  910.742";" 1522.584";" 1281.946";" 1662.737";"  644.659";" 7026.145";" 2238.425";" 1259.784";" 4253.528";" 3638.164";" 1181.353";" 2393.094";" 3418.080";" 1122.434";"  605.160";" 1182.722";" 2500.637";"  723.947";" 4306.348";"  196.354";"  176.594";"  121.866";"  190.520";"  107.993";"  289.862";" 2556.210";"13962.769";" 3450.631";" 3791.900";" 1466.893";"   96.565";"  197.973";"  217.337";" 3072.974";"  542.548";" 2452.256";" 1145.828";" 1724.280";" 2355.793";" 2920.199";" 3338.976";" 2050.760";" 5074.876";"  725.171";" 2112.115";"  863.058";" 5149.939";" 4647.101";" 3661.445";" 1570.068";" 5963.349";"  179.963";"  130.516";"  375.109";" 3698.974"
"12am";" 2881.544";" 6156.976";" 3414.318";" 1699.320";" 1503.065";" 2281.009";" 3089.100";" 1022.197";" 1231.454";" 1049.592";"  483.468";"  584.212";" 1701.135";" 1681.894";" 3650.990";" 1260.016";" 1206.067";"  562.550";"  732.485";"  828.160";"  768.865";" 1490.079";" 1311.407";" 2134.434";" 1076.877";"  190.998";" 2432.622";"  244.271";"  553.552";" 1544.277";" 4718.575";"  463.186";"  404.781";"    0.000";" 6559.948";" 1726.943";" 1211.441";" 2787.396";" 3084.594";" 1201.566";" 1474.525";"  691.871";" 1009.217";"  227.607";" 1476.812";" 1004.160";"  674.484";" 2466.625";"  937.943";"  733.573";" 1029.225";"  874.699";" 1163.612";"  522.828";" 5799.934";" 1552.430";"  752.281";" 3131.328";" 2506.992";" 1181.353";" 1755.944";" 3462.045";"  787.244";"  508.764";"  790.683";" 1643.808";"  711.293";" 3659.002";"  146.230";"  176.594";"  121.866";"  185.199";"   86.770";"   51.449";" 2119.986";"10560.141";" 3472.334";" 3162.385";" 1150.472";"   75.088";"  197.973";"  106.463";" 2039.071";"  356.666";" 1863.530";"  876.155";" 1195.655";" 2017.816";" 1965.286";" 2220.591";" 1574.019";" 3963.032";"  296.335";" 1526.789";"  360.047";" 3979.281";" 3487.477";" 3131.208";" 1109.279";" 5171.831";"  129.636";"   80.189";"  375.109";" 2739.447"
"1pm";" 3190.438";" 7576.295";" 3363.769";" 1991.512";" 2414.048";" 2635.625";" 4267.179";" 1642.064";" 1378.935";"  892.045";"  766.380";"  904.912";" 2154.163";" 1307.947";" 3939.650";" 1340.770";" 1331.419";"  555.701";"  915.619";" 1107.611";" 1029.645";" 1703.684";" 1530.749";" 2788.194";" 1559.940";"  535.917";" 2773.323";"  390.212";"  625.717";" 1999.993";" 5591.885";"  497.725";"  661.741";"   36.857";" 7140.323";" 1961.006";" 1637.645";" 3323.114";" 3517.816";" 1480.551";" 1700.521";"  544.591";" 1148.465";"  264.480";" 1800.613";" 1076.057";"  602.267";" 2955.567";" 1167.609";"  798.414";" 1472.140";" 1405.220";" 1911.530";"  484.978";" 6538.413";" 2048.123";" 1111.515";" 3583.692";" 2663.337";" 1246.062";" 1684.159";" 3788.586";" 1144.593";"  698.539";"  826.194";" 2084.738";"  649.439";" 3900.533";"  196.354";"  176.594";"  121.866";"  243.804";"   21.223";"  152.747";" 2556.893";"13858.928";" 3944.283";" 3220.106";" 1074.269";"   96.565";"  119.028";"  208.368";" 2382.575";"  507.329";" 2416.652";"  783.479";" 1582.589";" 2007.814";" 2273.107";" 3260.363";" 1983.912";" 5356.632";"  296.335";" 1598.777";"  666.076";" 5359.444";" 4431.547";" 3264.863";" 1492.035";" 5469.216";"  129.636";"  104.165";"  375.109";" 3178.367"
"2pm";" 3176.541";" 8024.108";" 4232.314";" 2212.174";" 2454.029";" 2797.770";" 4400.680";" 1638.188";" 1198.299";"  957.584";"  830.298";"  834.566";" 2420.148";" 1383.112";" 4043.657";" 1426.809";" 1390.024";"  480.558";" 1088.899";" 1292.467";"  912.079";" 1507.968";" 1709.299";" 2901.472";" 1898.847";"  327.925";" 2665.049";"  430.391";"  625.717";" 1906.245";" 5647.116";"  553.357";"  661.741";"    0.000";" 6723.336";" 2328.186";" 1716.906";" 3313.867";" 4084.363";" 1522.187";" 1597.235";"  677.638";" 1185.322";"  436.569";" 2112.150";" 1226.064";"  815.378";" 3268.706";" 1351.477";"  896.861";" 1537.998";" 1290.189";" 1998.238";"  419.437";" 6264.467";" 1685.450";" 1107.982";" 3486.144";" 2706.886";" 1154.399";" 1842.903";" 3835.710";" 1229.997";"  651.143";"  969.178";" 2336.461";"  548.585";" 3953.529";"  156.812";"  176.594";"  121.866";"  190.520";"   98.737";"  228.836";" 2769.363";"13991.190";" 4163.191";" 3060.733";" 1343.373";"   96.565";"   39.542";"  191.082";" 2487.791";"  547.467";" 2406.871";"  967.428";" 1392.312";" 2109.656";" 2020.205";" 3218.473";" 1983.912";" 5600.288";"  388.458";" 1895.680";"  809.291";" 5407.904";" 4267.472";" 3149.162";" 1559.697";" 6003.683";"  129.636";"  183.958";"  375.109";" 3534.485"
"3pm";" 2816.733";" 7936.744";" 4103.291";" 2367.788";" 2152.259";" 2701.653";" 4494.966";" 1708.449";"  934.453";"  970.720";"  884.877";"  925.358";" 2251.009";" 1375.288";" 3643.943";" 1193.171";" 1283.954";"  542.284";" 1020.646";" 1292.467";"  998.719";" 1434.189";" 1662.020";" 2896.079";" 1774.245";"  374.041";" 2484.155";"  442.403";"  576.152";" 1963.858";" 5736.854";"  493.527";"  624.402";"   43.794";" 6631.639";" 1986.456";" 1754.346";" 3049.382";" 3763.573";" 1405.412";" 1648.445";"  677.638";" 1148.465";"  436.569";" 2175.722";" 1267.681";"  735.117";" 3084.088";" 1506.169";"  896.861";" 1575.339";" 1139.982";" 1872.397";"  434.444";" 5679.519";" 1609.413";"  951.551";" 3502.256";" 2475.598";" 1052.779";" 1888.120";" 3679.871";"  805.471";"  600.947";"  829.081";" 2021.434";"  657.394";" 3794.747";"  106.688";"  129.019";"  121.866";"  131.915";"   98.737";"  278.116";" 2737.514";"13881.724";" 3972.773";" 3001.056";" 1343.373";"   96.565";"   39.542";"  243.500";" 2641.130";"  547.467";" 2425.390";"  945.553";" 1377.714";" 1498.052";" 1926.133";" 3060.738";" 1843.543";" 5342.617";"  221.192";" 1929.740";"  812.729";" 5002.589";" 3576.369";" 3109.220";" 1317.773";" 5735.038";"  179.963";"  183.958";"  375.109";" 3176.780"
