"variable","code_sec","ressect","poidsp"
"h4","7803","7804",2440.42311458889
"h4","9113","9114",3490.88091754862
"h5","7803","7804",2440.42311458889
"h5","9113","9114",3490.88091754862
"h6","7803","7804",2440.42311458889
"h6","9113","9114",3490.88091754862
"h7","7506","7504",245.581325239223
"h7","7506","7508",423.114266948085
"h7","7506","7512",775.190105163717
"h7","7506","7701",480.447623493181
"h7","7506","9102",136.380489962661
"h7","7506","9208",146.649542104087
"h7","7506","9209",781.123630450601
"h7","7506","9402",232.919718829449
"h7","7506","9407",473.301725911026
"h7","7506","9409",559.880337071598
"h7","7803","7804",2440.42311458889
"h7","9113","9114",3085.14780385409
"h7","9113","9505",304.067840924523
"h8","7501","7502",452.072432958488
"h8","7501","7506",334.87708422507
"h8","7501","7512",407.737940978098
"h8","7501","7713",124.757777528759
"h8","7501","7714",139.349550481244
"h8","7501","7812",1448.58476648053
"h8","7501","9108",214.70825090807
"h8","7501","9202",216.48386929241
"h8","7501","9404",358.873684218916
"h8","7501","9409",642.170321498778
"h8","7501","9501",183.941648910392
"h8","7501","9511",150.137587210357
"h8","7502","7503",266.870388862152
"h8","7502","7508",270.873148054313
"h8","7502","7509",594.322248224899
"h8","7502","7706",169.296582603926
"h8","7502","7711",243.26806431697
"h8","7502","7801",617.679792472174
"h8","7502","7806",265.71694239257
"h8","7502","9205",617.183661473683
"h8","7502","9208",697.765740520264
"h8","7502","9303",359.076997410033
"h8","7502","9305",452.924190648564
"h8","7502","9307",342.144738894664
"h8","7502","9310",272.645783094273
"h8","7502","9405",237.009873415599
"h8","7502","9501",323.128733059555
"h8","7502","9509",369.424617706598
"h8","7503","7502",669.549137751555
"h8","7503","7505",456.188451411628
"h8","7503","7510",824.04416704611
"h8","7503","7511",1444.40348204298
"h8","7503","7703",198.014864158635
"h8","7503","7706",155.545192864488
"h8","7503","7712",276.683863871785
"h8","7503","7714",405.52156354314
"h8","7503","7715",92.3963006770279
"h8","7503","7716",118.224691029478
"h8","7503","7811",199.192841011424
"h8","7503","9103",382.925585787414
"h8","7503","9107",503.827622592846
"h8","7503","9201",336.910290492393
"h8","7503","9202",263.924092163501
"h8","7503","9308",385.815203026312
"h8","7503","9310",193.465258960525
"h8","7503","9312",662.415707790383
"h8","7503","9404",327.59149446466
"h8","7503","9409",522.591464877611
"h8","7503","9410",202.945265635937
"h8","7503","9507",278.428418144041
"h8","7504","7502",1290.03974397855
"h8","7504","7508",471.336508232621
"h8","7504","7509",2636.09050844703
"h8","7504","7513",327.754121896998
"h8","7504","9203",288.301375636794
"h8","7504","9205",390.293969845354
"h8","7504","9303",463.993329737461
"h8","7504","9307",201.223522176784
"h8","7504","9312",368.69192553268
"h8","7504","9405",233.14349628141
"h8","7504","9413",306.671967793692
"h8","7504","9414",76.6859174517552
"h8","7504","9505",327.063941166012
"h8","7504","9508",651.550601649206
"h8","7506","7504",245.581325239223
"h8","7506","7507",518.295481023766
"h8","7506","7508",423.114266948085
"h8","7506","7512",775.190105163717
"h8","7506","7701",480.447623493181
"h8","7506","7711",343.767471234906
"h8","7506","7715",148.023729330274
"h8","7506","9101",249.558247779815
"h8","7506","9102",136.380489962661
"h8","7506","9106",600.005420073477
"h8","7506","9208",146.649542104087
"h8","7506","9209",781.123630450601
"h8","7506","9304",291.906355774067
"h8","7506","9305",434.827629949235
"h8","7506","9308",241.87571705286
"h8","7506","9310",193.465258960525
"h8","7506","9312",434.907972904677
"h8","7506","9402",232.919718829449
"h8","7506","9406",318.864703692029
