"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518";"12009.64518"
"4am";"8114.881";"5976.068";"6821.456";"4858.145";"6077.280";"6486.226";"5162.167";"6250.204";"4181.834";"5783.620";"3878.091";"5005.632";"5288.818";"3969.872";"6207.516";"5265.623";"7889.831";"4342.854";"6751.111";"8994.691";"5478.612";"4529.290";"6155.313";"4141.589";"6115.790";"5270.403";"5279.786";"5818.145";"5854.712";"6188.360"
"5am";"8159.570";"5999.608";"6821.456";"4858.145";"6051.172";"6415.067";"5391.245";"6174.106";"4163.521";"5569.334";"4015.152";"5270.749";"5326.667";"3138.439";"6355.979";"5571.317";"7767.317";"5040.520";"7017.621";"9014.454";"5170.072";"4239.107";"6080.612";"4065.037";"5905.794";"5321.210";"5254.614";"5912.561";"5686.487";"6250.448"
"6am";"7997.971";"5812.392";"6505.071";"4528.431";"5855.874";"6232.912";"4728.969";"6047.708";"4434.530";"5508.307";"4229.704";"5155.436";"5302.005";"3074.314";"6601.027";"5571.768";"7394.469";"5034.970";"6159.200";"9132.995";"4862.618";"4333.570";"5835.898";"3981.853";"5731.817";"5321.210";"5170.679";"5642.108";"5347.965";"6503.022"
"7am";"7237.725";"4354.532";"6972.237";"4870.377";"4639.401";"5134.694";"4644.282";"5188.589";"4928.743";"4602.483";"6571.851";"4715.873";"6703.573";"3157.770";"7058.151";"7424.712";"6691.243";"5079.262";"5316.660";"7388.514";"5735.051";"3861.607";"5101.396";"3600.279";"5285.310";"4809.701";"4611.068";"5182.958";"4695.937";"6390.381"
"8am";"7331.166";"4531.691";"7798.472";"5192.162";"4100.291";"4596.263";"4207.420";"4264.660";"5166.442";"3371.228";"8426.462";"5413.291";"7194.617";"2913.029";"6780.352";"9495.067";"6297.136";"5250.017";"5239.762";"6227.657";"5688.511";"4138.216";"4651.885";"3138.323";"4957.545";"4197.978";"4175.301";"5300.472";"3732.427";"6128.379"
"9am";" 7050.537";" 4793.007";" 8094.679";" 5069.460";" 4261.708";" 4271.692";" 4670.060";" 4277.049";" 5559.431";" 3503.242";" 8973.579";" 5548.139";" 7134.234";" 2779.096";" 6668.708";"10429.852";" 5823.225";" 5090.715";" 5064.887";" 6975.971";" 5963.136";" 3591.840";" 3817.094";" 3656.657";" 4925.942";" 4145.969";" 3838.317";" 5320.249";" 3551.929";" 6596.344"
"10am";" 6843.911";" 4758.867";" 8353.082";" 5009.431";" 4142.502";" 4231.704";" 4489.821";" 4230.276";" 5543.423";" 3303.472";" 9384.673";" 6136.843";" 7329.856";" 2751.945";" 5770.972";"11224.199";" 5741.403";" 5142.947";" 4917.094";" 7123.640";" 6053.700";" 3069.684";" 3857.451";" 3619.186";" 5018.110";" 3760.412";" 3941.307";" 5002.659";" 3720.525";" 6597.834"
"11am";" 6711.992";" 4566.760";" 8221.804";" 5203.082";" 4424.550";" 4298.376";" 5011.821";" 4252.934";" 5580.841";" 3536.080";" 8995.300";" 7158.469";" 6822.275";" 3266.651";" 5058.611";"10659.916";" 6155.556";" 4892.473";" 5057.736";" 6779.932";" 6252.160";" 3134.969";" 3950.457";" 3648.901";" 4441.739";" 3977.475";" 3688.959";" 5319.104";" 4141.685";" 5937.325"
