"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.0992673052706593,0.366413884165104,0.164682791721879,0.36998627672106
"5am",0.0894151501816478,0.363479862496048,0.168722817702246,0.368266228041426
"6am",0.075248491814828,0.337262573380599,0.165966283313015,0.358134398052935
"7am",0.107743641707053,0.304572671588823,0.167470485846261,0.280034981465536
"8am",0.182993083314398,0.292521965998015,0.252554304346808,0.240959150764463
"9am",0.182655999813694,0.257762117480906,0.213693444277396,0.278733262199866
"10am",0.176753234967303,0.246129401102745,0.192614729532587,0.267899060332383
"11am",0.140921816719491,0.242997132732596,0.18578271770793,0.262927786397357
"12am",0.115661309570464,0.295111319163017,0.200632801319818,0.338418939034991
"1pm",0.110573654290427,0.275065366280167,0.201265439204561,0.281183712198173
"2pm",0.0994586047123429,0.253438502729912,0.214114280980105,0.289552041937309
"3pm",0.105695538656899,0.259588052035396,0.237736224585267,0.286543064936756
"4pm",0.0959067123666134,0.278750443889331,0.18807517807042,0.30455909196267
"5pm",0.0665346324071329,0.343009727551758,0.188834190191938,0.292193551270661
"6pm",0.0414745171945328,0.352858112365675,0.193474671174797,0.340803049876534
"7pm",0.0782049354792969,0.369427571649521,0.181115046778187,0.36342912394132
"8pm",0.0815675638397049,0.370010008828857,0.196354148583995,0.364570539908144
"9pm",0.0956467951673093,0.372737572092725,0.17900634537218,0.370062043242116
"10pm",0.0986931334071098,0.365527141305174,0.178762473500593,0.372321688048388
"11pm",0.0969837482397317,0.359418071452242,0.148695520312563,0.364487429425956
"12pm",0.0936375028467698,0.364117433941871,0.150584153933445,0.368874161304073
"1am",0.0951848373580787,0.373999359827073,0.152423742871378,0.372929865182491
"2am",0.0875906720849655,0.368608473325119,0.149264018647086,0.3714891095849
"3am",0.0892154911156966,0.364421139458562,0.153918221361478,0.366747892894273
