"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.381843502991121,0.593454310627319,0.244047955877837,0.552501716854035,0.0322911180439448
"5am",0.366862535969024,0.597267266838466,0.243699913034921,0.550353767557771,0.0247067080441191
"6am",0.337483022433657,0.621654319681151,0.235359121056911,0.569661309978738,0.0246028578381932
"7am",0.190547907437505,0.573602266723645,0.13077843292509,0.558256942890431,0.0816665867396201
"8am",0.126377390855315,0.577737071078077,0.116045786061868,0.535690464093325,0.0520567895607067
"9am",0.1087656610453,0.516419394433471,0.117305908168207,0.522989181671959,0.0198591157482104
"10am",0.101078591391463,0.512102042118423,0.0840958995058319,0.520597873047272,-0.00709195739706134
"11am",0.104408708720088,0.53760099410985,0.0833968731589657,0.51171580722418,-0.0144820092183089
"12am",0.100058939129214,0.599588882573368,0.138926044601299,0.518660664441873,0.00672360539383418
"1pm",0.120040779481061,0.539778842761154,0.0652377205973807,0.509590200123601,0.0427829246874724
"2pm",0.0686022001843715,0.500180493282573,0.00438190817919007,0.508263360368276,-0.0203636433377045
"3pm",0.105085609585563,0.4974181082468,0.0753688604987752,0.479942031579246,-0.0268036362111813
"4pm",0.0995050106862611,0.49004497915247,0.05754410068794,0.54889122223466,-0.0365523910035689
"5pm",0.211147861372941,0.4973456228119,0.128900884379986,0.461182178591644,-0.0491909809933337
"6pm",0.324539607494044,0.561442721024337,0.245274569126068,0.480004010813144,-0.0156193937091739
"7pm",0.354993991883565,0.589670678510753,0.213320385123147,0.522181681128821,-0.0131814341976437
"8pm",0.346296302666953,0.558958034169184,0.223927470492185,0.528487268370566,-0.00469197035659799
"9pm",0.355064916283191,0.553817352479955,0.263241128584623,0.527618527822774,0.00814781978819273
"10pm",0.380720957760542,0.574646449011752,0.282090781605143,0.541578565348517,0.0335035741692565
"11pm",0.373048785761126,0.588346684747637,0.283416409974011,0.534944415254994,0.0330431558057071
"12pm",0.388129412297953,0.592603191345899,0.276501499552785,0.538216176124587,0.032828391170096
"1am",0.389224351390949,0.590770097889395,0.281875666406224,0.531894517420534,0.028764017641432
"2am",0.392576837639401,0.592569604992211,0.261224768413993,0.536832690509803,0.0293680500342324
"3am",0.381068061073864,0.58992578378821,0.262028416162575,0.542192537846869,0.0324715459587092
