"hour","resarea1","resarea2","resarea3"
"4am",0.514133606395852,0.2786801594859,0.659896981435073
"5am",0.514947831643508,0.281094464406307,0.663386817449016
"6am",0.517582641153888,0.282824565367132,0.663339812936243
"7am",0.536772402827293,0.283529035012003,0.638380884374259
"8am",0.5463532820001,0.304740756051674,0.645753961576942
"9am",0.548154553842568,0.30869616969957,0.660315668688377
"10am",0.554560230234393,0.306747536738609,0.655459040970902
"11am",0.548169690545198,0.291141709490915,0.64668220199595
"12am",0.528919310125571,0.270200126741953,0.631336756772877
"1pm",0.537157221139638,0.2882131697235,0.652033093705197
"2pm",0.549187598441488,0.298577507535519,0.674387749939337
"3pm",0.549743623139239,0.296167797200267,0.664409598814308
"4pm",0.542825727093924,0.284845057652531,0.652779918721514
"5pm",0.53415924486875,0.276618563042219,0.663719154714041
"6pm",0.524744769364592,0.269230570973085,0.673180430264493
"7pm",0.516769179708971,0.270574544518437,0.675010167761532
"8pm",0.519054382172692,0.27179655439602,0.666533173952592
"9pm",0.51878727075353,0.275373409390385,0.66275160651823
"10pm",0.515880913056973,0.275868230028842,0.657077945083616
"11pm",0.513888281080434,0.275129528804868,0.654327510369221
"12pm",0.514856550179325,0.277741381839753,0.660510986786896
"1am",0.515455926367275,0.27731723876779,0.661698148405025
"2am",0.515863630910482,0.278210647660991,0.663355811408259
"3am",0.51501997400145,0.277674184227962,0.662237751614306
