"hour","sex1","sex2"
"4am",0.0215858570743141,0.0215858570743142
"5am",0.0113294261524752,0.0113294261524751
"6am",0.00552443513219797,0.00552443513219814
"7am",0.0919701041001551,0.091970104100155
"8am",0.00323267831477274,0.00323267831477277
"9am",0.0072162100640771,0.00721621006407719
"10am",0.00704782872716783,0.00704782872716774
"11am",-0.0280394524498644,-0.0280394524498646
"12am",-0.0570178954434725,-0.0570178954434723
"1pm",-0.0155186257241698,-0.0155186257241697
"2pm",-0.032287297312761,-0.0322872973127609
"3pm",-0.0747956293062567,-0.0747956293062568
"4pm",0.00305701865156735,0.0030570186515675
"5pm",-0.0242736172053546,-0.0242736172053545
"6pm",0.0397605173660736,0.0397605173660738
"7pm",0.0605555035986845,0.0605555035986846
"8pm",0.029090978879092,0.0290909788790921
"9pm",0.0283625120239066,0.0283625120239069
"10pm",0.0057576811130833,0.00575768111308319
"11pm",0.00474330086200764,0.00474330086200762
"12pm",0.0167522108689715,0.0167522108689715
"1am",0.0136190881440225,0.0136190881440228
"2am",0.00937881564083275,0.00937881564083279
"3am",0.0126087495912185,0.0126087495912187
