"hour","act1","act2","act3","act4","act5"
"4am",0.0455673856983224,-0.0110006959922951,-0.0311607536492139,0,0.086654885462945
"5am",-0.0449963309215481,-0.0998194318257269,-0.0511165218388766,-0.0199767975545303,0.0436150696328633
"6am",-0.0114519034717599,-0.0367197896717616,-0.0293020808075875,-0.0522707974789806,0.0825958767728339
"7am",0.193910277688186,0.11358112554118,0.188016476529967,-0.0114428127187751,-0.00906900839657359
"8am",0.305863142343183,0.176892216918254,0.344474160788288,0.0632493001621715,0.0921534435213112
"9am",0.351307340480706,0.178810617547166,0.37204638854162,-0.0494620241899414,-0.0114636600623128
"10am",0.398704046215616,0.176358101673091,0.370687487353385,-0.0176365053934267,-0.035981117498627
"11am",0.394372573268945,0.175342540194362,0.387843698581334,-0.0412645895955108,0.00380209051219756
"12am",0.34161396288726,0.143270455882721,0.332053476743374,-0.0263265050167805,0.363674037615234
"1pm",0.404693840590318,0.1915050819077,0.378973692285433,-0.0331462481781779,0.040831306444749
"2pm",0.403768211087812,0.225446574629003,0.367591045533833,-0.0595299356166801,-0.121361880603524
"3pm",0.399962487725639,0.249877395933495,0.35530947886183,-0.0603177842975479,-0.0916495577981147
"4pm",0.361162491173438,0.273450409562475,0.316051441083776,-0.0796207833473344,0.0150574424710205
"5pm",0.353301105384015,0.271143119222998,0.301206680141081,-0.0155467961929255,0.162588960298744
"6pm",0.238689022988872,0.148793975100521,0.127866282071261,0.0440421973510748,0.143158996208571
"7pm",0.337008112075787,0.0797201086833442,0.114157189345099,-0.0292040588557756,0.373579183523059
"8pm",0.318792631372637,0.0321821800167686,0.0657305372913163,0.0311188379915924,0.344865600994503
"9pm",0.28538708728301,-0.000110093527256996,-0.0350081169808786,-0.0121732026143791,0.338416900839659
"10pm",0.301191540850974,-0.00881777653544718,-0.0269434242702134,0.119885923082037,0.360009229034262
"11pm",0.254511290165552,-0.0422432211245932,-0.0161239495798319,0.119988366090295,0.366180465624072
"12pm",0.232342403200289,-0.0117869544498071,-0.0161239495798319,-0.0153711484593838,0.346021275960738
"1am",0.209972206700848,-0.0119693038993145,-0.0161239495798319,0,0.341158269209992
"2am",0.198077304496492,-0.0244367522626725,-0.0161239495798319,0,0.322351994991975
"3am",0.177895671990824,0.0157724294542258,-0.0161239495798319,0,0.341033090918177
