"hour","age1","age2","age3","age4"
"4am",0.652257700669523,0.347563346511015,0.642178668083385,0.341890586469645
"5am",0.662709649143989,0.330611595367111,0.623373988069443,0.340052571047956
"6am",0.6518089389874,0.258155940408035,0.570087318237798,0.373809251324164
"7am",0.570177238330947,0.0158923172067256,0.438134252297295,0.399021040481449
"8am",0.550654188290739,-0.0211558766486756,0.378644834801236,0.392551068626465
"9am",0.495340556291737,-0.0408817595933763,0.343150939116992,0.35624194441333
"10am",0.491121263571794,-0.031455404000693,0.327876825083817,0.401740504793064
"11am",0.520275836108893,-0.0492359508218227,0.345389035533922,0.372088365029793
"12am",0.559605190298269,-0.0322132236413403,0.379944632314299,0.373803120930398
"1pm",0.518551899972424,-0.00491460798789095,0.32502665703426,0.370364712641117
"2pm",0.468752214459072,0.0269468035171221,0.345372707747589,0.337364997862122
"3pm",0.502054217518243,-0.00214429300573763,0.355160115532865,0.3138672004069
"4pm",0.519312744178395,0.0516123660535215,0.375079460446818,0.339094341134683
"5pm",0.567975691717396,0.161450050577086,0.473581847967755,0.233579073953562
"6pm",0.630874440579299,0.276289139085312,0.555661511553921,0.255053093812738
"7pm",0.632584219233601,0.28719177437055,0.575627747335958,0.317603830231811
"8pm",0.627437571169926,0.343539415264527,0.620208833336171,0.325568643177888
"9pm",0.618354502062396,0.335812954609092,0.604592904159966,0.326390716394394
"10pm",0.619319423158065,0.345712115060336,0.629982378688235,0.332418596970084
"11pm",0.630650086458513,0.339038441037786,0.629810275402286,0.336764685215812
"12pm",0.642166308909077,0.338059509732292,0.623211658238282,0.34342435434687
"1am",0.636679309537179,0.316660263753208,0.622050301848725,0.338974892479557
"2am",0.638495052011615,0.315469180821296,0.624949736768703,0.340036270112286
"3am",0.638968727215878,0.314817218745615,0.631164206337137,0.344305933988942
