"hour","mode1","mode2","mode3"
"4am",0.371239731910007,0.620265618806527,0.574864740978523
"5am",0.365245695989562,0.607380844932947,0.571906271821603
"6am",0.446087568650922,0.611925436421199,0.565527025645032
"7am",0.582420372815761,0.589758238375082,0.418713786281763
"8am",0.62287953732845,0.480752326516235,0.294955857145604
"9am",0.624854596953411,0.464801858306229,0.311132668410399
"10am",0.624768166746253,0.49443313541747,0.32374729444438
"11am",0.589738867105079,0.500377903797984,0.291037730970567
"12am",0.617505613900845,0.553975689308938,0.420254324592399
"1pm",0.565707688092527,0.5374505969196,0.400587577363678
"2pm",0.536877159966494,0.538944265499657,0.394510516648226
"3pm",0.553672794708117,0.525705250849487,0.420638480930387
"4pm",0.558620301267517,0.563147942826101,0.474822355740451
"5pm",0.491344347898278,0.590547812179123,0.52399565615241
"6pm",0.434144050832917,0.641358349027019,0.566630398667902
"7pm",0.419838576807978,0.636222904995715,0.564278249436756
"8pm",0.401279428261445,0.625294043724781,0.559082125730946
"9pm",0.3902297596331,0.608364609567384,0.545514197937495
"10pm",0.394704717454303,0.621841138033959,0.547225962991063
"11pm",0.382380685086194,0.615611846798371,0.558339227224131
"12pm",0.367150557888398,0.61365373469627,0.562878860977964
"1am",0.369202734511556,0.618004442327281,0.567256410437516
"2am",0.367705097049998,0.621953737132258,0.572231771419243
"3am",0.369148961314308,0.625776247336465,0.578228289901303
