"hour","sex1","sex2"
"4am",0.0698,0.0698
"5am",0.0718,0.0718
"6am",0.0768,0.0768
"7am",0.078,0.078
"8am",0.0907,0.0907
"9am",0.095,0.095
"10am",0.0944,0.0944
"11am",0.0926,0.0926
"12am",0.076,0.076
"1pm",0.0856,0.0856
"2pm",0.08,0.08
"3pm",0.0871,0.0871
"4pm",0.0794,0.0794
"5pm",0.0773,0.0773
"6pm",0.0776,0.0776
"7pm",0.077,0.077
"8pm",0.0734,0.0734
"9pm",0.0726,0.0726
"10pm",0.0737,0.0737
"11pm",0.0754,0.0754
"12pm",0.073,0.073
"1am",0.0721,0.0721
"2am",0.0719,0.0719
"3am",0.0723,0.0723
